Element 1: (3, (14, 1), ['.', '%', '%', '%'], [(14, 4), (5, 7), (8, 9)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (13, 1))
Element 2: (3, (13, 1), ['.', '%', '.', ''], [(15, 4), (6, 7), (9, 9)], [False, True, False, False], 96, False, [True, False, True, False], 68, 'North', (13, 2))
Element 3: (3, (13, 2), ['%', '', '.', '%'], [(15, 5), (7, 7), (10, 9)], [True, False, False, True], 94, False, [False, False, True, False], 1097, 'North', (13, 3))
Element 4: (3, (13, 3), ['.', '', '', '.'], [(15, 6), (8, 7), (11, 9)], [False, False, False, False], 92, False, [True, False, False, True], 2126, 'East', (14, 3))
Element 5: (3, (14, 3), ['', '%', '', '.'], [(15, 7), (9, 7), (11, 8)], [False, True, False, False], 90, False, [False, False, False, True], 3155, 'East', (15, 3))
Element 6: (3, (15, 3), ['', '.', '', '%'], [(15, 8), (10, 7), (10, 8)], [False, False, False, True], 88, False, [False, True, False, False], 4184, 'South', (15, 2))
Element 7: (3, (15, 2), ['%', '%', '', '%'], [(15, 9), (11, 7), (9, 8)], [True, True, False, True], 86, False, [False, False, False, False], 4223, 'North', (15, 3))
Element 8: (3, (15, 3), ['', '', '', '%'], [(14, 9), (12, 7), (8, 8)], [False, False, False, True], 84, False, [False, False, False, False], 4252, 'North', (15, 4))
Element 9: (3, (15, 4), ['', '', '', '%'], [(14, 8), (13, 7), (7, 8)], [False, False, False, True], 82, False, [False, False, False, False], 4281, 'North', (15, 5))
Element 10: (3, (15, 5), ['.', '', '', '%'], [(14, 7), (13, 8), (6, 8)], [False, False, False, True], 80, False, [True, False, False, False], 4310, 'West', (14, 5))
Element 11: (3, (14, 5), ['.', '', 'G', ''], [(14, 6), (13, 9), (6, 9)], [False, False, False, False], 78, False, [True, False, False, False], 4349, 'West', (13, 5))
Element 12: (3, (13, 5), ['.', '', 'G', ''], [(13, 6), (12, 9), (5, 9)], [False, False, False, False], 76, False, [True, False, False, False], 4388, 'West', (12, 5))
Element 13: (3, (12, 5), ['.', '.', 'G', ''], [(12, 6), (12, 8), (5, 8)], [False, False, False, False], 74, False, [True, True, False, False], 4427, 'South', (12, 4))
Element 14: (3, (12, 4), ['F', '.', '', ''], [(11, 6), (11, 8), (4, 8)], [False, False, False, False], 72, False, [False, True, False, False], 4456, 'West', (11, 4))
Element 15: (3, (11, 4), ['F', '.', 'G', ''], [(11, 5), (11, 9), (4, 9)], [False, False, False, False], 70, False, [False, True, False, False], 5475, 'West', (10, 4))
Element 16: #1#
