Element 1: (2, (10, 1), ['.', '%', '.', '.'], [(15, 7), (4, 6), (12, 1)], [False, True, False, False], 98, False, [True, False, True, True], 19, 'East', (11, 1))
Element 2: (2, (11, 1), ['', '%', '%', ''], [(15, 8), (5, 6), (13, 1)], [False, True, True, False], 96, False, [False, False, False, False], 58, 'East', (12, 1))
Element 3: (2, (12, 1), ['', '%', '%', ''], [(15, 9), (6, 6), (14, 1)], [False, True, True, False], 94, False, [False, False, False, False], 87, 'East', (13, 1))
Element 4: (2, (13, 1), ['', '%', '.', 'G'], [(14, 9), (7, 6), (14, 1)], [False, True, False, False], 92, False, [False, False, True, False], 106, 'North', (13, 2))
Element 5: (2, (13, 2), ['%', 'G', '.', '%'], [(14, 8), (8, 6), (13, 1)], [True, False, False, True], 90, False, [False, False, True, False], 135, 'North', (13, 3))
Element 6: (2, (13, 3), ['.', '', '.', '.'], [(13, 8), (9, 6), (13, 1)], [False, False, False, False], 88, False, [True, False, True, True], 164, 'East', (14, 3))
Element 7: (2, (14, 3), ['', '%', '.', '.'], [(13, 9), (10, 6), (12, 1)], [False, True, False, False], 86, False, [False, False, True, True], 193, 'East', (15, 3))
Element 8: (2, (15, 3), ['', '.', '.', '%'], [(12, 9), (11, 6), (12, 1)], [False, False, False, True], 84, False, [False, True, True, False], 222, 'North', (15, 4))
Element 9: (2, (15, 4), ['.', '', '.', '%'], [(11, 9), (12, 6), (13, 1)], [False, False, False, True], 82, False, [True, False, True, False], 1241, 'North', (15, 5))
Element 10: (2, (15, 5), ['.', '', '.', '%'], [(11, 8), (13, 6), (14, 1)], [False, False, False, True], 80, False, [True, False, True, False], 2260, 'North', (15, 6))
Element 11: (2, (15, 6), ['G', '', '', '%'], [(10, 8), (14, 6), (13, 1)], [False, False, False, True], 78, False, [False, False, False, False], 3279, 'North', (15, 7))
Element 12: (2, (15, 7), ['', '', '', '%'], [(10, 9), (14, 5), (13, 2)], [False, False, False, True], 76, False, [False, False, False, False], 4288, 'North', (15, 8))
Element 13: (2, (15, 8), ['', '', '', '%'], [(9, 9), (14, 4), (13, 3)], [False, False, False, True], 74, False, [False, False, False, False], 4307, 'North', (15, 9))
Element 14: (2, (15, 9), ['', '', '%', '%'], [(9, 8), (15, 4), (13, 4)], [False, False, True, True], 72, False, [False, False, False, False], 4326, 'West', (14, 9))
Element 15: (2, (14, 9), ['', '', '%', ''], [(9, 7), (15, 5), (13, 5)], [False, False, True, False], 70, False, [False, False, False, False], 4345, 'South', (14, 8))
Element 16: (2, (14, 8), ['', '', '', ''], [(10, 7), (15, 6), (12, 5)], [False, False, False, False], 68, False, [False, False, False, False], 4364, 'South', (14, 7))
Element 17: (2, (14, 7), ['.', '', '', 'G'], [(11, 7), (15, 7), (12, 4)], [False, False, False, False], 66, False, [True, False, False, False], 4383, 'West', (13, 7))
Element 18: (2, (13, 7), ['G', '', '', ''], [(12, 7), (15, 8), (11, 4)], [False, False, False, False], 64, False, [False, False, False, False], 5402, 'North', (13, 8))
Element 19: #1#
