Element 1: (1, (1, 7), ['%', '.', '.', '%'], [(7, 5), (4, 3), (12, 5)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (1, 8))
Element 2: (1, (1, 8), ['%', '', '.', '%'], [(8, 5), (5, 3), (13, 5)], [True, False, False, True], 96, False, [False, False, True, False], 48, 'North', (1, 9))
Element 3: (1, (1, 9), ['%', '', '%', '%'], [(9, 5), (6, 3), (14, 5)], [True, False, True, True], 94, False, [False, False, False, False], 87, 'South', (1, 8))
Element 4: (1, (1, 8), ['%', '', '', '%'], [(10, 5), (7, 3), (15, 5)], [True, False, False, True], 92, False, [False, False, False, False], 116, 'South', (1, 7))
Element 5: (1, (1, 7), ['%', '.', '', '%'], [(10, 4), (8, 3), (15, 6)], [True, False, False, True], 90, False, [False, True, False, False], 1135, 'South', (1, 6))
Element 6: (1, (1, 6), ['%', '.', '', '%'], [(11, 4), (9, 3), (15, 7)], [True, False, False, True], 88, False, [False, True, False, False], 2164, 'South', (1, 5))
Element 7: (1, (1, 5), ['%', '.', '', '%'], [(12, 4), (10, 3), (15, 8)], [True, False, False, True], 86, False, [False, True, False, False], 2203, 'South', (1, 4))
Element 8: (1, (1, 4), ['%', '.', '', '%'], [(13, 4), (11, 3), (15, 9)], [True, False, False, True], 84, False, [False, True, False, False], 2242, 'South', (1, 3))
Element 9: (1, (1, 3), ['%', '.', '', '%'], [(14, 4), (12, 3), (14, 9)], [True, False, False, True], 82, False, [False, True, False, False], 2281, 'South', (1, 2))
Element 10: (1, (1, 2), ['%', '.', '', '%'], [(15, 4), (13, 3), (14, 8)], [True, False, False, True], 80, False, [False, True, False, False], 2320, 'South', (1, 1))
Element 11: (1, (1, 1), ['%', '%', '', '.'], [(15, 3), (14, 3), (14, 7)], [True, True, False, False], 78, False, [False, False, False, True], 2359, 'East', (2, 1))
Element 12: (1, (2, 1), ['', '%', '%', '.'], [(15, 2), (14, 4), (14, 6)], [False, True, True, False], 76, False, [False, False, False, True], 2388, 'East', (3, 1))
Element 13: (1, (3, 1), ['', '%', '%', '.'], [(15, 3), (15, 4), (13, 6)], [False, True, True, False], 74, False, [False, False, False, True], 2407, 'East', (4, 1))
Element 14: (1, (4, 1), ['', '%', '.', '%'], [(14, 3), (15, 5), (13, 7)], [False, True, False, True], 72, False, [False, False, True, False], 2426, 'North', (4, 2))
Element 15: (1, (4, 2), ['%', '', '', '%'], [(13, 3), (15, 6), (13, 8)], [True, False, False, True], 70, False, [False, False, False, False], 2445, 'North', (4, 3))
Element 16: (1, (4, 3), ['.', '', '.', ''], [(13, 2), (15, 7), (13, 9)], [False, False, False, False], 68, False, [True, False, True, False], 2464, 'North', (4, 4))
Element 17: (1, (4, 4), ['.', '', '.', '.'], [(13, 1), (15, 8), (12, 9)], [False, False, False, False], 66, False, [True, False, True, True], 2493, 'East', (5, 4))
Element 18: (1, (5, 4), ['', '', '.', '.'], [(14, 1), (15, 9), (11, 9)], [False, False, False, False], 64, False, [False, False, True, True], 3512, 'East', (6, 4))
Element 19: (1, (6, 4), ['', '', '', '.'], [(13, 1), (14, 9), (11, 8)], [False, False, False, False], 62, False, [False, False, False, True], 4521, 'East', (7, 4))
Element 20: (1, (7, 4), ['', '', '', '.'], [(12, 1), (14, 8), (10, 8)], [False, False, False, False], 60, False, [False, False, False, True], 5540, 'East', (8, 4))
Element 21: #1#
