Element 1: (0, (16, 1), ['%', '%', '%', '.'], [(4, 2), (8, 6), (13, 8)], [True, True, True, False], 98, False, [False, False, False, True], 0, 'East', (17, 1))
Element 2: (0, (17, 1), ['', '%', '%', '.'], [(4, 3), (9, 6), (14, 8)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (18, 1))
Element 3: (0, (18, 1), ['', '%', '%', '%'], [(5, 3), (10, 6), (15, 8)], [False, True, True, True], 94, False, [False, False, False, False], 78, 'West', (17, 1))
Element 4: (0, (17, 1), ['', '%', '%', ''], [(6, 3), (11, 6), (15, 9)], [False, True, True, False], 92, False, [False, False, False, False], 107, 'West', (16, 1))
Element 5: (0, (16, 1), ['%', '%', '%', ''], [(7, 3), (12, 6), (14, 9)], [True, True, True, False], 90, False, [False, False, False, False], 136, 'Stop', (16, 1))
Element 6: (0, (16, 1), ['%', '%', '%', ''], [(8, 3), (13, 6), (13, 9)], [True, True, True, False], 88, False, [False, False, False, False], 165, 'East', (17, 1))
Element 7: (0, (17, 1), ['', '%', '%', ''], [(9, 3), (14, 6), (12, 9)], [False, True, True, False], 86, False, [False, False, False, False], 194, 'East', (18, 1))
Element 8: (0, (18, 1), ['', '%', '%', '%'], [(10, 3), (15, 6), (11, 9)], [False, True, True, True], 84, False, [False, False, False, False], 1213, 'West', (17, 1))
Element 9: (0, (17, 1), ['', '%', '%', ''], [(10, 4), (15, 7), (11, 8)], [False, True, True, False], 82, False, [False, False, False, False], 3222, 'West', (16, 1))
Element 10: (0, (16, 1), ['%', '%', '%', ''], [(11, 4), (14, 7), (10, 8)], [True, True, True, False], 80, False, [False, False, False, False], 5231, 'Stop', (16, 1))
Element 11: #1#
