Element 1: (3, (18, 1), ['.', '%', '%', '%'], [(15, 4), (9, 2), (9, 4)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (17, 1))
Element 2: (3, (17, 1), ['.', '%', '%', ''], [(15, 5), (10, 2), (10, 4)], [False, True, True, False], 96, False, [True, False, False, False], 1058, 'West', (16, 1))
Element 3: (3, (16, 1), ['%', '%', '%', ''], [(15, 6), (10, 3), (11, 4)], [True, True, True, False], 94, False, [False, False, False, False], 2087, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', ''], [(15, 7), (11, 3), (12, 4)], [False, True, True, False], 92, False, [False, False, False, False], 2116, 'East', (18, 1))
Element 5: (3, (18, 1), ['', '%', '%', '%'], [(15, 8), (12, 3), (13, 4)], [False, True, True, True], 90, False, [False, False, False, False], 2145, 'Stop', (18, 1))
Element 6: (3, (18, 1), ['', '%', '%', '%'], [(15, 9), (13, 3), (13, 5)], [False, True, True, True], 88, False, [False, False, False, False], 2174, 'West', (17, 1))
Element 7: (3, (17, 1), ['', '%', '%', ''], [(14, 9), (14, 3), (14, 5)], [False, True, True, False], 86, False, [False, False, False, False], 2203, 'West', (16, 1))
Element 8: (3, (16, 1), ['%', '%', '%', ''], [(14, 8), (15, 3), (14, 6)], [True, True, True, False], 84, False, [False, False, False, False], 2232, 'East', (17, 1))
Element 9: (3, (17, 1), ['', '%', '%', ''], [(14, 7), (15, 2), (13, 6)], [False, True, True, False], 82, False, [False, False, False, False], 2261, 'East', (18, 1))
Element 10: (3, (18, 1), ['', '%', '%', '%'], [(13, 7), (15, 3), (12, 6)], [False, True, True, True], 80, False, [False, False, False, False], 2280, 'Stop', (18, 1))
Element 11: (3, (18, 1), ['', '%', '%', '%'], [(13, 8), (15, 4), (12, 7)], [False, True, True, True], 78, False, [False, False, False, False], 2299, 'West', (17, 1))
Element 12: (3, (17, 1), ['', '%', '%', ''], [(13, 9), (15, 5), (12, 8)], [False, True, True, False], 76, False, [False, False, False, False], 2318, 'West', (16, 1))
Element 13: (3, (16, 1), ['%', '%', '%', ''], [(12, 9), (15, 6), (11, 8)], [True, True, True, False], 74, False, [False, False, False, False], 3327, 'East', (17, 1))
Element 14: (3, (17, 1), ['', '%', '%', ''], [(11, 9), (15, 7), (10, 8)], [False, True, True, False], 72, False, [False, False, False, False], 5326, 'East', (18, 1))
Element 15: #1#
