Element 1: (0, (3, 9), ['%', '.', '%', '.'], [(3, 7), (4, 7), (10, 1)], [True, False, True, False], 98, False, [False, True, False, True], 0, 'East', (4, 9))
Element 2: (0, (4, 9), ['', '.', '%', '.'], [(3, 8), (5, 7), (11, 1)], [False, False, True, False], 96, False, [False, True, False, True], 39, 'East', (5, 9))
Element 3: (0, (5, 9), ['', '.', '%', '.'], [(4, 8), (6, 7), (12, 1)], [False, False, True, False], 94, False, [False, True, False, True], 78, 'East', (6, 9))
Element 4: (0, (6, 9), ['', '.', '%', '.'], [(5, 8), (7, 7), (13, 1)], [False, False, True, False], 92, False, [False, True, False, True], 117, 'East', (7, 9))
Element 5: (0, (7, 9), ['', '.', '%', '.'], [(6, 8), (8, 7), (14, 1)], [False, False, True, False], 90, False, [False, True, False, True], 156, 'East', (8, 9))
Element 6: (0, (8, 9), ['', '.', '%', '.'], [(7, 8), (9, 7), (13, 1)], [False, False, True, False], 88, False, [False, True, False, True], 185, 'East', (9, 9))
Element 7: (0, (9, 9), ['', '.', '%', 'F'], [(8, 8), (10, 7), (13, 2)], [False, False, True, False], 86, False, [False, True, False, False], 224, 'East', (10, 9))
Element 8: (0, (10, 9), ['', 'G', '%', 'F'], [(9, 8), (10, 8), (13, 3)], [False, False, True, False], 84, False, [False, False, False, False], 2243, 'East', (11, 9))
Element 9: (0, (11, 9), ['', 'G', '%', '.'], [(9, 9), (11, 8), (14, 3)], [False, False, True, False], 82, False, [False, False, False, True], 4252, 'East', (12, 9))
Element 10: (0, (12, 9), ['', 'G', '%', '.'], [(10, 9), (12, 8), (15, 3)], [False, False, True, False], 80, False, [False, False, False, True], 4281, 'East', (13, 9))
Element 11: (0, (13, 9), ['', 'G', '%', '.'], [(11, 9), (13, 8), (15, 4)], [False, False, True, False], 78, False, [False, False, False, True], 4310, 'East', (14, 9))
Element 12: (0, (14, 9), ['', 'G', '%', '.'], [(12, 9), (14, 8), (15, 5)], [False, False, True, False], 76, False, [False, False, False, True], 4339, 'East', (15, 9))
Element 13: (0, (15, 9), ['', 'G', '%', '%'], [(13, 9), (15, 8), (15, 6)], [False, False, True, True], 74, False, [False, False, False, False], 4368, 'West', (14, 9))
Element 14: (0, (14, 9), ['', '', '%', ''], [(13, 8), (15, 7), (14, 6)], [False, False, True, False], 72, False, [False, False, False, False], 4387, 'West', (13, 9))
Element 15: (0, (13, 9), ['', '', '%', ''], [(13, 7), (14, 7), (14, 5)], [False, False, True, False], 70, False, [False, False, False, False], 4416, 'West', (12, 9))
Element 16: (0, (12, 9), ['', '', '%', ''], [(13, 6), (14, 6), (14, 4)], [False, False, True, False], 68, False, [False, False, False, False], 4435, 'West', (11, 9))
Element 17: (0, (11, 9), ['', '', '%', ''], [(13, 5), (15, 6), (13, 4)], [False, False, True, False], 66, False, [False, False, False, False], 4454, 'West', (10, 9))
Element 18: (0, (10, 9), ['', '', '%', ''], [(12, 5), (15, 5), (12, 4)], [False, False, True, False], 64, False, [False, False, False, False], 4473, 'West', (9, 9))
Element 19: (0, (9, 9), ['', '', '%', ''], [(12, 6), (15, 4), (11, 4)], [False, False, True, False], 62, False, [False, False, False, False], 5482, 'South', (9, 8))
Element 20: #1#
