Element 1: (1, (5, 6), ['.', '.', '.', '.'], [(15, 3), (8, 7), (10, 7)], [False, False, False, False], 98, False, [True, True, True, True], 9, 'East', (6, 6))
Element 2: (1, (6, 6), ['', '.', '.', '.'], [(15, 4), (9, 7), (10, 8)], [False, False, False, False], 96, False, [False, True, True, True], 1038, 'East', (7, 6))
Element 3: (1, (7, 6), ['', '.', '.', '.'], [(15, 5), (9, 8), (11, 8)], [False, False, False, False], 94, False, [False, True, True, True], 2067, 'East', (8, 6))
Element 4: (1, (8, 6), ['', '.', '', '.'], [(15, 6), (9, 9), (11, 9)], [False, False, False, False], 92, False, [False, True, False, True], 3096, 'East', (9, 6))
Element 5: (1, (9, 6), ['', '.', '', '.'], [(15, 7), (10, 9), (12, 9)], [False, False, False, False], 90, False, [False, True, False, True], 4125, 'East', (10, 6))
Element 6: (1, (10, 6), ['', '.', '', '.'], [(15, 8), (11, 9), (13, 9)], [False, False, False, False], 88, False, [False, True, False, True], 4154, 'East', (11, 6))
Element 7: (1, (11, 6), ['', '.', '.', '.'], [(15, 9), (12, 9), (14, 9)], [False, False, False, False], 86, False, [False, True, True, True], 4183, 'East', (12, 6))
Element 8: (1, (12, 6), ['', '.', '.', '.'], [(14, 9), (12, 8), (14, 8)], [False, False, False, False], 84, False, [False, True, True, True], 4212, 'East', (13, 6))
Element 9: (1, (13, 6), ['', '.', '.', '.'], [(14, 8), (13, 8), (14, 7)], [False, False, False, False], 82, False, [False, True, True, True], 4241, 'East', (14, 6))
Element 10: (1, (14, 6), ['', '.', 'G', ''], [(14, 7), (13, 7), (15, 7)], [False, False, False, False], 80, False, [False, True, False, False], 4260, 'South', (14, 5))
Element 11: (1, (14, 5), ['.', '.', 'G', ''], [(14, 6), (12, 7), (15, 8)], [False, False, False, False], 78, False, [True, True, False, False], 4279, 'South', (14, 4))
Element 12: (1, (14, 4), ['.', '.', 'G', ''], [(14, 5), (11, 7), (15, 9)], [False, False, False, False], 76, False, [True, True, False, False], 4298, 'South', (14, 3))
Element 13: (1, (14, 3), ['.', '%', '', ''], [(13, 5), (11, 8), (15, 8)], [False, True, False, False], 74, False, [True, False, False, False], 4317, 'West', (13, 3))
Element 14: (1, (13, 3), ['.', '.', 'G', ''], [(13, 4), (10, 8), (15, 7)], [False, False, False, False], 72, False, [True, True, False, False], 4336, 'South', (13, 2))
Element 15: (1, (13, 2), ['%', '.', '', '%'], [(12, 4), (10, 7), (15, 6)], [True, False, False, True], 70, False, [False, True, False, False], 4355, 'South', (13, 1))
Element 16: (1, (13, 1), ['.', '%', '', '.'], [(11, 4), (10, 6), (15, 5)], [False, True, False, False], 68, False, [True, False, False, True], 5364, 'East', (14, 1))
Element 17: #1#
