Element 1: (2, (14, 6), ['.', '.', 'G', '.'], [(11, 9), (5, 8), (14, 7)], [False, False, False, False], 98, False, [True, True, False, True], 1009, 'East', (15, 6))
Element 2: (2, (15, 6), ['', '.', 'G', '%'], [(11, 8), (6, 8), (15, 7)], [False, False, False, True], 96, False, [False, True, False, False], 2038, 'South', (15, 5))
Element 3: (2, (15, 5), ['.', '.', '', '%'], [(10, 8), (7, 8), (15, 8)], [False, False, False, True], 94, False, [True, True, False, False], 3067, 'South', (15, 4))
Element 4: (2, (15, 4), ['.', '.', '', '%'], [(10, 9), (8, 8), (15, 9)], [False, False, False, True], 92, False, [True, True, False, False], 4096, 'South', (15, 3))
Element 5: (2, (15, 3), ['.', '.', '', '%'], [(9, 9), (9, 8), (14, 9)], [False, False, False, True], 90, False, [True, True, False, False], 4135, 'South', (15, 2))
Element 6: (2, (15, 2), ['%', '%', '', '%'], [(8, 9), (9, 7), (14, 8)], [True, True, False, True], 88, False, [False, False, False, False], 4174, 'North', (15, 3))
Element 7: (2, (15, 3), ['.', '', '', '%'], [(7, 9), (10, 7), (13, 8)], [False, False, False, True], 86, False, [True, False, False, False], 4203, 'West', (14, 3))
Element 8: (2, (14, 3), ['.', '%', '.', ''], [(6, 9), (11, 7), (13, 9)], [False, True, False, False], 84, False, [True, False, True, False], 4242, 'North', (14, 4))
Element 9: (2, (14, 4), ['.', '', '.', ''], [(5, 9), (12, 7), (12, 9)], [False, False, False, False], 82, False, [True, False, True, False], 4271, 'North', (14, 5))
Element 10: (2, (14, 5), ['.', '', '', ''], [(4, 9), (13, 7), (12, 8)], [False, False, False, False], 80, False, [True, False, False, False], 4310, 'West', (13, 5))
Element 11: (2, (13, 5), ['.', '.', 'G', ''], [(3, 9), (13, 6), (12, 7)], [False, False, False, False], 78, False, [True, True, False, False], 4339, 'South', (13, 4))
Element 12: (2, (13, 4), ['.', '.', '', ''], [(3, 8), (14, 6), (12, 6)], [False, False, False, False], 76, False, [True, True, False, False], 4368, 'South', (13, 3))
Element 13: (2, (13, 3), ['.', '.', '', ''], [(3, 7), (15, 6), (12, 5)], [False, False, False, False], 74, False, [True, True, False, False], 4397, 'South', (13, 2))
Element 14: (2, (13, 2), ['%', '.', '', '%'], [(4, 7), (15, 7), (12, 4)], [True, False, False, True], 72, False, [False, True, False, False], 4426, 'South', (13, 1))
Element 15: (2, (13, 1), ['.', '%', '', '.'], [(5, 7), (15, 8), (11, 4)], [False, True, False, False], 70, False, [True, False, False, True], 5445, 'East', (14, 1))
Element 16: #1#
