Element 1: (0, (3, 9), ['%', '.', '%', '.'], [(9, 4), (12, 7), (18, 1)], [True, False, True, False], 98, False, [False, True, False, True], 0, 'East', (4, 9))
Element 2: (0, (4, 9), ['', '.', '%', '.'], [(10, 4), (13, 7), (17, 1)], [False, False, True, False], 96, False, [False, True, False, True], 1029, 'East', (5, 9))
Element 3: (0, (5, 9), ['', '.', '%', '.'], [(11, 4), (14, 7), (16, 1)], [False, False, True, False], 94, False, [False, True, False, True], 2058, 'East', (6, 9))
Element 4: (0, (6, 9), ['', '.', '%', '.'], [(12, 4), (15, 7), (17, 1)], [False, False, True, False], 92, False, [False, True, False, True], 2087, 'East', (7, 9))
Element 5: (0, (7, 9), ['', '.', '%', '.'], [(13, 4), (15, 8), (18, 1)], [False, False, True, False], 90, False, [False, True, False, True], 2116, 'East', (8, 9))
Element 6: (0, (8, 9), ['', '.', '%', '.'], [(14, 4), (15, 9), (18, 1)], [False, False, True, False], 88, False, [False, True, False, True], 2145, 'East', (9, 9))
Element 7: (0, (9, 9), ['', '.', '%', 'F'], [(15, 4), (14, 9), (17, 1)], [False, False, True, False], 86, False, [False, True, False, False], 2174, 'East', (10, 9))
Element 8: (0, (10, 9), ['', 'F', '%', 'F'], [(15, 5), (14, 8), (16, 1)], [False, False, True, False], 84, False, [False, False, False, False], 3193, 'East', (11, 9))
Element 9: (0, (11, 9), ['', 'F', '%', '.'], [(15, 6), (13, 8), (17, 1)], [False, False, True, False], 82, False, [False, False, False, True], 4212, 'South', (11, 8))
Element 10: (0, (11, 8), ['F', '.', '', '.'], [(14, 6), (13, 9), (18, 1)], [False, False, False, False], 80, False, [False, True, False, True], 5231, 'West', (10, 8))
Element 11: #1#
