Element 1: (1, (6, 9), ['.', '.', '%', '.'], [(9, 6), (10, 1), (15, 9)], [False, False, True, False], 98, False, [True, True, False, True], 9, 'East', (7, 9))
Element 2: (1, (7, 9), ['', '.', '%', '.'], [(10, 6), (11, 1), (15, 8)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (8, 9))
Element 3: (1, (8, 9), ['', '.', '%', '.'], [(11, 6), (12, 1), (15, 7)], [False, False, True, False], 94, False, [False, True, False, True], 87, 'East', (9, 9))
Element 4: (1, (9, 9), ['', '.', '%', 'F'], [(12, 6), (13, 1), (15, 6)], [False, False, True, False], 92, False, [False, True, False, False], 126, 'East', (10, 9))
Element 5: (1, (10, 9), ['', 'F', '%', 'F'], [(13, 6), (14, 1), (15, 5)], [False, False, True, False], 90, False, [False, False, False, False], 1155, 'East', (11, 9))
Element 6: (1, (11, 9), ['', 'F', '%', '.'], [(14, 6), (13, 1), (15, 4)], [False, False, True, False], 88, False, [False, False, False, True], 2174, 'South', (11, 8))
Element 7: (1, (11, 8), ['F', '.', '', '.'], [(14, 7), (13, 2), (15, 3)], [False, False, False, False], 86, False, [False, True, False, True], 3203, 'West', (10, 8))
Element 8: (1, (10, 8), ['.', '.', '', ''], [(14, 8), (13, 3), (15, 2)], [False, False, False, False], 84, False, [True, True, False, False], 4232, 'South', (10, 7))
Element 9: (1, (10, 7), ['.', '', '', '.'], [(14, 9), (14, 3), (15, 3)], [False, False, False, False], 82, False, [True, False, False, True], 4261, 'East', (11, 7))
Element 10: (1, (11, 7), ['', '', '', '.'], [(13, 9), (14, 4), (14, 3)], [False, False, False, False], 80, False, [False, False, False, True], 4290, 'East', (12, 7))
Element 11: (1, (12, 7), ['', '', '.', '.'], [(13, 8), (14, 5), (14, 4)], [False, False, False, False], 78, False, [False, False, True, True], 4319, 'East', (13, 7))
Element 12: (1, (13, 7), ['', '', '', ''], [(12, 8), (13, 5), (13, 4)], [False, False, False, False], 76, False, [False, False, False, False], 4358, 'East', (14, 7))
Element 13: (1, (14, 7), ['', '', '', ''], [(12, 9), (12, 5), (12, 4)], [False, False, False, False], 74, False, [False, False, False, False], 4387, 'East', (15, 7))
Element 14: (1, (15, 7), ['', '', '', '%'], [(11, 9), (11, 5), (11, 4)], [False, False, False, True], 72, False, [False, False, False, False], 5396, 'North', (15, 8))
Element 15: #1#
