Element 1: (1, (4, 1), ['.', '%', '.', '%'], [(6, 3), (6, 5), (7, 4)], [False, True, False, True], 98, False, [True, False, True, False], 9, 'North', (4, 2))
Element 2: (1, (4, 2), ['%', '', '.', '%'], [(7, 3), (7, 5), (8, 4)], [True, False, False, True], 96, False, [False, False, True, False], 48, 'North', (4, 3))
Element 3: (1, (4, 3), ['.', '', '.', '.'], [(8, 3), (8, 5), (9, 4)], [False, False, False, False], 94, False, [True, False, True, True], 87, 'East', (5, 3))
Element 4: (1, (5, 3), ['', '%', '.', ''], [(9, 3), (9, 5), (10, 4)], [False, True, False, False], 92, False, [False, False, True, False], 1116, 'North', (5, 4))
Element 5: (1, (5, 4), ['.', '', '.', ''], [(10, 3), (10, 5), (11, 4)], [False, False, False, False], 90, False, [True, False, True, False], 2145, 'North', (5, 5))
Element 6: (1, (5, 5), ['.', '', '.', ''], [(11, 3), (11, 5), (12, 4)], [False, False, False, False], 88, False, [True, False, True, False], 2184, 'North', (5, 6))
Element 7: (1, (5, 6), ['.', '', '.', '.'], [(12, 3), (12, 5), (13, 4)], [False, False, False, False], 86, False, [True, False, True, True], 2223, 'East', (6, 6))
Element 8: (1, (6, 6), ['', '', '.', '.'], [(13, 3), (13, 5), (14, 4)], [False, False, False, False], 84, False, [False, False, True, True], 2262, 'East', (7, 6))
Element 9: (1, (7, 6), ['', '', '.', '.'], [(14, 3), (14, 5), (15, 4)], [False, False, False, False], 82, False, [False, False, True, True], 2301, 'East', (8, 6))
Element 10: (1, (8, 6), ['', '', '.', '.'], [(14, 4), (15, 5), (15, 3)], [False, False, False, False], 80, False, [False, False, True, True], 2330, 'East', (9, 6))
Element 11: (1, (9, 6), ['', '', '.', '.'], [(15, 4), (15, 6), (15, 2)], [False, False, False, False], 78, False, [False, False, True, True], 2359, 'East', (10, 6))
Element 12: (1, (10, 6), ['', '', '.', '.'], [(15, 5), (15, 7), (15, 3)], [False, False, False, False], 76, False, [False, False, True, True], 2378, 'East', (11, 6))
Element 13: (1, (11, 6), ['', '', '.', '.'], [(15, 6), (15, 8), (14, 3)], [False, False, False, False], 74, False, [False, False, True, True], 2397, 'East', (12, 6))
Element 14: (1, (12, 6), ['', '', '.', '.'], [(14, 6), (15, 9), (13, 3)], [False, False, False, False], 72, False, [False, False, True, True], 2426, 'East', (13, 6))
Element 15: (1, (13, 6), ['', '', '.', ''], [(14, 7), (14, 9), (13, 2)], [False, False, False, False], 70, False, [False, False, True, False], 2465, 'North', (13, 7))
Element 16: (1, (13, 7), ['.', '', '.', ''], [(15, 7), (14, 8), (13, 1)], [False, False, False, False], 68, False, [True, False, True, False], 2494, 'North', (13, 8))
Element 17: (1, (13, 8), ['.', '', '.', ''], [(15, 8), (14, 7), (14, 1)], [False, False, False, False], 66, False, [True, False, True, False], 2513, 'North', (13, 9))
Element 18: (1, (13, 9), ['.', '', '%', ''], [(15, 9), (14, 6), (13, 1)], [False, False, True, False], 64, False, [True, False, False, False], 2522, 'West', (12, 9))
Element 19: (1, (12, 9), ['F', '.', '%', ''], [(14, 9), (13, 6), (12, 1)], [False, False, True, False], 62, False, [False, True, False, False], 2541, 'West', (11, 9))
Element 20: (1, (11, 9), ['F', 'F', '%', ''], [(14, 8), (13, 7), (11, 1)], [False, False, True, False], 60, False, [False, False, False, False], 3550, 'South', (11, 8))
Element 21: (1, (11, 8), ['F', '.', '', '.'], [(13, 8), (12, 7), (10, 1)], [False, False, False, False], 58, False, [False, True, False, True], 4569, 'West', (10, 8))
Element 22: (1, (10, 8), ['.', '.', 'F', ''], [(13, 9), (12, 8), (10, 2)], [False, False, False, False], 56, False, [True, True, False, False], 5588, 'North', (10, 9))
Element 23: #1#
