Element 1: (0, (13, 9), ['.', '.', '%', '.'], [(6, 3), (9, 3), (14, 6)], [False, False, True, False], 98, False, [True, True, False, True], 0, 'East', (14, 9))
Element 2: (0, (14, 9), ['', '.', '%', '.'], [(7, 3), (10, 3), (15, 6)], [False, False, True, False], 96, False, [False, True, False, True], 39, 'East', (15, 9))
Element 3: (0, (15, 9), ['', '.', '%', '%'], [(8, 3), (10, 4), (15, 7)], [False, False, True, True], 94, False, [False, True, False, False], 1068, 'South', (15, 8))
Element 4: (0, (15, 8), ['.', '', '', '%'], [(8, 4), (11, 4), (14, 7)], [False, False, False, True], 92, False, [True, False, False, False], 2097, 'West', (14, 8))
Element 5: (0, (14, 8), ['.', '', '', ''], [(9, 4), (12, 4), (13, 7)], [False, False, False, False], 90, False, [True, False, False, False], 2136, 'West', (13, 8))
Element 6: (0, (13, 8), ['.', '', '', ''], [(9, 5), (13, 4), (13, 6)], [False, False, False, False], 88, False, [True, False, False, False], 2175, 'West', (12, 8))
Element 7: (0, (12, 8), ['F', '.', '.', ''], [(10, 5), (14, 4), (13, 5)], [False, False, False, False], 86, False, [False, True, True, False], 2214, 'West', (11, 8))
Element 8: (0, (11, 8), ['F', '.', 'F', ''], [(11, 5), (15, 4), (14, 5)], [False, False, False, False], 84, False, [False, True, False, False], 3243, 'North', (11, 9))
Element 9: (0, (11, 9), ['F', '', '%', '.'], [(12, 5), (15, 5), (14, 4)], [False, False, True, False], 82, False, [False, False, False, True], 4262, 'West', (10, 9))
Element 10: (0, (10, 9), ['.', 'F', '%', ''], [(12, 6), (15, 6), (14, 3)], [False, False, True, False], 80, False, [True, False, False, False], 5281, 'South', (10, 8))
Element 11: #1#
