Element 1: (0, (3, 1), ['.', '%', '%', '.'], [(7, 2), (12, 3), (13, 9)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (4, 1))
Element 2: (0, (4, 1), ['', '%', '.', '%'], [(8, 2), (13, 3), (14, 9)], [False, True, False, True], 96, False, [False, False, True, False], 39, 'North', (4, 2))
Element 3: (0, (4, 2), ['%', '', '.', '%'], [(9, 2), (14, 3), (15, 9)], [True, False, False, True], 94, False, [False, False, True, False], 78, 'North', (4, 3))
Element 4: (0, (4, 3), ['.', '', '.', '.'], [(10, 2), (15, 3), (15, 8)], [False, False, False, False], 92, False, [True, False, True, True], 117, 'East', (5, 3))
Element 5: (0, (5, 3), ['', '%', '.', '.'], [(10, 3), (15, 4), (15, 7)], [False, True, False, False], 90, False, [False, False, True, True], 156, 'East', (6, 3))
Element 6: (0, (6, 3), ['', '.', '.', '.'], [(10, 4), (15, 5), (15, 6)], [False, False, False, False], 88, False, [False, True, True, True], 1185, 'East', (7, 3))
Element 7: (0, (7, 3), ['', '', '.', '.'], [(11, 4), (14, 5), (14, 6)], [False, False, False, False], 86, False, [False, False, True, True], 2214, 'East', (8, 3))
Element 8: (0, (8, 3), ['', '', '.', '.'], [(12, 4), (14, 4), (14, 7)], [False, False, False, False], 84, False, [False, False, True, True], 2253, 'East', (9, 3))
Element 9: (0, (9, 3), ['', '', '.', ''], [(13, 4), (14, 5), (14, 8)], [False, False, False, False], 82, False, [False, False, True, False], 2282, 'North', (9, 4))
Element 10: (0, (9, 4), ['.', '', '.', ''], [(13, 5), (14, 4), (13, 8)], [False, False, False, False], 80, False, [True, False, True, False], 2311, 'North', (9, 5))
Element 11: (0, (9, 5), ['.', '', '.', '.'], [(13, 6), (14, 5), (13, 7)], [False, False, False, False], 78, False, [True, False, True, True], 2340, 'East', (10, 5))
Element 12: (0, (10, 5), ['', '', '.', '.'], [(12, 6), (15, 5), (12, 7)], [False, False, False, False], 76, False, [False, False, True, True], 2369, 'East', (11, 5))
Element 13: (0, (11, 5), ['', '', '.', 'G'], [(12, 5), (15, 4), (12, 8)], [False, False, False, False], 74, False, [False, False, True, False], 2398, 'North', (11, 6))
Element 14: (0, (11, 6), ['.', 'G', '.', ''], [(11, 5), (14, 4), (11, 8)], [False, False, False, False], 72, False, [True, False, True, False], 3407, 'North', (11, 7))
Element 15: (0, (11, 7), ['.', 'G', '', ''], [(11, 6), (15, 4), (11, 9)], [False, False, False, False], 70, False, [True, False, False, False], 4416, 'West', (10, 7))
Element 16: (0, (10, 7), ['.', 'G', 'F', ''], [(10, 6), (15, 3), (10, 9)], [False, False, False, False], 68, False, [True, False, False, False], 5435, 'North', (10, 8))
Element 17: #1#
