Element 1: (0, (8, 1), ['.', '%', '.', '.'], [(1, 5), (4, 3), (4, 4)], [False, True, False, False], 98, False, [True, False, True, True], 0, 'East', (9, 1))
Element 2: (0, (9, 1), ['', '%', '.', '.'], [(1, 6), (5, 3), (5, 4)], [False, True, False, False], 96, False, [False, False, True, True], 39, 'East', (10, 1))
Element 3: (0, (10, 1), ['', '%', '.', '.'], [(1, 7), (6, 3), (6, 4)], [False, True, False, False], 94, False, [False, False, True, True], 78, 'East', (11, 1))
Element 4: (0, (11, 1), ['', '%', '%', '.'], [(1, 8), (7, 3), (7, 4)], [False, True, True, False], 92, False, [False, False, False, True], 117, 'East', (12, 1))
Element 5: (0, (12, 1), ['', '%', '%', '.'], [(1, 9), (8, 3), (8, 4)], [False, True, True, False], 90, False, [False, False, False, True], 156, 'East', (13, 1))
Element 6: (0, (13, 1), ['', '%', '.', '.'], [(1, 8), (9, 3), (9, 4)], [False, True, False, False], 88, False, [False, False, True, True], 185, 'East', (14, 1))
Element 7: (0, (14, 1), ['', '%', '%', '%'], [(1, 7), (10, 3), (10, 4)], [False, True, True, True], 86, False, [False, False, False, False], 1204, 'West', (13, 1))
Element 8: (0, (13, 1), ['', '%', '.', ''], [(1, 6), (11, 3), (11, 4)], [False, True, False, False], 84, False, [False, False, True, False], 2213, 'North', (13, 2))
Element 9: (0, (13, 2), ['%', '', '.', '%'], [(1, 5), (12, 3), (12, 4)], [True, False, False, True], 82, False, [False, False, True, False], 2242, 'North', (13, 3))
Element 10: (0, (13, 3), ['', '', 'G', '.'], [(1, 4), (11, 3), (13, 4)], [False, False, False, False], 80, False, [False, False, False, True], 2271, 'East', (14, 3))
Element 11: (0, (14, 3), ['', '%', 'G', '.'], [(1, 3), (10, 3), (14, 4)], [False, True, False, False], 78, False, [False, False, False, True], 2300, 'East', (15, 3))
Element 12: (0, (15, 3), ['', '.', 'G', '%'], [(1, 2), (10, 2), (15, 4)], [False, False, False, True], 76, False, [False, True, False, False], 2339, 'South', (15, 2))
Element 13: (0, (15, 2), ['%', '%', '', '%'], [(1, 1), (9, 2), (15, 5)], [True, True, False, True], 74, False, [False, False, False, False], 2378, 'North', (15, 3))
Element 14: (0, (15, 3), ['', '', '', '%'], [(2, 1), (8, 2), (15, 6)], [False, False, False, True], 72, False, [False, False, False, False], 2407, 'West', (14, 3))
Element 15: (0, (14, 3), ['', '%', '', ''], [(3, 1), (7, 2), (15, 7)], [False, True, False, False], 70, False, [False, False, False, False], 2436, 'West', (13, 3))
Element 16: (0, (13, 3), ['', '', '', ''], [(4, 1), (7, 1), (15, 8)], [False, False, False, False], 68, False, [False, False, False, False], 2465, 'West', (12, 3))
Element 17: (0, (12, 3), ['', '%', '', ''], [(4, 2), (6, 1), (15, 9)], [False, True, False, False], 66, False, [False, False, False, False], 2494, 'North', (12, 4))
Element 18: (0, (12, 4), ['', '', '.', ''], [(4, 3), (6, 2), (14, 9)], [False, False, False, False], 64, False, [False, False, True, False], 2513, 'North', (12, 5))
Element 19: (0, (12, 5), ['.', '', '.', '.'], [(3, 3), (6, 1), (14, 8)], [False, False, False, False], 62, False, [True, False, True, True], 2542, 'East', (13, 5))
Element 20: (0, (13, 5), ['', '', '.', '.'], [(3, 4), (7, 1), (14, 7)], [False, False, False, False], 60, False, [False, False, True, True], 2571, 'East', (14, 5))
Element 21: (0, (14, 5), ['', '', 'G', ''], [(3, 5), (8, 1), (14, 6)], [False, False, False, False], 58, False, [False, False, False, False], 2600, 'East', (15, 5))
Element 22: (0, (15, 5), ['', '', '', '%'], [(4, 5), (9, 1), (13, 6)], [False, False, False, True], 56, False, [False, False, False, False], 2619, 'North', (15, 6))
Element 23: (0, (15, 6), ['', '', '', '%'], [(5, 5), (10, 1), (13, 7)], [False, False, False, True], 54, False, [False, False, False, False], 2638, 'North', (15, 7))
Element 24: (0, (15, 7), ['', '', '', '%'], [(6, 5), (11, 1), (13, 8)], [False, False, False, True], 52, False, [False, False, False, False], 2657, 'North', (15, 8))
Element 25: (0, (15, 8), ['', '', '', '%'], [(7, 5), (12, 1), (13, 9)], [False, False, False, True], 50, False, [False, False, False, False], 2676, 'North', (15, 9))
Element 26: (0, (15, 9), ['', '', '%', '%'], [(8, 5), (13, 1), (12, 9)], [False, False, True, True], 48, False, [False, False, False, False], 2695, 'West', (14, 9))
Element 27: (0, (14, 9), ['', '', '%', ''], [(9, 5), (14, 1), (11, 9)], [False, False, True, False], 46, False, [False, False, False, False], 3704, 'South', (14, 8))
Element 28: (0, (14, 8), ['', '', '', ''], [(10, 5), (13, 1), (11, 8)], [False, False, False, False], 44, False, [False, False, False, False], 4713, 'South', (14, 7))
Element 29: (0, (14, 7), ['', '', '', ''], [(11, 5), (13, 2), (10, 8)], [False, False, False, False], 42, False, [False, False, False, False], 5722, 'South', (14, 6))
Element 30: #1#
