Element 1: (3, (4, 1), ['.', '%', '.', '%'], [(11, 4), (1, 8), (4, 6)], [False, True, False, True], 98, False, [True, False, True, False], 1019, 'North', (4, 2))
Element 2: (3, (4, 2), ['%', '', '.', '%'], [(10, 4), (1, 7), (5, 6)], [True, False, False, True], 96, False, [False, False, True, False], 2048, 'North', (4, 3))
Element 3: (3, (4, 3), ['.', '', '.', '.'], [(10, 5), (1, 6), (6, 6)], [False, False, False, False], 94, False, [True, False, True, True], 2087, 'East', (5, 3))
Element 4: (3, (5, 3), ['', '%', '.', '.'], [(11, 5), (1, 5), (7, 6)], [False, True, False, False], 92, False, [False, False, True, True], 2126, 'East', (6, 3))
Element 5: (3, (6, 3), ['', '.', '.', '.'], [(12, 5), (1, 4), (8, 6)], [False, False, False, False], 90, False, [False, True, True, True], 2165, 'East', (7, 3))
Element 6: (3, (7, 3), ['', '.', '.', '.'], [(13, 5), (1, 3), (9, 6)], [False, False, False, False], 88, False, [False, True, True, True], 2204, 'East', (8, 3))
Element 7: (3, (8, 3), ['', '.', '.', '.'], [(14, 5), (1, 2), (10, 6)], [False, False, False, False], 86, False, [False, True, True, True], 2243, 'East', (9, 3))
Element 8: (3, (9, 3), ['', '.', '.', '.'], [(15, 5), (1, 1), (11, 6)], [False, False, False, False], 84, False, [False, True, True, True], 2282, 'East', (10, 3))
Element 9: (3, (10, 3), ['', '.', '', ''], [(15, 6), (2, 1), (12, 6)], [False, False, False, False], 82, False, [False, True, False, False], 2321, 'South', (10, 2))
Element 10: (3, (10, 2), ['.', '.', '', '%'], [(15, 7), (3, 1), (13, 6)], [False, False, False, True], 80, False, [True, True, False, False], 2360, 'South', (10, 1))
Element 11: (3, (10, 1), ['.', '%', '', '.'], [(15, 8), (4, 1), (14, 6)], [False, True, False, False], 78, False, [True, False, False, True], 2389, 'East', (11, 1))
Element 12: (3, (11, 1), ['', '%', '%', '.'], [(15, 9), (4, 2), (14, 7)], [False, True, True, False], 76, False, [False, False, False, True], 2418, 'East', (12, 1))
Element 13: (3, (12, 1), ['', '%', '%', '.'], [(14, 9), (4, 3), (14, 8)], [False, True, True, False], 74, False, [False, False, False, True], 2447, 'East', (13, 1))
Element 14: (3, (13, 1), ['', '%', '.', '.'], [(13, 9), (4, 4), (13, 8)], [False, True, False, False], 72, False, [False, False, True, True], 2486, 'East', (14, 1))
Element 15: (3, (14, 1), ['', '%', '%', '%'], [(12, 9), (5, 4), (13, 7)], [False, True, True, True], 70, False, [False, False, False, False], 2525, 'West', (13, 1))
Element 16: (3, (13, 1), ['', '%', '.', ''], [(11, 9), (6, 4), (12, 7)], [False, True, False, False], 68, False, [False, False, True, False], 3544, 'North', (13, 2))
Element 17: (3, (13, 2), ['%', '', '.', '%'], [(11, 8), (7, 4), (12, 8)], [True, False, False, True], 66, False, [False, False, True, False], 4573, 'North', (13, 3))
Element 18: (3, (13, 3), ['.', '', '.', '.'], [(10, 8), (8, 4), (12, 9)], [False, False, False, False], 64, False, [True, False, True, True], 5592, 'East', (14, 3))
Element 19: #1#
