Element 1: (1, (1, 1), ['%', '%', '.', '.'], [(15, 4), (5, 4), (14, 5)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (2, 1))
Element 2: (1, (2, 1), ['', '%', '%', '.'], [(14, 4), (6, 4), (15, 5)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (3, 1))
Element 3: (1, (3, 1), ['', '%', '%', '.'], [(14, 3), (7, 4), (15, 6)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (4, 1))
Element 4: (1, (4, 1), ['', '%', '.', '%'], [(13, 3), (8, 4), (15, 7)], [False, True, False, True], 92, False, [False, False, True, False], 126, 'North', (4, 2))
Element 5: (1, (4, 2), ['%', '', '.', '%'], [(13, 4), (9, 4), (15, 8)], [True, False, False, True], 90, False, [False, False, True, False], 165, 'North', (4, 3))
Element 6: (1, (4, 3), ['.', '', '.', '.'], [(13, 5), (10, 4), (15, 9)], [False, False, False, False], 88, False, [True, False, True, True], 1194, 'East', (5, 3))
Element 7: (1, (5, 3), ['', '%', '', '.'], [(13, 6), (11, 4), (14, 9)], [False, True, False, False], 86, False, [False, False, False, True], 2223, 'East', (6, 3))
Element 8: (1, (6, 3), ['', '.', '', '.'], [(14, 6), (12, 4), (14, 8)], [False, False, False, False], 84, False, [False, True, False, True], 2262, 'East', (7, 3))
Element 9: (1, (7, 3), ['', '.', '', '.'], [(15, 6), (12, 5), (14, 7)], [False, False, False, False], 82, False, [False, True, False, True], 2291, 'East', (8, 3))
Element 10: (1, (8, 3), ['', '.', '', '.'], [(15, 7), (12, 6), (13, 7)], [False, False, False, False], 80, False, [False, True, False, True], 2320, 'East', (9, 3))
Element 11: (1, (9, 3), ['', '.', '', '.'], [(15, 8), (12, 7), (13, 8)], [False, False, False, False], 78, False, [False, True, False, True], 2349, 'East', (10, 3))
Element 12: (1, (10, 3), ['', '.', '', '.'], [(15, 9), (12, 8), (13, 9)], [False, False, False, False], 76, False, [False, True, False, True], 2378, 'East', (11, 3))
Element 13: (1, (11, 3), ['', '%', '', '.'], [(14, 9), (11, 8), (12, 9)], [False, True, False, False], 74, False, [False, False, False, True], 3397, 'East', (12, 3))
Element 14: (1, (12, 3), ['', '%', '', ''], [(14, 8), (11, 9), (12, 8)], [False, True, False, False], 72, False, [False, False, False, False], 4406, 'East', (13, 3))
Element 15: (1, (13, 3), ['', '.', '', ''], [(14, 7), (10, 9), (12, 7)], [False, False, False, False], 70, False, [False, True, False, False], 5405, 'South', (13, 2))
Element 16: #1#
