Element 1: (0, (3, 1), ['.', '%', '%', '.'], [(7, 1), (10, 6), (13, 6)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (4, 1))
Element 2: (0, (4, 1), ['', '%', '.', '%'], [(8, 1), (11, 6), (14, 6)], [False, True, False, True], 96, False, [False, False, True, False], 39, 'North', (4, 2))
Element 3: (0, (4, 2), ['%', '', '.', '%'], [(9, 1), (12, 6), (15, 6)], [True, False, False, True], 94, False, [False, False, True, False], 78, 'North', (4, 3))
Element 4: (0, (4, 3), ['.', '', '.', '.'], [(10, 1), (12, 7), (15, 7)], [False, False, False, False], 92, False, [True, False, True, True], 117, 'East', (5, 3))
Element 5: (0, (5, 3), ['', '%', '.', '.'], [(11, 1), (13, 7), (15, 8)], [False, True, False, False], 90, False, [False, False, True, True], 156, 'East', (6, 3))
Element 6: (0, (6, 3), ['', '.', '.', '.'], [(12, 1), (14, 7), (15, 9)], [False, False, False, False], 88, False, [False, True, True, True], 195, 'East', (7, 3))
Element 7: (0, (7, 3), ['', '.', '.', '.'], [(13, 1), (14, 8), (14, 9)], [False, False, False, False], 86, False, [False, True, True, True], 234, 'East', (8, 3))
Element 8: (0, (8, 3), ['', '.', '.', '.'], [(14, 1), (13, 8), (13, 9)], [False, False, False, False], 84, False, [False, True, True, True], 273, 'East', (9, 3))
Element 9: (0, (9, 3), ['', '.', '.', '.'], [(13, 1), (12, 8), (12, 9)], [False, False, False, False], 82, False, [False, True, True, True], 302, 'East', (10, 3))
Element 10: (0, (10, 3), ['', '.', 'F', '.'], [(13, 2), (11, 8), (11, 9)], [False, False, False, False], 80, False, [False, True, False, True], 2321, 'North', (10, 4))
Element 11: (0, (10, 4), ['.', '', '.', 'F'], [(13, 3), (10, 8), (10, 9)], [False, False, False, False], 78, False, [True, False, True, False], 5330, 'East', (11, 4))
Element 12: #1#
