Element 1: (2, (12, 1), ['.', '%', '%', '.'], [(4, 3), (6, 3), (14, 4)], [False, True, True, False], 98, False, [True, False, False, True], 19, 'East', (13, 1))
Element 2: (2, (13, 1), ['', '%', '.', '.'], [(4, 4), (7, 3), (15, 4)], [False, True, False, False], 96, False, [False, False, True, True], 58, 'East', (14, 1))
Element 3: (2, (14, 1), ['', '%', '%', '%'], [(5, 4), (8, 3), (15, 5)], [False, True, True, True], 94, False, [False, False, False, False], 97, 'West', (13, 1))
Element 4: (2, (13, 1), ['', '%', '.', ''], [(6, 4), (9, 3), (15, 6)], [False, True, False, False], 92, False, [False, False, True, False], 126, 'North', (13, 2))
Element 5: (2, (13, 2), ['%', '', '.', '%'], [(7, 4), (10, 3), (15, 7)], [True, False, False, True], 90, False, [False, False, True, False], 165, 'North', (13, 3))
Element 6: (2, (13, 3), ['.', '', '.', '.'], [(8, 4), (10, 4), (15, 8)], [False, False, False, False], 88, False, [True, False, True, True], 1194, 'East', (14, 3))
Element 7: (2, (14, 3), ['', '%', '', '.'], [(9, 4), (11, 4), (15, 9)], [False, True, False, False], 86, False, [False, False, False, True], 2223, 'East', (15, 3))
Element 8: (2, (15, 3), ['', '.', '', '%'], [(9, 5), (12, 4), (14, 9)], [False, False, False, True], 84, False, [False, True, False, False], 2262, 'South', (15, 2))
Element 9: (2, (15, 2), ['%', '%', '', '%'], [(10, 5), (13, 4), (14, 8)], [True, True, False, True], 82, False, [False, False, False, False], 2301, 'North', (15, 3))
Element 10: (2, (15, 3), ['', '', '', '%'], [(11, 5), (13, 5), (14, 7)], [False, False, False, True], 80, False, [False, False, False, False], 2330, 'North', (15, 4))
Element 11: (2, (15, 4), ['', '', '', '%'], [(12, 5), (14, 5), (14, 6)], [False, False, False, True], 78, False, [False, False, False, False], 2359, 'North', (15, 5))
Element 12: (2, (15, 5), ['', '', '', '%'], [(12, 6), (14, 6), (13, 6)], [False, False, False, True], 76, False, [False, False, False, False], 2378, 'North', (15, 6))
Element 13: (2, (15, 6), ['', '', '', '%'], [(12, 7), (14, 7), (13, 7)], [False, False, False, True], 74, False, [False, False, False, False], 2397, 'North', (15, 7))
Element 14: (2, (15, 7), ['', '', '', '%'], [(12, 8), (14, 8), (13, 8)], [False, False, False, True], 72, False, [False, False, False, False], 2416, 'North', (15, 8))
Element 15: (2, (15, 8), ['', '', '', '%'], [(11, 8), (14, 9), (13, 9)], [False, False, False, True], 70, False, [False, False, False, False], 3425, 'North', (15, 9))
Element 16: (2, (15, 9), ['', '', '%', '%'], [(11, 9), (13, 9), (12, 9)], [False, False, True, True], 68, False, [False, False, False, False], 4434, 'West', (14, 9))
Element 17: (2, (14, 9), ['', '', '%', ''], [(10, 9), (13, 8), (12, 8)], [False, False, True, False], 66, False, [False, False, False, False], 5433, 'South', (14, 8))
Element 18: #1#
