Element 1: (3, (13, 1), ['.', '%', '.', '.'], [(14, 3), (5, 6), (10, 5)], [False, True, False, False], 98, False, [True, False, True, True], 29, 'East', (14, 1))
Element 2: (3, (14, 1), ['', '%', '%', '%'], [(15, 3), (6, 6), (10, 4)], [False, True, True, True], 96, False, [False, False, False, False], 1058, 'West', (13, 1))
Element 3: (3, (13, 1), ['.', '%', '.', ''], [(15, 4), (7, 6), (11, 4)], [False, True, False, False], 94, False, [True, False, True, False], 2077, 'North', (13, 2))
Element 4: (3, (13, 2), ['%', '', '', '%'], [(15, 5), (8, 6), (12, 4)], [True, False, False, True], 92, False, [False, False, False, False], 2116, 'North', (13, 3))
Element 5: (3, (13, 3), ['.', '', 'G', ''], [(15, 6), (9, 6), (13, 4)], [False, False, False, False], 90, False, [True, False, False, False], 2145, 'West', (12, 3))
Element 6: (3, (12, 3), ['.', '%', '', ''], [(15, 7), (10, 6), (14, 4)], [False, True, False, False], 88, False, [True, False, False, False], 2184, 'West', (11, 3))
Element 7: (3, (11, 3), ['.', '%', '', ''], [(15, 8), (11, 6), (14, 5)], [False, True, False, False], 86, False, [True, False, False, False], 2223, 'West', (10, 3))
Element 8: (3, (10, 3), ['.', '.', '', ''], [(15, 9), (12, 6), (14, 6)], [False, False, False, False], 84, False, [True, True, False, False], 2262, 'South', (10, 2))
Element 9: (3, (10, 2), ['.', '.', '', '%'], [(14, 9), (13, 6), (14, 7)], [False, False, False, True], 82, False, [True, True, False, False], 2301, 'South', (10, 1))
Element 10: (3, (10, 1), ['.', '%', '', '.'], [(14, 8), (13, 7), (15, 7)], [False, True, False, False], 80, False, [True, False, False, True], 2330, 'East', (11, 1))
Element 11: (3, (11, 1), ['', '%', '%', '.'], [(13, 8), (12, 7), (15, 8)], [False, True, True, False], 78, False, [False, False, False, True], 2359, 'East', (12, 1))
Element 12: (3, (12, 1), ['', '%', '%', ''], [(13, 9), (12, 8), (15, 9)], [False, True, True, False], 76, False, [False, False, False, False], 2388, 'West', (11, 1))
Element 13: (3, (11, 1), ['', '%', '%', ''], [(12, 9), (11, 8), (14, 9)], [False, True, True, False], 74, False, [False, False, False, False], 3397, 'West', (10, 1))
Element 14: (3, (10, 1), ['.', '%', '', ''], [(11, 9), (10, 8), (14, 8)], [False, True, False, False], 72, False, [True, False, False, False], 5396, 'West', (9, 1))
Element 15: #1#
