Element 1: (1, (3, 5), ['%', '.', '.', '.'], [(8, 4), (7, 2), (9, 3)], [True, False, False, False], 98, False, [False, True, True, True], 9, 'East', (4, 5))
Element 2: (1, (4, 5), ['', '.', '.', '.'], [(9, 4), (8, 2), (10, 3)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (5, 5))
Element 3: (1, (5, 5), ['', '.', '.', '.'], [(9, 5), (9, 2), (10, 4)], [False, False, False, False], 94, False, [False, True, True, True], 1077, 'East', (6, 5))
Element 4: (1, (6, 5), ['', '.', '.', '.'], [(10, 5), (10, 2), (11, 4)], [False, False, False, False], 92, False, [False, True, True, True], 2106, 'East', (7, 5))
Element 5: (1, (7, 5), ['', '.', '.', '.'], [(11, 5), (10, 1), (12, 4)], [False, False, False, False], 90, False, [False, True, True, True], 2145, 'East', (8, 5))
Element 6: (1, (8, 5), ['', '', '.', ''], [(12, 5), (11, 1), (13, 4)], [False, False, False, False], 88, False, [False, False, True, False], 2184, 'North', (8, 6))
Element 7: (1, (8, 6), ['.', '', '.', '.'], [(13, 5), (12, 1), (14, 4)], [False, False, False, False], 86, False, [True, False, True, True], 2223, 'East', (9, 6))
Element 8: (1, (9, 6), ['', '', '.', '.'], [(14, 5), (13, 1), (15, 4)], [False, False, False, False], 84, False, [False, False, True, True], 2262, 'East', (10, 6))
Element 9: (1, (10, 6), ['', '', '.', '.'], [(14, 6), (14, 1), (15, 5)], [False, False, False, False], 82, False, [False, False, True, True], 2301, 'East', (11, 6))
Element 10: (1, (11, 6), ['', '', '.', '.'], [(14, 7), (13, 1), (15, 6)], [False, False, False, False], 80, False, [False, False, True, True], 2330, 'East', (12, 6))
Element 11: (1, (12, 6), ['', '', '.', '.'], [(14, 8), (13, 2), (15, 7)], [False, False, False, False], 78, False, [False, False, True, True], 2369, 'East', (13, 6))
Element 12: (1, (13, 6), ['', '', '.', ''], [(14, 9), (13, 3), (15, 8)], [False, False, False, False], 76, False, [False, False, True, False], 2408, 'North', (13, 7))
Element 13: (1, (13, 7), ['.', '', '.', ''], [(13, 9), (14, 3), (15, 9)], [False, False, False, False], 74, False, [True, False, True, False], 2447, 'North', (13, 8))
Element 14: (1, (13, 8), ['.', '', '', ''], [(12, 9), (15, 3), (14, 9)], [False, False, False, False], 72, False, [True, False, False, False], 2476, 'West', (12, 8))
Element 15: (1, (12, 8), ['F', '.', '', ''], [(11, 9), (15, 2), (14, 8)], [False, False, False, False], 70, False, [False, True, False, False], 3495, 'West', (11, 8))
Element 16: (1, (11, 8), ['F', '.', '', ''], [(10, 9), (15, 3), (14, 7)], [False, False, False, False], 68, False, [False, True, False, False], 5494, 'West', (10, 8))
Element 17: #1#
