Element 1: (3, (10, 3), ['G', '.', 'F', '.'], [(4, 2), (4, 8), (9, 3)], [False, False, False, False], 98, False, [False, True, False, True], 29, 'North', (10, 4))
Element 2: (3, (10, 4), ['G', '', '.', 'F'], [(4, 3), (5, 8), (9, 4)], [False, False, False, False], 96, False, [False, False, True, False], 1058, 'East', (11, 4))
Element 3: (3, (11, 4), ['', '.', '.', '.'], [(5, 3), (6, 8), (9, 5)], [False, False, False, False], 94, False, [False, True, True, True], 2087, 'East', (12, 4))
Element 4: (3, (12, 4), ['', '.', '.', '.'], [(6, 3), (7, 8), (10, 5)], [False, False, False, False], 92, False, [False, True, True, True], 2126, 'East', (13, 4))
Element 5: (3, (13, 4), ['', '.', '.', '.'], [(7, 3), (8, 8), (11, 5)], [False, False, False, False], 90, False, [False, True, True, True], 2165, 'East', (14, 4))
Element 6: (3, (14, 4), ['', '.', '.', '.'], [(7, 4), (9, 8), (12, 5)], [False, False, False, False], 88, False, [False, True, True, True], 2204, 'East', (15, 4))
Element 7: (3, (15, 4), ['', '.', '.', '%'], [(8, 4), (10, 8), (13, 5)], [False, False, False, True], 86, False, [False, True, True, False], 3233, 'North', (15, 5))
Element 8: (3, (15, 5), ['G', '', '.', '%'], [(8, 5), (11, 8), (14, 5)], [False, False, False, True], 84, False, [False, False, True, False], 4262, 'North', (15, 6))
Element 9: (3, (15, 6), ['G', '', '.', '%'], [(8, 6), (11, 9), (14, 6)], [False, False, False, True], 82, False, [False, False, True, False], 5291, 'North', (15, 7))
Element 10: #1#
