Element 1: (1, (1, 1), ['%', '%', '.', '.'], [(11, 4), (3, 5), (14, 8)], [True, True, False, False], 98, False, [False, False, True, True], 999, 'East', (2, 1))
Element 2: (1, (2, 1), ['', '%', '%', '.'], [(10, 4), (4, 5), (15, 8)], [False, True, True, False], 96, False, [False, False, False, True], 2028, 'East', (3, 1))
Element 3: (1, (3, 1), ['', '%', '%', '.'], [(10, 5), (5, 5), (15, 9)], [False, True, True, False], 94, False, [False, False, False, True], 2067, 'East', (4, 1))
Element 4: (1, (4, 1), ['', '%', '.', '%'], [(11, 5), (6, 5), (14, 9)], [False, True, False, True], 92, False, [False, False, True, False], 2106, 'North', (4, 2))
Element 5: (1, (4, 2), ['%', '', '.', '%'], [(12, 5), (7, 5), (13, 9)], [True, False, False, True], 90, False, [False, False, True, False], 2145, 'North', (4, 3))
Element 6: (1, (4, 3), ['.', '', '.', '.'], [(13, 5), (8, 5), (13, 8)], [False, False, False, False], 88, False, [True, False, True, True], 2184, 'East', (5, 3))
Element 7: (1, (5, 3), ['', '%', '.', '.'], [(14, 5), (9, 5), (13, 7)], [False, True, False, False], 86, False, [False, False, True, True], 2223, 'East', (6, 3))
Element 8: (1, (6, 3), ['', '.', '.', '.'], [(15, 5), (9, 6), (14, 7)], [False, False, False, False], 84, False, [False, True, True, True], 2262, 'East', (7, 3))
Element 9: (1, (7, 3), ['', '.', '.', '.'], [(15, 6), (10, 6), (15, 7)], [False, False, False, False], 82, False, [False, True, True, True], 2301, 'East', (8, 3))
Element 10: (1, (8, 3), ['', '.', '.', '.'], [(14, 6), (11, 6), (14, 7)], [False, False, False, False], 80, False, [False, True, True, True], 2330, 'East', (9, 3))
Element 11: (1, (9, 3), ['', '.', '.', '.'], [(13, 6), (12, 6), (13, 7)], [False, False, False, False], 78, False, [False, True, True, True], 2359, 'East', (10, 3))
Element 12: (1, (10, 3), ['', '.', '', ''], [(13, 7), (12, 7), (14, 7)], [False, False, False, False], 76, False, [False, True, False, False], 2378, 'South', (10, 2))
Element 13: (1, (10, 2), ['.', '.', '', '%'], [(14, 7), (12, 8), (14, 6)], [False, False, False, True], 74, False, [True, True, False, False], 2397, 'South', (10, 1))
Element 14: (1, (10, 1), ['.', '%', '', '.'], [(15, 7), (11, 8), (15, 6)], [False, True, False, False], 72, False, [True, False, False, True], 3406, 'East', (11, 1))
Element 15: (1, (11, 1), ['', '%', '%', '.'], [(15, 8), (11, 9), (15, 5)], [False, True, True, False], 70, False, [False, False, False, True], 4415, 'East', (12, 1))
Element 16: (1, (12, 1), ['', '%', '%', '.'], [(15, 9), (10, 9), (15, 4)], [False, True, True, False], 68, False, [False, False, False, True], 5434, 'East', (13, 1))
Element 17: #1#
