Element 1: (1, (3, 6), ['%', '.', '.', '.'], [(8, 8), (11, 7), (14, 3)], [True, False, False, False], 98, False, [False, True, True, True], 9, 'East', (4, 6))
Element 2: (1, (4, 6), ['', '.', '.', '.'], [(9, 8), (11, 8), (15, 3)], [False, False, False, False], 96, False, [False, True, True, True], 1038, 'East', (5, 6))
Element 3: (1, (5, 6), ['', '.', '.', '.'], [(10, 8), (11, 9), (15, 4)], [False, False, False, False], 94, False, [False, True, True, True], 3057, 'East', (6, 6))
Element 4: (1, (6, 6), ['', '.', '.', '.'], [(10, 7), (10, 9), (15, 5)], [False, False, False, False], 92, False, [False, True, True, True], 4086, 'East', (7, 6))
Element 5: (1, (7, 6), ['', '.', '.', '.'], [(10, 6), (9, 9), (15, 6)], [False, False, False, False], 90, False, [False, True, True, True], 4125, 'East', (8, 6))
Element 6: (1, (8, 6), ['', '.', '.', '.'], [(11, 6), (8, 9), (15, 7)], [False, False, False, False], 88, False, [False, True, True, True], 4164, 'East', (9, 6))
Element 7: (1, (9, 6), ['', '.', '.', ''], [(12, 6), (7, 9), (15, 8)], [False, False, False, False], 86, False, [False, True, True, False], 4203, 'North', (9, 7))
Element 8: (1, (9, 7), ['.', '', '', ''], [(13, 6), (6, 9), (15, 9)], [False, False, False, False], 84, False, [True, False, False, False], 4242, 'West', (8, 7))
Element 9: (1, (8, 7), ['.', '', '', ''], [(14, 6), (6, 8), (14, 9)], [False, False, False, False], 82, False, [True, False, False, False], 4281, 'West', (7, 7))
Element 10: (1, (7, 7), ['G', '', '', ''], [(14, 7), (6, 7), (14, 8)], [False, False, False, False], 80, False, [False, False, False, False], 4320, 'North', (7, 8))
Element 11: (1, (7, 8), ['', '', '', ''], [(13, 7), (5, 7), (13, 8)], [False, False, False, False], 78, False, [False, False, False, False], 4349, 'East', (8, 8))
Element 12: (1, (8, 8), ['', '', '', ''], [(12, 7), (5, 8), (13, 9)], [False, False, False, False], 76, False, [False, False, False, False], 4378, 'East', (9, 8))
Element 13: (1, (9, 8), ['', '', '', ''], [(12, 8), (5, 9), (12, 9)], [False, False, False, False], 74, False, [False, False, False, False], 4407, 'East', (10, 8))
Element 14: (1, (10, 8), ['', '', '', ''], [(13, 8), (4, 9), (11, 9)], [False, False, False, False], 72, False, [False, False, False, False], 4416, 'East', (11, 8))
Element 15: (1, (11, 8), ['', '', '', ''], [(14, 8), (4, 8), (10, 9)], [False, False, False, False], 70, False, [False, False, False, False], 4425, 'East', (12, 8))
Element 16: (1, (12, 8), ['', '', '', ''], [(15, 8), (4, 7), (10, 8)], [False, False, False, False], 68, False, [False, False, False, False], 4434, 'East', (13, 8))
Element 17: (1, (13, 8), ['', '', '', ''], [(15, 9), (3, 7), (11, 8)], [False, False, False, False], 66, False, [False, False, False, False], 4443, 'East', (14, 8))
Element 18: (1, (14, 8), ['', '', 'G', ''], [(14, 9), (3, 8), (12, 8)], [False, False, False, False], 64, False, [False, False, False, False], 4452, 'East', (15, 8))
Element 19: (1, (15, 8), ['', '', '', '%'], [(13, 9), (3, 9), (12, 7)], [False, False, False, True], 62, False, [False, False, False, False], 4461, 'North', (15, 9))
Element 20: (1, (15, 9), ['', '', '%', '%'], [(12, 9), (3, 8), (13, 7)], [False, False, True, True], 60, False, [False, False, False, False], 4460, 'West', (14, 9))
Element 21: (1, (14, 9), ['', '', '%', ''], [(11, 9), (3, 7), (14, 7)], [False, False, True, False], 58, False, [False, False, False, False], 4459, 'West', (13, 9))
Element 22: (1, (13, 9), ['', '', '%', ''], [(11, 8), (3, 6), (14, 6)], [False, False, True, False], 56, False, [False, False, False, False], 4458, 'West', (12, 9))
Element 23: (1, (12, 9), ['', '', '%', ''], [(11, 7), (3, 5), (14, 5)], [False, False, True, False], 54, False, [False, False, False, False], 4477, 'West', (11, 9))
Element 24: (1, (11, 9), ['', 'G', '%', ''], [(11, 8), (4, 5), (14, 4)], [False, False, True, False], 52, False, [False, False, False, False], 4496, 'West', (10, 9))
Element 25: (1, (10, 9), ['', '', '%', 'G'], [(11, 9), (5, 5), (13, 4)], [False, False, True, False], 50, False, [False, False, False, False], 4515, 'West', (9, 9))
Element 26: (1, (9, 9), ['', '', '%', 'G'], [(10, 9), (6, 5), (13, 5)], [False, False, True, False], 48, False, [False, False, False, False], 4534, 'West', (8, 9))
Element 27: (1, (8, 9), ['', '', '%', 'G'], [(9, 9), (7, 5), (12, 5)], [False, False, True, False], 46, False, [False, False, False, False], 4553, 'West', (7, 9))
Element 28: (1, (7, 9), ['', '', '%', 'G'], [(8, 9), (8, 5), (12, 4)], [False, False, True, False], 44, False, [False, False, False, False], 4572, 'West', (6, 9))
Element 29: (1, (6, 9), ['', '', '%', 'G'], [(7, 9), (9, 5), (11, 4)], [False, False, True, False], 42, False, [False, False, False, False], 5581, 'South', (6, 8))
Element 30: #1#
