Element 1: (2, (13, 9), ['.', '.', '%', '.'], [(13, 5), (14, 6), (16, 1)], [False, False, True, False], 98, False, [True, True, False, True], 19, 'East', (14, 9))
Element 2: (2, (14, 9), ['', '.', '%', '.'], [(14, 5), (15, 6), (17, 1)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (15, 9))
Element 3: (2, (15, 9), ['', '.', '%', '%'], [(15, 5), (15, 7), (18, 1)], [False, False, True, True], 94, False, [False, True, False, False], 97, 'South', (15, 8))
Element 4: (2, (15, 8), ['.', '', '', '%'], [(15, 4), (14, 7), (17, 1)], [False, False, False, True], 92, False, [True, False, False, False], 126, 'West', (14, 8))
Element 5: (2, (14, 8), ['.', '', '', ''], [(15, 3), (13, 7), (16, 1)], [False, False, False, False], 90, False, [True, False, False, False], 155, 'West', (13, 8))
Element 6: (2, (13, 8), ['.', '', '', ''], [(15, 2), (12, 7), (16, 1)], [False, False, False, False], 88, False, [True, False, False, False], 184, 'West', (12, 8))
Element 7: (2, (12, 8), ['F', '', '.', ''], [(15, 3), (12, 6), (17, 1)], [False, False, False, False], 86, False, [False, False, True, False], 203, 'West', (11, 8))
Element 8: (2, (11, 8), ['F', '.', 'F', ''], [(14, 3), (11, 6), (18, 1)], [False, False, False, False], 84, False, [False, True, False, False], 1222, 'North', (11, 9))
Element 9: (2, (11, 9), ['F', '', '%', '.'], [(14, 4), (11, 7), (17, 1)], [False, False, True, False], 82, False, [False, False, False, True], 2241, 'West', (10, 9))
Element 10: (2, (10, 9), ['.', 'F', '%', ''], [(13, 4), (10, 7), (16, 1)], [False, False, True, False], 80, False, [True, False, False, False], 3260, 'South', (10, 8))
Element 11: (2, (10, 8), ['.', '', '', ''], [(13, 3), (10, 6), (16, 1)], [False, False, False, False], 78, False, [True, False, False, False], 4279, 'West', (9, 8))
Element 12: (2, (9, 8), ['.', '.', '.', ''], [(13, 2), (10, 5), (17, 1)], [False, False, False, False], 76, False, [True, True, True, False], 4308, 'North', (9, 9))
Element 13: (2, (9, 9), ['.', '', '%', ''], [(13, 1), (10, 4), (18, 1)], [False, False, True, False], 74, False, [True, False, False, False], 5327, 'West', (8, 9))
Element 14: #1#
