Element 1: (1, (1, 3), ['%', '.', '.', '%'], [(14, 7), (4, 6), (6, 3)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (1, 4))
Element 2: (1, (1, 4), ['%', '', '.', '%'], [(15, 7), (5, 6), (7, 3)], [True, False, False, True], 96, False, [False, False, True, False], 48, 'North', (1, 5))
Element 3: (1, (1, 5), ['%', '', '.', '%'], [(15, 8), (6, 6), (8, 3)], [True, False, False, True], 94, False, [False, False, True, False], 87, 'North', (1, 6))
Element 4: (1, (1, 6), ['%', '', '.', '%'], [(15, 9), (7, 6), (9, 3)], [True, False, False, True], 92, False, [False, False, True, False], 126, 'North', (1, 7))
Element 5: (1, (1, 7), ['%', '', '.', '%'], [(14, 9), (8, 6), (10, 3)], [True, False, False, True], 90, False, [False, False, True, False], 165, 'North', (1, 8))
Element 6: (1, (1, 8), ['%', '', '.', '%'], [(14, 8), (9, 6), (10, 4)], [True, False, False, True], 88, False, [False, False, True, False], 1194, 'North', (1, 9))
Element 7: (1, (1, 9), ['%', '', '%', '%'], [(13, 8), (10, 6), (11, 4)], [True, False, True, True], 86, False, [False, False, False, False], 2223, 'South', (1, 8))
Element 8: (1, (1, 8), ['%', '', '', '%'], [(13, 9), (11, 6), (12, 4)], [True, False, False, True], 84, False, [False, False, False, False], 2252, 'South', (1, 7))
Element 9: (1, (1, 7), ['%', '', '', '%'], [(12, 9), (12, 6), (13, 4)], [True, False, False, True], 82, False, [False, False, False, False], 2281, 'South', (1, 6))
Element 10: (1, (1, 6), ['%', '', '', '%'], [(11, 9), (13, 6), (14, 4)], [True, False, False, True], 80, False, [False, False, False, False], 3300, 'South', (1, 5))
Element 11: (1, (1, 5), ['%', '', '', '%'], [(11, 8), (14, 6), (15, 4)], [True, False, False, True], 78, False, [False, False, False, False], 4319, 'South', (1, 4))
Element 12: (1, (1, 4), ['%', '', '', '%'], [(10, 8), (15, 6), (15, 5)], [True, False, False, True], 76, False, [False, False, False, False], 5338, 'South', (1, 3))
Element 13: #1#
