Element 1: (0, (7, 7), ['.', '.', '.', '.'], [(11, 7), (13, 5), (14, 9)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (8, 7))
Element 2: (0, (8, 7), ['', '.', '.', '.'], [(11, 8), (14, 5), (15, 9)], [False, False, False, False], 96, False, [False, True, True, True], 1029, 'East', (9, 7))
Element 3: (0, (9, 7), ['', '.', '.', '.'], [(11, 9), (15, 5), (15, 8)], [False, False, False, False], 94, False, [False, True, True, True], 2058, 'East', (10, 7))
Element 4: (0, (10, 7), ['', '.', 'F', ''], [(10, 9), (15, 6), (15, 7)], [False, False, False, False], 92, False, [False, True, False, False], 3087, 'North', (10, 8))
Element 5: (0, (10, 8), ['.', '', '', ''], [(9, 9), (14, 6), (14, 7)], [False, False, False, False], 90, False, [True, False, False, False], 4116, 'West', (9, 8))
Element 6: (0, (9, 8), ['.', '', '', ''], [(8, 9), (13, 6), (14, 8)], [False, False, False, False], 88, False, [True, False, False, False], 4155, 'West', (8, 8))
Element 7: (0, (8, 8), ['.', '', '', ''], [(7, 9), (13, 7), (13, 8)], [False, False, False, False], 86, False, [True, False, False, False], 4194, 'West', (7, 8))
Element 8: (0, (7, 8), ['.', '', '', ''], [(6, 9), (12, 7), (13, 9)], [False, False, False, False], 84, False, [True, False, False, False], 4233, 'West', (6, 8))
Element 9: (0, (6, 8), ['.', '.', '', ''], [(5, 9), (12, 8), (12, 9)], [False, False, False, False], 82, False, [True, True, False, False], 4272, 'South', (6, 7))
Element 10: (0, (6, 7), ['.', '.', '', ''], [(5, 8), (13, 8), (12, 8)], [False, False, False, False], 80, False, [True, True, False, False], 4291, 'South', (6, 6))
Element 11: (0, (6, 6), ['.', '.', '', '.'], [(5, 7), (14, 8), (12, 7)], [False, False, False, False], 78, False, [True, True, False, True], 4310, 'East', (7, 6))
Element 12: (0, (7, 6), ['', '.', '', '.'], [(5, 6), (15, 8), (12, 6)], [False, False, False, False], 76, False, [False, True, False, True], 4339, 'East', (8, 6))
Element 13: (0, (8, 6), ['', '.', '', '.'], [(5, 5), (15, 9), (12, 5)], [False, False, False, False], 74, False, [False, True, False, True], 4368, 'East', (9, 6))
Element 14: (0, (9, 6), ['', '.', '', '.'], [(6, 5), (14, 9), (12, 4)], [False, False, False, False], 72, False, [False, True, False, True], 4397, 'East', (10, 6))
Element 15: (0, (10, 6), ['', '.', '', '.'], [(7, 5), (13, 9), (11, 4)], [False, False, False, False], 70, False, [False, True, False, True], 5416, 'East', (11, 6))
Element 16: #1#
