Element 1: (0, (14, 1), ['.', '%', '%', '%'], [(1, 4), (12, 8), (13, 7)], [False, True, True, True], 98, False, [True, False, False, False], 0, 'West', (13, 1))
Element 2: (0, (13, 1), ['.', '%', '.', ''], [(1, 5), (11, 8), (14, 7)], [False, True, False, False], 96, False, [True, False, True, False], 1029, 'North', (13, 2))
Element 3: (0, (13, 2), ['%', '', '.', '%'], [(1, 6), (11, 9), (15, 7)], [True, False, False, True], 94, False, [False, False, True, False], 2058, 'North', (13, 3))
Element 4: (0, (13, 3), ['.', '', '.', '.'], [(1, 7), (10, 9), (15, 8)], [False, False, False, False], 92, False, [True, False, True, True], 3087, 'East', (14, 3))
Element 5: (0, (14, 3), ['', '%', '.', '.'], [(1, 8), (10, 8), (15, 9)], [False, True, False, False], 90, False, [False, False, True, True], 4116, 'East', (15, 3))
Element 6: (0, (15, 3), ['', '.', '.', '%'], [(1, 9), (10, 7), (14, 9)], [False, False, False, True], 88, False, [False, True, True, False], 4155, 'North', (15, 4))
Element 7: (0, (15, 4), ['.', '', '.', '%'], [(1, 8), (11, 7), (14, 8)], [False, False, False, True], 86, False, [True, False, True, False], 4184, 'North', (15, 5))
Element 8: (0, (15, 5), ['.', '', '.', '%'], [(1, 7), (12, 7), (13, 8)], [False, False, False, True], 84, False, [True, False, True, False], 4213, 'North', (15, 6))
Element 9: (0, (15, 6), ['.', '', '', '%'], [(1, 6), (12, 6), (13, 9)], [False, False, False, True], 82, False, [True, False, False, False], 4242, 'West', (14, 6))
Element 10: (0, (14, 6), ['G', '.', '', ''], [(1, 5), (13, 6), (12, 9)], [False, False, False, False], 80, False, [False, True, False, False], 4271, 'South', (14, 5))
Element 11: (0, (14, 5), ['G', '.', '', ''], [(1, 4), (13, 5), (12, 8)], [False, False, False, False], 78, False, [False, True, False, False], 4290, 'South', (14, 4))
Element 12: (0, (14, 4), ['G', '', '', ''], [(1, 3), (13, 4), (12, 7)], [False, False, False, False], 76, False, [False, False, False, False], 4319, 'North', (14, 5))
Element 13: (0, (14, 5), ['', '', '', ''], [(1, 2), (12, 4), (12, 6)], [False, False, False, False], 74, False, [False, False, False, False], 4338, 'North', (14, 6))
Element 14: (0, (14, 6), ['', '', '', ''], [(1, 1), (11, 4), (12, 5)], [False, False, False, False], 72, False, [False, False, False, False], 5357, 'North', (14, 7))
Element 15: #1#
