Element 1: (3, (15, 3), ['.', '.', '.', '%'], [(14, 1), (5, 6), (9, 3)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (15, 4))
Element 2: (3, (15, 4), ['.', '', '.', '%'], [(13, 1), (6, 6), (10, 3)], [False, False, False, True], 96, False, [True, False, True, False], 58, 'North', (15, 5))
Element 3: (3, (15, 5), ['.', '', '.', '%'], [(13, 2), (7, 6), (10, 4)], [False, False, False, True], 94, False, [True, False, True, False], 1087, 'North', (15, 6))
Element 4: (3, (15, 6), ['.', '', '.', '%'], [(13, 3), (8, 6), (11, 4)], [False, False, False, True], 92, False, [True, False, True, False], 2116, 'North', (15, 7))
Element 5: (3, (15, 7), ['.', '', '.', '%'], [(14, 3), (9, 6), (12, 4)], [False, False, False, True], 90, False, [True, False, True, False], 2155, 'North', (15, 8))
Element 6: (3, (15, 8), ['.', '', '.', '%'], [(14, 4), (10, 6), (13, 4)], [False, False, False, True], 88, False, [True, False, True, False], 2194, 'North', (15, 9))
Element 7: (3, (15, 9), ['.', '', '%', '%'], [(14, 5), (11, 6), (13, 5)], [False, False, True, True], 86, False, [True, False, False, False], 2233, 'West', (14, 9))
Element 8: (3, (14, 9), ['.', '.', '%', ''], [(14, 6), (12, 6), (13, 6)], [False, False, True, False], 84, False, [True, True, False, False], 2272, 'South', (14, 8))
Element 9: (3, (14, 8), ['.', 'G', '', ''], [(14, 7), (12, 7), (13, 7)], [False, False, False, False], 82, False, [True, False, False, False], 2311, 'West', (13, 8))
Element 10: (3, (13, 8), ['G', '', '.', ''], [(15, 7), (12, 8), (14, 7)], [False, False, False, False], 80, False, [False, False, True, False], 2330, 'North', (13, 9))
Element 11: (3, (13, 9), ['.', '', '%', ''], [(15, 8), (11, 8), (15, 7)], [False, False, True, False], 78, False, [True, False, False, False], 3339, 'West', (12, 9))
Element 12: (3, (12, 9), ['G', '', '%', ''], [(15, 9), (11, 9), (15, 8)], [False, False, True, False], 76, False, [False, False, False, False], 4348, 'South', (12, 8))
Element 13: (3, (12, 8), ['', '', '', ''], [(14, 9), (10, 9), (15, 9)], [False, False, False, False], 74, False, [False, False, False, False], 5347, 'South', (12, 7))
Element 14: #1#
