Element 1: (3, (15, 7), ['.', '.', '.', '%'], [(13, 3), (1, 4), (1, 9)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (15, 8))
Element 2: (3, (15, 8), ['.', '', '.', '%'], [(14, 3), (1, 5), (1, 8)], [False, False, False, True], 96, False, [True, False, True, False], 58, 'North', (15, 9))
Element 3: (3, (15, 9), ['.', '', '%', '%'], [(15, 3), (1, 6), (1, 7)], [False, False, True, True], 94, False, [True, False, False, False], 97, 'West', (14, 9))
Element 4: (3, (14, 9), ['.', '.', '%', ''], [(15, 4), (1, 5), (1, 6)], [False, False, True, False], 92, False, [True, True, False, False], 116, 'South', (14, 8))
Element 5: (3, (14, 8), ['.', '.', '', ''], [(15, 5), (1, 4), (1, 5)], [False, False, False, False], 90, False, [True, True, False, False], 135, 'South', (14, 7))
Element 6: (3, (14, 7), ['.', '.', '', ''], [(15, 6), (1, 3), (1, 4)], [False, False, False, False], 88, False, [True, True, False, False], 154, 'South', (14, 6))
Element 7: (3, (14, 6), ['.', '.', '', ''], [(15, 7), (1, 2), (1, 3)], [False, False, False, False], 86, False, [True, True, False, False], 173, 'South', (14, 5))
Element 8: (3, (14, 5), ['.', '.', '', ''], [(15, 8), (1, 1), (1, 2)], [False, False, False, False], 84, False, [True, True, False, False], 192, 'South', (14, 4))
Element 9: (3, (14, 4), ['.', '', '', ''], [(15, 9), (2, 1), (1, 1)], [False, False, False, False], 82, False, [True, False, False, False], 211, 'West', (13, 4))
Element 10: (3, (13, 4), ['.', '', '.', ''], [(14, 9), (3, 1), (2, 1)], [False, False, False, False], 80, False, [True, False, True, False], 230, 'North', (13, 5))
Element 11: (3, (13, 5), ['.', '', '.', ''], [(13, 9), (4, 1), (3, 1)], [False, False, False, False], 78, False, [True, False, True, False], 259, 'North', (13, 6))
Element 12: (3, (13, 6), ['.', '', '.', ''], [(13, 8), (4, 2), (4, 1)], [False, False, False, False], 76, False, [True, False, True, False], 288, 'North', (13, 7))
Element 13: (3, (13, 7), ['.', '', '', ''], [(12, 8), (4, 3), (4, 2)], [False, False, False, False], 74, False, [True, False, False, False], 317, 'West', (12, 7))
Element 14: (3, (12, 7), ['.', '.', '', ''], [(11, 8), (5, 3), (4, 3)], [False, False, False, False], 72, False, [True, True, False, False], 1336, 'South', (12, 6))
Element 15: (3, (12, 6), ['.', '.', '', ''], [(11, 9), (6, 3), (4, 4)], [False, False, False, False], 70, False, [True, True, False, False], 2365, 'South', (12, 5))
Element 16: (3, (12, 5), ['.', '.', '', ''], [(10, 9), (7, 3), (5, 4)], [False, False, False, False], 68, False, [True, True, False, False], 3394, 'South', (12, 4))
Element 17: (3, (12, 4), ['F', '', '', ''], [(10, 8), (8, 3), (6, 4)], [False, False, False, False], 66, False, [False, False, False, False], 4423, 'West', (11, 4))
Element 18: (3, (11, 4), ['F', '.', '.', ''], [(10, 7), (9, 3), (7, 4)], [False, False, False, False], 64, False, [False, True, True, False], 5452, 'West', (10, 4))
Element 19: #1#
