Element 1: (2, (14, 1), ['.', '%', '%', '%'], [(13, 5), (9, 7), (16, 1)], [False, True, True, True], 98, False, [True, False, False, False], 19, 'West', (13, 1))
Element 2: (2, (13, 1), ['.', '%', '.', ''], [(14, 5), (10, 7), (17, 1)], [False, True, False, False], 96, False, [True, False, True, False], 58, 'North', (13, 2))
Element 3: (2, (13, 2), ['%', '', '.', '%'], [(15, 5), (10, 8), (18, 1)], [True, False, False, True], 94, False, [False, False, True, False], 1087, 'North', (13, 3))
Element 4: (2, (13, 3), ['.', '', '.', '.'], [(15, 6), (11, 8), (17, 1)], [False, False, False, False], 92, False, [True, False, True, True], 2106, 'East', (14, 3))
Element 5: (2, (14, 3), ['', '%', '.', '.'], [(15, 7), (11, 9), (16, 1)], [False, True, False, False], 90, False, [False, False, True, True], 3125, 'East', (15, 3))
Element 6: (2, (15, 3), ['', '.', '.', '%'], [(15, 8), (10, 9), (16, 1)], [False, False, False, True], 88, False, [False, True, True, False], 4144, 'North', (15, 4))
Element 7: (2, (15, 4), ['.', '', '', '%'], [(15, 9), (9, 9), (17, 1)], [False, False, False, True], 86, False, [True, False, False, False], 4173, 'West', (14, 4))
Element 8: (2, (14, 4), ['.', '', '', ''], [(14, 9), (9, 8), (18, 1)], [False, False, False, False], 84, False, [True, False, False, False], 4202, 'West', (13, 4))
Element 9: (2, (13, 4), ['.', '', '', ''], [(14, 8), (8, 8), (17, 1)], [False, False, False, False], 82, False, [True, False, False, False], 4231, 'West', (12, 4))
Element 10: (2, (12, 4), ['F', '.', '', ''], [(14, 7), (8, 9), (16, 1)], [False, False, False, False], 80, False, [False, True, False, False], 4260, 'West', (11, 4))
Element 11: (2, (11, 4), ['F', '.', '.', ''], [(14, 6), (7, 9), (16, 1)], [False, False, False, False], 78, False, [False, True, True, False], 5279, 'West', (10, 4))
Element 12: #1#
