Element 1: (1, (7, 1), ['.', '%', '.', '.'], [(4, 9), (11, 7), (12, 6)], [False, True, False, False], 98, False, [True, False, True, True], 9, 'East', (8, 1))
Element 2: (1, (8, 1), ['', '%', '.', '.'], [(5, 9), (11, 8), (13, 6)], [False, True, False, False], 96, False, [False, False, True, True], 1038, 'East', (9, 1))
Element 3: (1, (9, 1), ['', '%', '.', '.'], [(6, 9), (11, 9), (14, 6)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (10, 1))
Element 4: (1, (10, 1), ['', '%', '.', '.'], [(7, 9), (10, 9), (15, 6)], [False, True, False, False], 92, False, [False, False, True, True], 3096, 'East', (11, 1))
Element 5: (1, (11, 1), ['', '%', '%', '.'], [(8, 9), (10, 8), (15, 7)], [False, True, True, False], 90, False, [False, False, False, True], 4125, 'East', (12, 1))
Element 6: (1, (12, 1), ['', '%', '%', '.'], [(9, 9), (10, 7), (15, 8)], [False, True, True, False], 88, False, [False, False, False, True], 4164, 'East', (13, 1))
Element 7: (1, (13, 1), ['', '%', '.', '.'], [(9, 8), (10, 6), (15, 9)], [False, True, False, False], 86, False, [False, False, True, True], 4203, 'East', (14, 1))
Element 8: (1, (14, 1), ['', '%', '%', '%'], [(9, 7), (11, 6), (14, 9)], [False, True, True, True], 84, False, [False, False, False, False], 4242, 'West', (13, 1))
Element 9: (1, (13, 1), ['', '%', '.', ''], [(9, 6), (11, 5), (14, 8)], [False, True, False, False], 82, False, [False, False, True, False], 4271, 'North', (13, 2))
Element 10: (1, (13, 2), ['%', '', '.', '%'], [(9, 5), (11, 4), (14, 7)], [True, False, False, True], 80, False, [False, False, True, False], 5300, 'North', (13, 3))
Element 11: #1#
