Element 1: (0, (12, 1), ['.', '%', '%', '.'], [(12, 8), (13, 2), (14, 7)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (13, 1))
Element 2: (0, (13, 1), ['', '%', '', '.'], [(11, 8), (13, 3), (15, 7)], [False, True, False, False], 96, False, [False, False, False, True], 1029, 'East', (14, 1))
Element 3: (0, (14, 1), ['', '%', '%', '%'], [(11, 9), (14, 3), (15, 8)], [False, True, True, True], 94, False, [False, False, False, False], 2058, 'West', (13, 1))
Element 4: (0, (13, 1), ['', '%', '', ''], [(10, 9), (15, 3), (15, 9)], [False, True, False, False], 92, False, [False, False, False, False], 3077, 'North', (13, 2))
Element 5: (0, (13, 2), ['%', '', '', '%'], [(10, 8), (15, 4), (14, 9)], [True, False, False, True], 90, False, [False, False, False, False], 4096, 'North', (13, 3))
Element 6: (0, (13, 3), ['.', '', '.', ''], [(10, 7), (15, 5), (14, 8)], [False, False, False, False], 88, False, [True, False, True, False], 4125, 'North', (13, 4))
Element 7: (0, (13, 4), ['.', '', '.', '.'], [(11, 7), (15, 6), (13, 8)], [False, False, False, False], 86, False, [True, False, True, True], 4164, 'East', (14, 4))
Element 8: (0, (14, 4), ['', '', '.', ''], [(12, 7), (14, 6), (13, 9)], [False, False, False, False], 84, False, [False, False, True, False], 4203, 'North', (14, 5))
Element 9: (0, (14, 5), ['.', '', '', ''], [(13, 7), (13, 6), (12, 9)], [False, False, False, False], 82, False, [True, False, False, False], 4242, 'West', (13, 5))
Element 10: (0, (13, 5), ['.', '', '', ''], [(14, 7), (12, 6), (12, 8)], [False, False, False, False], 80, False, [True, False, False, False], 4261, 'West', (12, 5))
Element 11: (0, (12, 5), ['.', '.', '', ''], [(15, 7), (11, 6), (12, 7)], [False, False, False, False], 78, False, [True, True, False, False], 4280, 'South', (12, 4))
Element 12: (0, (12, 4), ['F', '.', '', ''], [(15, 8), (11, 5), (13, 7)], [False, False, False, False], 76, False, [False, True, False, False], 4299, 'West', (11, 4))
Element 13: (0, (11, 4), ['F', '.', '', ''], [(15, 9), (10, 5), (13, 6)], [False, False, False, False], 74, False, [False, True, False, False], 5308, 'West', (10, 4))
Element 14: #1#
