Element 1: (1, (1, 1), ['%', '%', '.', '.'], [(5, 5), (3, 3), (6, 4)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (2, 1))
Element 2: (1, (2, 1), ['', '%', '%', '.'], [(6, 5), (4, 3), (7, 4)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (3, 1))
Element 3: (1, (3, 1), ['', '%', '%', '.'], [(7, 5), (5, 3), (8, 4)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (4, 1))
Element 4: (1, (4, 1), ['', '%', '.', '%'], [(8, 5), (6, 3), (9, 4)], [False, True, False, True], 92, False, [False, False, True, False], 126, 'North', (4, 2))
Element 5: (1, (4, 2), ['%', '', '', '%'], [(9, 5), (7, 3), (10, 4)], [True, False, False, True], 90, False, [False, False, False, False], 1155, 'North', (4, 3))
Element 6: (1, (4, 3), ['', '', '.', ''], [(10, 5), (8, 3), (11, 4)], [False, False, False, False], 88, False, [False, False, True, False], 2174, 'North', (4, 4))
Element 7: (1, (4, 4), ['.', '', '', '.'], [(11, 5), (9, 3), (12, 4)], [False, False, False, False], 86, False, [True, False, False, True], 2213, 'East', (5, 4))
Element 8: (1, (5, 4), ['', '', '', ''], [(12, 5), (10, 3), (13, 4)], [False, False, False, False], 84, False, [False, False, False, False], 2252, 'East', (6, 4))
Element 9: (1, (6, 4), ['', '', '', ''], [(13, 5), (11, 3), (14, 4)], [False, False, False, False], 82, False, [False, False, False, False], 2281, 'East', (7, 4))
Element 10: (1, (7, 4), ['', '', '', ''], [(14, 5), (12, 3), (15, 4)], [False, False, False, False], 80, False, [False, False, False, False], 2310, 'East', (8, 4))
Element 11: (1, (8, 4), ['', '', '', ''], [(14, 6), (13, 3), (15, 5)], [False, False, False, False], 78, False, [False, False, False, False], 2339, 'East', (9, 4))
Element 12: (1, (9, 4), ['', '', '', ''], [(14, 7), (14, 3), (15, 6)], [False, False, False, False], 76, False, [False, False, False, False], 2368, 'East', (10, 4))
Element 13: (1, (10, 4), ['', '', '', ''], [(14, 8), (15, 3), (15, 7)], [False, False, False, False], 74, False, [False, False, False, False], 2397, 'East', (11, 4))
Element 14: (1, (11, 4), ['', '', '', ''], [(14, 9), (15, 2), (15, 8)], [False, False, False, False], 72, False, [False, False, False, False], 2426, 'East', (12, 4))
Element 15: (1, (12, 4), ['', '', '', ''], [(13, 9), (15, 3), (15, 9)], [False, False, False, False], 70, False, [False, False, False, False], 2445, 'East', (13, 4))
Element 16: (1, (13, 4), ['', '', '', ''], [(13, 8), (15, 4), (14, 9)], [False, False, False, False], 68, False, [False, False, False, False], 2454, 'East', (14, 4))
Element 17: (1, (14, 4), ['', '', '', ''], [(13, 7), (15, 5), (14, 8)], [False, False, False, False], 66, False, [False, False, False, False], 2463, 'East', (15, 4))
Element 18: (1, (15, 4), ['', '', '', '%'], [(13, 6), (15, 6), (14, 7)], [False, False, False, True], 64, False, [False, False, False, False], 2472, 'North', (15, 5))
Element 19: (1, (15, 5), ['', '', '', '%'], [(12, 6), (15, 7), (14, 6)], [False, False, False, True], 62, False, [False, False, False, False], 2481, 'North', (15, 6))
Element 20: (1, (15, 6), ['', '', '', '%'], [(12, 7), (15, 8), (14, 5)], [False, False, False, True], 60, False, [False, False, False, False], 2490, 'North', (15, 7))
Element 21: (1, (15, 7), ['', '', '', '%'], [(12, 8), (15, 9), (13, 5)], [False, False, False, True], 58, False, [False, False, False, False], 2499, 'North', (15, 8))
Element 22: (1, (15, 8), ['', '', '', '%'], [(11, 8), (14, 9), (13, 6)], [False, False, False, True], 56, False, [False, False, False, False], 3498, 'North', (15, 9))
Element 23: (1, (15, 9), ['', '', '%', '%'], [(11, 9), (14, 8), (13, 7)], [False, False, True, True], 54, False, [False, False, False, False], 4497, 'West', (14, 9))
Element 24: (1, (14, 9), ['', '', '%', ''], [(10, 9), (14, 7), (13, 8)], [False, False, True, False], 52, False, [False, False, False, False], 5496, 'South', (14, 8))
Element 25: #1#
