Element 1: (2, (6, 1), ['%', '%', '.', '.'], [(9, 8), (5, 7), (6, 8)], [True, True, False, False], 98, False, [False, False, True, True], 19, 'East', (7, 1))
Element 2: (2, (7, 1), ['', '%', '.', '.'], [(10, 8), (6, 7), (7, 8)], [False, True, False, False], 96, False, [False, False, True, True], 1048, 'East', (8, 1))
Element 3: (2, (8, 1), ['', '%', '.', '.'], [(11, 8), (7, 7), (7, 9)], [False, True, False, False], 94, False, [False, False, True, True], 2077, 'East', (9, 1))
Element 4: (2, (9, 1), ['', '%', '.', '.'], [(11, 9), (8, 7), (8, 9)], [False, True, False, False], 92, False, [False, False, True, True], 3106, 'East', (10, 1))
Element 5: (2, (10, 1), ['', '%', '.', '.'], [(10, 9), (9, 7), (9, 9)], [False, True, False, False], 90, False, [False, False, True, True], 4135, 'East', (11, 1))
Element 6: (2, (11, 1), ['', '%', '%', '.'], [(9, 9), (10, 7), (9, 8)], [False, True, True, False], 88, False, [False, False, False, True], 4154, 'East', (12, 1))
Element 7: (2, (12, 1), ['', '%', '%', '.'], [(8, 9), (11, 7), (10, 8)], [False, True, True, False], 86, False, [False, False, False, True], 4173, 'East', (13, 1))
Element 8: (2, (13, 1), ['', '%', '.', '.'], [(7, 9), (12, 7), (11, 8)], [False, True, False, False], 84, False, [False, False, True, True], 4192, 'East', (14, 1))
Element 9: (2, (14, 1), ['', '%', '%', '%'], [(6, 9), (13, 7), (12, 8)], [False, True, True, True], 82, False, [False, False, False, False], 4231, 'West', (13, 1))
Element 10: (2, (13, 1), ['', '%', '.', ''], [(5, 9), (14, 7), (13, 8)], [False, True, False, False], 80, False, [False, False, True, False], 4260, 'North', (13, 2))
Element 11: (2, (13, 2), ['%', '', '.', '%'], [(5, 8), (15, 7), (14, 8)], [True, False, False, True], 78, False, [False, False, True, False], 4299, 'North', (13, 3))
Element 12: (2, (13, 3), ['.', '', '.', '.'], [(4, 8), (15, 6), (15, 8)], [False, False, False, False], 76, False, [True, False, True, True], 4338, 'East', (14, 3))
Element 13: (2, (14, 3), ['', '%', '.', '.'], [(4, 9), (15, 5), (15, 9)], [False, True, False, False], 74, False, [False, False, True, True], 4377, 'East', (15, 3))
Element 14: (2, (15, 3), ['', '.', 'G', '%'], [(3, 9), (15, 4), (14, 9)], [False, False, False, True], 72, False, [False, True, False, False], 4416, 'South', (15, 2))
Element 15: (2, (15, 2), ['%', '%', '', '%'], [(3, 8), (14, 4), (13, 9)], [True, True, False, True], 70, False, [False, False, False, False], 4455, 'North', (15, 3))
Element 16: (2, (15, 3), ['', '', '', '%'], [(3, 7), (14, 5), (12, 9)], [False, False, False, True], 68, False, [False, False, False, False], 4484, 'West', (14, 3))
Element 17: (2, (14, 3), ['', '%', '', ''], [(3, 6), (14, 6), (11, 9)], [False, True, False, False], 66, False, [False, False, False, False], 4503, 'North', (14, 4))
Element 18: (2, (14, 4), ['.', '', '', ''], [(4, 6), (13, 6), (10, 9)], [False, False, False, False], 64, False, [True, False, False, False], 4522, 'West', (13, 4))
Element 19: (2, (13, 4), ['.', '', 'G', ''], [(5, 6), (13, 5), (11, 9)], [False, False, False, False], 62, False, [True, False, False, False], 4551, 'West', (12, 4))
Element 20: (2, (12, 4), ['F', '.', 'G', ''], [(6, 6), (12, 5), (12, 9)], [False, False, False, False], 60, False, [False, True, False, False], 4580, 'West', (11, 4))
Element 21: (2, (11, 4), ['F', '.', '.', ''], [(7, 6), (12, 6), (13, 9)], [False, False, False, False], 58, False, [False, True, True, False], 5599, 'West', (10, 4))
Element 22: #1#
