Element 1: (0, (12, 1), ['.', '%', '%', '.'], [(1, 6), (3, 3), (15, 4)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (13, 1))
Element 2: (0, (13, 1), ['', '%', '.', '.'], [(1, 7), (4, 3), (15, 5)], [False, True, False, False], 96, False, [False, False, True, True], 39, 'East', (14, 1))
Element 3: (0, (14, 1), ['', '%', '%', '%'], [(1, 8), (5, 3), (15, 6)], [False, True, True, True], 94, False, [False, False, False, False], 78, 'West', (13, 1))
Element 4: (0, (13, 1), ['', '%', '.', ''], [(1, 9), (6, 3), (15, 7)], [False, True, False, False], 92, False, [False, False, True, False], 107, 'North', (13, 2))
Element 5: (0, (13, 2), ['%', '', '.', '%'], [(1, 8), (7, 3), (15, 8)], [True, False, False, True], 90, False, [False, False, True, False], 136, 'North', (13, 3))
Element 6: (0, (13, 3), ['.', '', '.', '.'], [(1, 7), (8, 3), (15, 9)], [False, False, False, False], 88, False, [True, False, True, True], 165, 'East', (14, 3))
Element 7: (0, (14, 3), ['', '%', '.', '.'], [(1, 6), (9, 3), (14, 9)], [False, True, False, False], 86, False, [False, False, True, True], 194, 'East', (15, 3))
Element 8: (0, (15, 3), ['', '.', '', '%'], [(1, 5), (10, 3), (14, 8)], [False, False, False, True], 84, False, [False, True, False, False], 233, 'South', (15, 2))
Element 9: (0, (15, 2), ['%', '%', '', '%'], [(1, 4), (10, 4), (14, 7)], [True, True, False, True], 82, False, [False, False, False, False], 1262, 'North', (15, 3))
Element 10: (0, (15, 3), ['', '', '', '%'], [(1, 3), (11, 4), (14, 6)], [False, False, False, True], 80, False, [False, False, False, False], 2281, 'North', (15, 4))
Element 11: (0, (15, 4), ['.', '', '', '%'], [(1, 2), (12, 4), (14, 5)], [False, False, False, True], 78, False, [True, False, False, False], 2310, 'West', (14, 4))
Element 12: (0, (14, 4), ['G', '', '', ''], [(1, 1), (13, 4), (13, 5)], [False, False, False, False], 76, False, [False, False, False, False], 2349, 'North', (14, 5))
Element 13: (0, (14, 5), ['', 'G', '', ''], [(2, 1), (14, 4), (13, 6)], [False, False, False, False], 74, False, [False, False, False, False], 2368, 'East', (15, 5))
Element 14: (0, (15, 5), ['', 'G', '', '%'], [(3, 1), (15, 4), (13, 7)], [False, False, False, True], 72, False, [False, False, False, False], 2387, 'North', (15, 6))
Element 15: (0, (15, 6), ['', 'G', '', '%'], [(4, 1), (15, 5), (13, 8)], [False, False, False, True], 70, False, [False, False, False, False], 2406, 'North', (15, 7))
Element 16: (0, (15, 7), ['', 'G', '', '%'], [(4, 2), (15, 6), (13, 9)], [False, False, False, True], 68, False, [False, False, False, False], 2425, 'North', (15, 8))
Element 17: (0, (15, 8), ['', 'G', '', '%'], [(4, 3), (15, 7), (12, 9)], [False, False, False, True], 66, False, [False, False, False, False], 2434, 'North', (15, 9))
Element 18: (0, (15, 9), ['', 'G', '%', '%'], [(4, 4), (15, 8), (11, 9)], [False, False, True, True], 64, False, [False, False, False, False], 3443, 'West', (14, 9))
Element 19: (0, (14, 9), ['', '', '%', 'G'], [(5, 4), (15, 9), (11, 8)], [False, False, True, False], 62, False, [False, False, False, False], 4452, 'South', (14, 8))
Element 20: (0, (14, 8), ['', '', 'G', ''], [(6, 4), (14, 9), (10, 8)], [False, False, False, False], 60, False, [False, False, False, False], 5461, 'South', (14, 7))
Element 21: #1#
