Element 1: (0, (3, 9), ['%', '.', '%', '.'], [(7, 1), (11, 7), (12, 6)], [True, False, True, False], 98, False, [False, True, False, True], 0, 'East', (4, 9))
Element 2: (0, (4, 9), ['', '.', '%', '.'], [(8, 1), (11, 8), (13, 6)], [False, False, True, False], 96, False, [False, True, False, True], 1029, 'East', (5, 9))
Element 3: (0, (5, 9), ['', '.', '%', '.'], [(9, 1), (11, 9), (14, 6)], [False, False, True, False], 94, False, [False, True, False, True], 2058, 'East', (6, 9))
Element 4: (0, (6, 9), ['', '.', '%', '.'], [(10, 1), (10, 9), (15, 6)], [False, False, True, False], 92, False, [False, True, False, True], 3087, 'East', (7, 9))
Element 5: (0, (7, 9), ['', '.', '%', '.'], [(11, 1), (10, 8), (15, 7)], [False, False, True, False], 90, False, [False, True, False, True], 4116, 'East', (8, 9))
Element 6: (0, (8, 9), ['', '.', '%', '.'], [(12, 1), (10, 7), (15, 8)], [False, False, True, False], 88, False, [False, True, False, True], 4155, 'East', (9, 9))
Element 7: (0, (9, 9), ['', '.', '%', ''], [(13, 1), (10, 6), (15, 9)], [False, False, True, False], 86, False, [False, True, False, False], 4194, 'South', (9, 8))
Element 8: (0, (9, 8), ['.', '.', '', ''], [(14, 1), (11, 6), (14, 9)], [False, False, False, False], 84, False, [True, True, False, False], 4233, 'South', (9, 7))
Element 9: (0, (9, 7), ['.', '.', '', ''], [(13, 1), (11, 5), (14, 8)], [False, False, False, False], 82, False, [True, True, False, False], 4262, 'South', (9, 6))
Element 10: (0, (9, 6), ['.', '.', '', ''], [(13, 2), (11, 4), (14, 7)], [False, False, False, False], 80, False, [True, True, False, False], 5291, 'South', (9, 5))
Element 11: #1#
