Element 1: (1, (7, 1), ['.', '%', '.', '.'], [(5, 6), (11, 1), (14, 1)], [False, True, False, False], 98, False, [True, False, True, True], 9, 'East', (8, 1))
Element 2: (1, (8, 1), ['', '%', '.', '.'], [(6, 6), (12, 1), (13, 1)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (9, 1))
Element 3: (1, (9, 1), ['', '%', '.', '.'], [(7, 6), (11, 1), (13, 2)], [False, True, False, False], 94, False, [False, False, True, True], 77, 'East', (10, 1))
Element 4: (1, (10, 1), ['', '%', '.', ''], [(8, 6), (12, 1), (13, 3)], [False, True, False, False], 92, False, [False, False, True, False], 106, 'North', (10, 2))
Element 5: (1, (10, 2), ['.', '', '.', '%'], [(9, 6), (11, 1), (14, 3)], [False, False, False, True], 90, False, [True, False, True, False], 135, 'North', (10, 3))
Element 6: (1, (10, 3), ['.', '', 'F', '.'], [(10, 6), (11, 1), (15, 3)], [False, False, False, False], 88, False, [True, False, False, True], 164, 'North', (10, 4))
Element 7: (1, (10, 4), ['.', '', '.', 'F'], [(11, 6), (12, 1), (15, 4)], [False, False, False, False], 86, False, [True, False, True, False], 1183, 'East', (11, 4))
Element 8: (1, (11, 4), ['', '.', '.', '.'], [(12, 6), (13, 1), (15, 5)], [False, False, False, False], 84, False, [False, True, True, True], 2202, 'East', (12, 4))
Element 9: (1, (12, 4), ['', '.', '.', '.'], [(13, 6), (14, 1), (15, 6)], [False, False, False, False], 82, False, [False, True, True, True], 2231, 'East', (13, 4))
Element 10: (1, (13, 4), ['', '', '.', '.'], [(14, 6), (13, 1), (15, 7)], [False, False, False, False], 80, False, [False, False, True, True], 2260, 'East', (14, 4))
Element 11: (1, (14, 4), ['', '', '.', ''], [(14, 7), (13, 2), (15, 8)], [False, False, False, False], 78, False, [False, False, True, False], 2289, 'North', (14, 5))
Element 12: (1, (14, 5), ['.', '', '', ''], [(14, 8), (13, 3), (15, 9)], [False, False, False, False], 76, False, [True, False, False, False], 2318, 'West', (13, 5))
Element 13: (1, (13, 5), ['.', '', '', ''], [(13, 8), (12, 3), (14, 9)], [False, False, False, False], 74, False, [True, False, False, False], 2357, 'West', (12, 5))
Element 14: (1, (12, 5), ['.', '', '', ''], [(13, 7), (11, 3), (13, 9)], [False, False, False, False], 72, False, [True, False, False, False], 2396, 'West', (11, 5))
Element 15: (1, (11, 5), ['.', 'G', '', ''], [(12, 7), (11, 4), (12, 9)], [False, False, False, False], 70, False, [True, False, False, False], 2425, 'West', (10, 5))
Element 16: (1, (10, 5), ['.', '', '', ''], [(12, 8), (12, 4), (11, 9)], [False, False, False, False], 68, False, [True, False, False, False], 3444, 'West', (9, 5))
Element 17: (1, (9, 5), ['.', '.', '', ''], [(12, 9), (13, 4), (11, 8)], [False, False, False, False], 66, False, [True, True, False, False], 4453, 'South', (9, 4))
Element 18: (1, (9, 4), ['.', '.', '', ''], [(13, 9), (14, 4), (10, 8)], [False, False, False, False], 64, False, [True, True, False, False], 5462, 'South', (9, 3))
Element 19: #1#
