Element 1: (1, (12, 1), ['.', '%', '%', '.'], [(6, 5), (13, 7), (16, 1)], [False, True, True, False], 98, False, [True, False, False, True], 9, 'East', (13, 1))
Element 2: (1, (13, 1), ['', '%', '.', '.'], [(7, 5), (14, 7), (17, 1)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (14, 1))
Element 3: (1, (14, 1), ['', '%', '%', '%'], [(8, 5), (15, 7), (18, 1)], [False, True, True, True], 94, False, [False, False, False, False], 87, 'West', (13, 1))
Element 4: (1, (13, 1), ['', '%', '.', ''], [(9, 5), (15, 8), (17, 1)], [False, True, False, False], 92, False, [False, False, True, False], 106, 'North', (13, 2))
Element 5: (1, (13, 2), ['%', '', '.', '%'], [(10, 5), (15, 9), (16, 1)], [True, False, False, True], 90, False, [False, False, True, False], 135, 'North', (13, 3))
Element 6: (1, (13, 3), ['.', '', '.', '.'], [(10, 4), (14, 9), (16, 1)], [False, False, False, False], 88, False, [True, False, True, True], 1154, 'East', (14, 3))
Element 7: (1, (14, 3), ['', '%', '.', '.'], [(11, 4), (14, 8), (17, 1)], [False, True, False, False], 86, False, [False, False, True, True], 2173, 'East', (15, 3))
Element 8: (1, (15, 3), ['', '.', '.', '%'], [(12, 4), (13, 8), (18, 1)], [False, False, False, True], 84, False, [False, True, True, False], 2202, 'North', (15, 4))
Element 9: (1, (15, 4), ['.', '', '.', '%'], [(13, 4), (13, 9), (17, 1)], [False, False, False, True], 82, False, [True, False, True, False], 2231, 'North', (15, 5))
Element 10: (1, (15, 5), ['.', '', '.', '%'], [(14, 4), (12, 9), (16, 1)], [False, False, False, True], 80, False, [True, False, True, False], 2260, 'North', (15, 6))
Element 11: (1, (15, 6), ['.', '', '', '%'], [(14, 5), (11, 9), (16, 1)], [False, False, False, True], 78, False, [True, False, False, False], 3279, 'West', (14, 6))
Element 12: (1, (14, 6), ['.', '', '', ''], [(13, 5), (11, 8), (17, 1)], [False, False, False, False], 76, False, [True, False, False, False], 4298, 'West', (13, 6))
Element 13: (1, (13, 6), ['.', '', '', ''], [(12, 5), (10, 8), (18, 1)], [False, False, False, False], 74, False, [True, False, False, False], 5317, 'West', (12, 6))
Element 14: #1#
