Element 1: (1, (5, 7), ['.', '.', 'G', '.'], [(4, 9), (5, 8), (12, 6)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'East', (6, 7))
Element 2: (1, (6, 7), ['', '.', 'G', '.'], [(5, 9), (6, 8), (13, 6)], [False, False, False, False], 96, False, [False, True, False, True], 48, 'East', (7, 7))
Element 3: (1, (7, 7), ['', '.', 'G', '.'], [(6, 9), (7, 8), (14, 6)], [False, False, False, False], 94, False, [False, True, False, True], 87, 'East', (8, 7))
Element 4: (1, (8, 7), ['', '.', 'G', '.'], [(7, 9), (8, 8), (15, 6)], [False, False, False, False], 92, False, [False, True, False, True], 126, 'East', (9, 7))
Element 5: (1, (9, 7), ['', '.', 'G', '.'], [(8, 9), (9, 8), (15, 7)], [False, False, False, False], 90, False, [False, True, False, True], 165, 'East', (10, 7))
Element 6: (1, (10, 7), ['', '.', 'G', '.'], [(9, 9), (10, 8), (15, 8)], [False, False, False, False], 88, False, [False, True, False, True], 1194, 'East', (11, 7))
Element 7: (1, (11, 7), ['', '.', 'G', '.'], [(10, 9), (11, 8), (15, 9)], [False, False, False, False], 86, False, [False, True, False, True], 3213, 'East', (12, 7))
Element 8: (1, (12, 7), ['', '', '.', '.'], [(10, 8), (11, 9), (14, 9)], [False, False, False, False], 84, False, [False, False, True, True], 4232, 'East', (13, 7))
Element 9: (1, (13, 7), ['', '', '.', '.'], [(11, 8), (12, 9), (14, 8)], [False, False, False, False], 82, False, [False, False, True, True], 4261, 'East', (14, 7))
Element 10: (1, (14, 7), ['', '', '', ''], [(12, 8), (13, 9), (13, 8)], [False, False, False, False], 80, False, [False, False, False, False], 4300, 'East', (15, 7))
Element 11: (1, (15, 7), ['', '', '', '%'], [(13, 8), (14, 9), (13, 9)], [False, False, False, True], 78, False, [False, False, False, False], 4299, 'North', (15, 8))
Element 12: (1, (15, 8), ['G', '', 'G', '%'], [(14, 8), (15, 9), (12, 9)], [False, False, False, True], 76, False, [False, False, False, False], 4298, 'South', (15, 7))
Element 13: (1, (15, 7), ['', '', 'G', '%'], [(14, 9), (15, 8), (12, 8)], [False, False, False, True], 74, False, [False, False, False, False], 4297, 'South', (15, 6))
Element 14: (1, (15, 6), ['', '.', 'G', '%'], [(15, 9), (15, 7), (12, 7)], [False, False, False, True], 72, False, [False, True, False, False], 4296, 'South', (15, 5))
Element 15: (1, (15, 5), ['.', '.', 'G', '%'], [(15, 8), (15, 6), (13, 7)], [False, False, False, True], 70, False, [True, True, False, False], 4305, 'South', (15, 4))
Element 16: (1, (15, 4), ['.', '.', 'G', '%'], [(15, 7), (15, 5), (14, 7)], [False, False, False, True], 68, False, [True, True, False, False], 4314, 'South', (15, 3))
Element 17: (1, (15, 3), ['.', '.', '', '%'], [(15, 6), (14, 5), (13, 7)], [False, False, False, True], 66, False, [True, True, False, False], 4333, 'South', (15, 2))
Element 18: (1, (15, 2), ['%', '%', '', '%'], [(15, 5), (14, 4), (12, 7)], [True, True, False, True], 64, False, [False, False, False, False], 4352, 'North', (15, 3))
Element 19: (1, (15, 3), ['G', '', 'G', '%'], [(15, 4), (14, 3), (11, 7)], [False, False, False, True], 62, False, [False, False, False, False], 4361, 'South', (15, 2))
Element 20: (1, (15, 2), ['%', '%', 'G', '%'], [(15, 3), (13, 3), (11, 6)], [True, True, False, True], 60, False, [False, False, False, False], 4380, 'Stop', (15, 2))
Element 21: (1, (15, 2), ['%', '%', '', '%'], [(14, 3), (13, 4), (11, 5)], [True, True, False, True], 58, False, [False, False, False, False], 4399, 'North', (15, 3))
Element 22: (1, (15, 3), ['', '', '', '%'], [(14, 4), (13, 5), (11, 4)], [False, False, False, True], 56, False, [False, False, False, False], 5408, 'West', (14, 3))
Element 23: #1#
