Element 1: (3, (9, 3), ['.', '.', 'G', '.'], [(9, 4), (4, 2), (8, 1)], [False, False, False, False], 98, False, [True, True, False, True], 29, 'East', (10, 3))
Element 2: (3, (10, 3), ['', '.', 'G', '.'], [(10, 4), (4, 3), (9, 1)], [False, False, False, False], 96, False, [False, True, False, True], 1058, 'East', (11, 3))
Element 3: (3, (11, 3), ['', '%', 'G', '.'], [(11, 4), (5, 3), (10, 1)], [False, True, False, False], 94, False, [False, False, False, True], 2087, 'East', (12, 3))
Element 4: (3, (12, 3), ['', '%', 'G', '.'], [(12, 4), (6, 3), (11, 1)], [False, True, False, False], 92, False, [False, False, False, True], 2126, 'East', (13, 3))
Element 5: (3, (13, 3), ['', '.', 'G', '.'], [(13, 4), (7, 3), (12, 1)], [False, False, False, False], 90, False, [False, True, False, True], 2165, 'East', (14, 3))
Element 6: (3, (14, 3), ['', '%', 'G', '.'], [(14, 4), (8, 3), (13, 1)], [False, True, False, False], 88, False, [False, False, False, True], 2204, 'East', (15, 3))
Element 7: (3, (15, 3), ['', '.', 'G', '%'], [(15, 4), (8, 2), (14, 1)], [False, False, False, True], 86, False, [False, True, False, False], 2243, 'South', (15, 2))
Element 8: (3, (15, 2), ['%', '%', '', '%'], [(15, 5), (9, 2), (13, 1)], [True, True, False, True], 84, False, [False, False, False, False], 2272, 'North', (15, 3))
Element 9: (3, (15, 3), ['', '', '', '%'], [(15, 6), (10, 2), (13, 2)], [False, False, False, True], 82, False, [False, False, False, False], 2301, 'West', (14, 3))
Element 10: (3, (14, 3), ['G', '%', '', ''], [(15, 7), (10, 3), (13, 3)], [False, True, False, False], 80, False, [False, False, False, False], 2310, 'North', (14, 4))
Element 11: (3, (14, 4), ['', 'G', '.', ''], [(15, 8), (11, 3), (14, 3)], [False, False, False, False], 78, False, [False, False, True, False], 2319, 'North', (14, 5))
Element 12: (3, (14, 5), ['.', '', '.', ''], [(15, 9), (12, 3), (15, 3)], [False, False, False, False], 76, False, [True, False, True, False], 2338, 'North', (14, 6))
Element 13: (3, (14, 6), ['.', '', '.', ''], [(14, 9), (13, 3), (15, 4)], [False, False, False, False], 74, False, [True, False, True, False], 2357, 'North', (14, 7))
Element 14: (3, (14, 7), ['.', '', 'G', ''], [(14, 8), (14, 3), (15, 5)], [False, False, False, False], 72, False, [True, False, False, False], 2376, 'West', (13, 7))
Element 15: (3, (13, 7), ['.', '.', 'G', ''], [(13, 8), (15, 3), (15, 6)], [False, False, False, False], 70, False, [True, True, False, False], 2395, 'South', (13, 6))
Element 16: (3, (13, 6), ['.', '.', '', ''], [(13, 9), (15, 4), (15, 7)], [False, False, False, False], 68, False, [True, True, False, False], 2414, 'South', (13, 5))
Element 17: (3, (13, 5), ['.', '', '', ''], [(12, 9), (15, 5), (15, 8)], [False, False, False, False], 66, False, [True, False, False, False], 2433, 'West', (12, 5))
Element 18: (3, (12, 5), ['.', '', '.', ''], [(11, 9), (15, 6), (15, 9)], [False, False, False, False], 64, False, [True, False, True, False], 3442, 'North', (12, 6))
Element 19: (3, (12, 6), ['.', '', '.', ''], [(11, 8), (15, 7), (14, 9)], [False, False, False, False], 62, False, [True, False, True, False], 4451, 'North', (12, 7))
Element 20: (3, (12, 7), ['.', '', '.', ''], [(10, 8), (15, 8), (14, 8)], [False, False, False, False], 60, False, [True, False, True, False], 5460, 'North', (12, 8))
Element 21: #1#
