Element 1: (0, (14, 7), ['.', '.', '.', '.'], [(11, 1), (12, 5), (12, 8)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (15, 7))
Element 2: (0, (15, 7), ['', '.', '.', '%'], [(12, 1), (13, 5), (11, 8)], [False, False, False, True], 96, False, [False, True, True, False], 1029, 'North', (15, 8))
Element 3: (0, (15, 8), ['.', '', '.', '%'], [(13, 1), (14, 5), (11, 9)], [False, False, False, True], 94, False, [True, False, True, False], 2058, 'North', (15, 9))
Element 4: (0, (15, 9), ['.', '', '%', '%'], [(14, 1), (15, 5), (10, 9)], [False, False, True, True], 92, False, [True, False, False, False], 3087, 'West', (14, 9))
Element 5: (0, (14, 9), ['.', '.', '%', ''], [(13, 1), (15, 6), (10, 8)], [False, False, True, False], 90, False, [True, True, False, False], 4106, 'South', (14, 8))
Element 6: (0, (14, 8), ['.', '', '', ''], [(13, 2), (14, 6), (10, 7)], [False, False, False, False], 88, False, [True, False, False, False], 4145, 'West', (13, 8))
Element 7: (0, (13, 8), ['', '.', '.', ''], [(13, 3), (13, 6), (11, 7)], [False, False, False, False], 86, False, [False, True, True, False], 4184, 'North', (13, 9))
Element 8: (0, (13, 9), ['.', '', '%', ''], [(14, 3), (13, 7), (12, 7)], [False, False, True, False], 84, False, [True, False, False, False], 4223, 'West', (12, 9))
Element 9: (0, (12, 9), ['', '', '%', ''], [(15, 3), (14, 7), (12, 6)], [False, False, True, False], 82, False, [False, False, False, False], 4252, 'South', (12, 8))
Element 10: (0, (12, 8), ['', '', '', ''], [(15, 4), (15, 7), (11, 6)], [False, False, False, False], 80, False, [False, False, False, False], 4271, 'South', (12, 7))
Element 11: (0, (12, 7), ['', '', '', ''], [(14, 4), (15, 8), (11, 5)], [False, False, False, False], 78, False, [False, False, False, False], 4290, 'East', (13, 7))
Element 12: (0, (13, 7), ['', '', '', ''], [(13, 4), (15, 9), (11, 4)], [False, False, False, False], 76, False, [False, False, False, False], 5299, 'South', (13, 6))
Element 13: #1#
