Element 1: (0, (5, 7), ['.', '.', '.', '.'], [(3, 1), (7, 8), (7, 9)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (6, 7))
Element 2: (0, (6, 7), ['', '.', '.', '.'], [(4, 1), (8, 8), (8, 9)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (7, 7))
Element 3: (0, (7, 7), ['', '.', '', '.'], [(4, 2), (9, 8), (9, 9)], [False, False, False, False], 94, False, [False, True, False, True], 78, 'East', (8, 7))
Element 4: (0, (8, 7), ['', '.', '', '.'], [(4, 3), (10, 8), (10, 9)], [False, False, False, False], 92, False, [False, True, False, True], 2097, 'East', (9, 7))
Element 5: (0, (9, 7), ['', '.', '', '.'], [(5, 3), (11, 8), (11, 9)], [False, False, False, False], 90, False, [False, True, False, True], 4116, 'East', (10, 7))
Element 6: (0, (10, 7), ['', '.', '', '.'], [(6, 3), (12, 8), (12, 9)], [False, False, False, False], 88, False, [False, True, False, True], 4155, 'East', (11, 7))
Element 7: (0, (11, 7), ['', '.', '', '.'], [(7, 3), (13, 8), (13, 9)], [False, False, False, False], 86, False, [False, True, False, True], 4194, 'East', (12, 7))
Element 8: (0, (12, 7), ['', '.', '', '.'], [(8, 3), (14, 8), (14, 9)], [False, False, False, False], 84, False, [False, True, False, True], 4233, 'East', (13, 7))
Element 9: (0, (13, 7), ['', '.', '', '.'], [(9, 3), (15, 8), (15, 9)], [False, False, False, False], 82, False, [False, True, False, True], 4272, 'East', (14, 7))
Element 10: (0, (14, 7), ['', '.', '', 'G'], [(10, 3), (15, 7), (15, 8)], [False, False, False, False], 80, False, [False, True, False, False], 4301, 'South', (14, 6))
Element 11: (0, (14, 6), ['.', '.', '', 'G'], [(10, 4), (15, 6), (15, 7)], [False, False, False, False], 78, False, [True, True, False, False], 5320, 'South', (14, 5))
Element 12: #1#
