Element 1: (3, (15, 7), ['.', '.', '.', '%'], [(14, 9), (10, 8), (15, 3)], [False, False, False, True], 98, False, [True, True, True, False], 1019, 'North', (15, 8))
Element 2: (3, (15, 8), ['.', '', 'G', '%'], [(15, 9), (11, 8), (15, 4)], [False, False, False, True], 96, False, [True, False, False, False], 2048, 'West', (14, 8))
Element 3: (3, (14, 8), ['.', '.', '', 'G'], [(15, 8), (11, 9), (15, 5)], [False, False, False, False], 94, False, [True, True, False, False], 3067, 'South', (14, 7))
Element 4: (3, (14, 7), ['.', '.', '', 'G'], [(15, 7), (10, 9), (15, 6)], [False, False, False, False], 92, False, [True, True, False, False], 4086, 'South', (14, 6))
Element 5: (3, (14, 6), ['.', '.', 'G', ''], [(14, 7), (9, 9), (15, 7)], [False, False, False, False], 90, False, [True, True, False, False], 4105, 'South', (14, 5))
Element 6: (3, (14, 5), ['.', '.', '', ''], [(13, 7), (9, 8), (15, 8)], [False, False, False, False], 88, False, [True, True, False, False], 4134, 'South', (14, 4))
Element 7: (3, (14, 4), ['.', '', '', ''], [(13, 8), (9, 7), (15, 9)], [False, False, False, False], 86, False, [True, False, False, False], 4163, 'West', (13, 4))
Element 8: (3, (13, 4), ['.', '.', '.', ''], [(12, 8), (9, 6), (14, 9)], [False, False, False, False], 84, False, [True, True, True, False], 4192, 'North', (13, 5))
Element 9: (3, (13, 5), ['.', '', '.', ''], [(12, 9), (10, 6), (14, 8)], [False, False, False, False], 82, False, [True, False, True, False], 4221, 'North', (13, 6))
Element 10: (3, (13, 6), ['.', '', '', ''], [(11, 9), (11, 6), (14, 7)], [False, False, False, False], 80, False, [True, False, False, False], 4240, 'West', (12, 6))
Element 11: (3, (12, 6), ['', '.', '.', ''], [(11, 8), (11, 7), (14, 6)], [False, False, False, False], 78, False, [False, True, True, False], 4259, 'North', (12, 7))
Element 12: (3, (12, 7), ['', '', '', ''], [(10, 8), (11, 6), (14, 5)], [False, False, False, False], 76, False, [False, False, False, False], 4268, 'East', (13, 7))
Element 13: (3, (13, 7), ['', '', '', ''], [(10, 9), (11, 5), (14, 4)], [False, False, False, False], 74, False, [False, False, False, False], 4277, 'North', (13, 8))
Element 14: (3, (13, 8), ['', '', '', ''], [(9, 9), (11, 4), (13, 4)], [False, False, False, False], 72, False, [False, False, False, False], 5276, 'North', (13, 9))
Element 15: #1#
