Element 1: (1, (3, 7), ['%', '.', '.', '.'], [(8, 1), (13, 4), (15, 4)], [True, False, False, False], 98, False, [False, True, True, True], 9, 'East', (4, 7))
Element 2: (1, (4, 7), ['', '.', '.', '.'], [(9, 1), (14, 4), (15, 5)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (5, 7))
Element 3: (1, (5, 7), ['', '.', '.', '.'], [(10, 1), (14, 5), (15, 6)], [False, False, False, False], 94, False, [False, True, True, True], 87, 'East', (6, 7))
Element 4: (1, (6, 7), ['', '.', '.', '.'], [(11, 1), (14, 6), (15, 7)], [False, False, False, False], 92, False, [False, True, True, True], 126, 'East', (7, 7))
Element 5: (1, (7, 7), ['', '.', '.', '.'], [(12, 1), (14, 7), (15, 8)], [False, False, False, False], 90, False, [False, True, True, True], 165, 'East', (8, 7))
Element 6: (1, (8, 7), ['', '.', '.', '.'], [(13, 1), (14, 8), (15, 9)], [False, False, False, False], 88, False, [False, True, True, True], 204, 'East', (9, 7))
Element 7: (1, (9, 7), ['', '.', '.', '.'], [(14, 1), (14, 9), (15, 8)], [False, False, False, False], 86, False, [False, True, True, True], 233, 'East', (10, 7))
Element 8: (1, (10, 7), ['', '.', 'F', '.'], [(13, 1), (13, 9), (15, 7)], [False, False, False, False], 84, False, [False, True, False, True], 252, 'North', (10, 8))
Element 9: (1, (10, 8), ['.', '', 'F', 'F'], [(13, 2), (13, 8), (15, 6)], [False, False, False, False], 82, False, [True, False, False, False], 1271, 'East', (11, 8))
Element 10: (1, (11, 8), ['', '.', 'F', '.'], [(13, 3), (13, 7), (15, 5)], [False, False, False, False], 80, False, [False, True, False, True], 2290, 'North', (11, 9))
Element 11: (1, (11, 9), ['F', '', '%', '.'], [(14, 3), (13, 6), (15, 4)], [False, False, True, False], 78, False, [False, False, False, True], 3309, 'West', (10, 9))
Element 12: (1, (10, 9), ['.', '', '%', ''], [(14, 4), (13, 5), (15, 3)], [False, False, True, False], 76, False, [True, False, False, False], 4328, 'West', (9, 9))
Element 13: (1, (9, 9), ['.', '.', '%', ''], [(15, 4), (12, 5), (15, 2)], [False, False, True, False], 74, False, [True, True, False, False], 4357, 'South', (9, 8))
Element 14: (1, (9, 8), ['.', '', '', ''], [(15, 5), (12, 6), (15, 3)], [False, False, False, False], 72, False, [True, False, False, False], 4376, 'West', (8, 8))
Element 15: (1, (8, 8), ['.', '', '.', ''], [(15, 6), (12, 7), (14, 3)], [False, False, False, False], 70, False, [True, False, True, False], 4395, 'North', (8, 9))
Element 16: (1, (8, 9), ['.', '', '%', ''], [(15, 7), (12, 8), (14, 4)], [False, False, True, False], 68, False, [True, False, False, False], 4414, 'West', (7, 9))
Element 17: (1, (7, 9), ['.', '.', '%', ''], [(15, 8), (12, 9), (14, 5)], [False, False, True, False], 66, False, [True, True, False, False], 4433, 'South', (7, 8))
Element 18: (1, (7, 8), ['.', '', '', ''], [(15, 9), (11, 9), (14, 6)], [False, False, False, False], 64, False, [True, False, False, False], 4442, 'West', (6, 8))
Element 19: (1, (6, 8), ['.', '', '.', ''], [(14, 9), (11, 8), (14, 7)], [False, False, False, False], 62, False, [True, False, True, False], 4451, 'North', (6, 9))
Element 20: (1, (6, 9), ['.', '', '%', ''], [(13, 9), (11, 7), (14, 8)], [False, False, True, False], 60, False, [True, False, False, False], 4470, 'West', (5, 9))
Element 21: (1, (5, 9), ['.', '.', '%', ''], [(13, 8), (11, 6), (14, 9)], [False, False, True, False], 58, False, [True, True, False, False], 4489, 'South', (5, 8))
Element 22: (1, (5, 8), ['.', '', '', ''], [(14, 8), (11, 5), (13, 9)], [False, False, False, False], 56, False, [True, False, False, False], 4508, 'West', (4, 8))
Element 23: (1, (4, 8), ['.', '', '.', ''], [(14, 7), (11, 4), (13, 8)], [False, False, False, False], 54, False, [True, False, True, False], 5517, 'North', (4, 9))
Element 24: #1#
