Element 1: (0, (14, 3), ['.', '%', '.', '.'], [(3, 4), (5, 6), (8, 3)], [False, True, False, False], 98, False, [True, False, True, True], 0, 'East', (15, 3))
Element 2: (0, (15, 3), ['', '.', '.', '%'], [(4, 4), (6, 6), (9, 3)], [False, False, False, True], 96, False, [False, True, True, False], 39, 'North', (15, 4))
Element 3: (0, (15, 4), ['.', '', '.', '%'], [(5, 4), (7, 6), (10, 3)], [False, False, False, True], 94, False, [True, False, True, False], 78, 'North', (15, 5))
Element 4: (0, (15, 5), ['.', '', '.', '%'], [(6, 4), (8, 6), (10, 4)], [False, False, False, True], 92, False, [True, False, True, False], 1107, 'North', (15, 6))
Element 5: (0, (15, 6), ['.', '', '.', '%'], [(7, 4), (9, 6), (11, 4)], [False, False, False, True], 90, False, [True, False, True, False], 2136, 'North', (15, 7))
Element 6: (0, (15, 7), ['.', '', '.', '%'], [(8, 4), (10, 6), (12, 4)], [False, False, False, True], 88, False, [True, False, True, False], 2175, 'North', (15, 8))
Element 7: (0, (15, 8), ['.', '', '.', '%'], [(9, 4), (11, 6), (13, 4)], [False, False, False, True], 86, False, [True, False, True, False], 2214, 'North', (15, 9))
Element 8: (0, (15, 9), ['.', '', '%', '%'], [(9, 5), (12, 6), (14, 4)], [False, False, True, True], 84, False, [True, False, False, False], 2253, 'West', (14, 9))
Element 9: (0, (14, 9), ['.', '.', '%', ''], [(10, 5), (13, 6), (14, 5)], [False, False, True, False], 82, False, [True, True, False, False], 2292, 'South', (14, 8))
Element 10: (0, (14, 8), ['.', '.', '', ''], [(11, 5), (14, 6), (13, 5)], [False, False, False, False], 80, False, [True, True, False, False], 2331, 'South', (14, 7))
Element 11: (0, (14, 7), ['.', '', '', ''], [(12, 5), (15, 6), (13, 6)], [False, False, False, False], 78, False, [True, False, False, False], 2350, 'West', (13, 7))
Element 12: (0, (13, 7), ['.', '', '.', ''], [(13, 5), (15, 7), (14, 6)], [False, False, False, False], 76, False, [True, False, True, False], 2359, 'North', (13, 8))
Element 13: (0, (13, 8), ['.', '', '.', ''], [(14, 5), (15, 8), (15, 6)], [False, False, False, False], 74, False, [True, False, True, False], 2368, 'North', (13, 9))
Element 14: (0, (13, 9), ['.', '', '%', ''], [(15, 5), (15, 9), (15, 7)], [False, False, True, False], 72, False, [True, False, False, False], 2377, 'West', (12, 9))
Element 15: (0, (12, 9), ['F', '.', '%', ''], [(15, 6), (14, 9), (15, 8)], [False, False, True, False], 70, False, [False, True, False, False], 2386, 'West', (11, 9))
Element 16: (0, (11, 9), ['F', 'F', '%', ''], [(15, 7), (14, 8), (15, 9)], [False, False, True, False], 68, False, [False, False, False, False], 3385, 'South', (11, 8))
Element 17: (0, (11, 8), ['F', '.', '', '.'], [(15, 8), (14, 7), (14, 9)], [False, False, False, False], 66, False, [False, True, False, True], 4384, 'West', (10, 8))
Element 18: (0, (10, 8), ['.', '.', 'F', ''], [(15, 9), (13, 7), (14, 8)], [False, False, False, False], 64, False, [True, True, False, False], 5383, 'North', (10, 9))
Element 19: #1#
