Element 1: (1, (3, 4), ['%', '.', '.', '.'], [(9, 5), (4, 5), (11, 6)], [True, False, False, False], 98, False, [False, True, True, True], 9, 'East', (4, 4))
Element 2: (1, (4, 4), ['', '.', '', '.'], [(10, 5), (5, 5), (12, 6)], [False, False, False, False], 96, False, [False, True, False, True], 48, 'East', (5, 4))
Element 3: (1, (5, 4), ['', '.', '', '.'], [(10, 4), (6, 5), (13, 6)], [False, False, False, False], 94, False, [False, True, False, True], 1077, 'East', (6, 4))
Element 4: (1, (6, 4), ['', '.', '', '.'], [(11, 4), (7, 5), (14, 6)], [False, False, False, False], 92, False, [False, True, False, True], 2106, 'East', (7, 4))
Element 5: (1, (7, 4), ['', '.', '', '.'], [(12, 4), (7, 6), (15, 6)], [False, False, False, False], 90, False, [False, True, False, True], 2145, 'East', (8, 4))
Element 6: (1, (8, 4), ['', '.', '', '.'], [(13, 4), (8, 6), (15, 7)], [False, False, False, False], 88, False, [False, True, False, True], 2184, 'East', (9, 4))
Element 7: (1, (9, 4), ['', '.', '', ''], [(14, 4), (9, 6), (15, 8)], [False, False, False, False], 86, False, [False, True, False, False], 2223, 'South', (9, 3))
Element 8: (1, (9, 3), ['.', '.', '', '.'], [(15, 4), (10, 6), (15, 9)], [False, False, False, False], 84, False, [True, True, False, True], 2262, 'East', (10, 3))
Element 9: (1, (10, 3), ['', '.', '', '.'], [(15, 5), (10, 7), (14, 9)], [False, False, False, False], 82, False, [False, True, False, True], 2301, 'East', (11, 3))
Element 10: (1, (11, 3), ['', '%', '', '.'], [(14, 5), (10, 8), (14, 8)], [False, True, False, False], 80, False, [False, False, False, True], 3330, 'East', (12, 3))
Element 11: (1, (12, 3), ['', '%', '', '.'], [(13, 5), (11, 8), (14, 7)], [False, True, False, False], 78, False, [False, False, False, True], 4359, 'East', (13, 3))
Element 12: (1, (13, 3), ['', '.', '', '.'], [(12, 5), (11, 9), (13, 7)], [False, False, False, False], 76, False, [False, True, False, True], 5388, 'East', (14, 3))
Element 13: #1#
