Element 1: (1, (6, 1), ['%', '%', '.', '.'], [(15, 3), (7, 7), (7, 8)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (7, 1))
Element 2: (1, (7, 1), ['', '%', '.', '.'], [(15, 4), (8, 7), (8, 8)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (8, 1))
Element 3: (1, (8, 1), ['', '%', '.', '.'], [(15, 5), (9, 7), (9, 8)], [False, True, False, False], 94, False, [False, False, True, True], 87, 'East', (9, 1))
Element 4: (1, (9, 1), ['', '%', '.', '.'], [(15, 6), (10, 7), (10, 8)], [False, True, False, False], 92, False, [False, False, True, True], 1116, 'East', (10, 1))
Element 5: (1, (10, 1), ['', '%', '.', '.'], [(15, 7), (11, 7), (11, 8)], [False, True, False, False], 90, False, [False, False, True, True], 2145, 'East', (11, 1))
Element 6: (1, (11, 1), ['', '%', '%', '.'], [(15, 8), (12, 7), (11, 9)], [False, True, True, False], 88, False, [False, False, False, True], 3174, 'East', (12, 1))
Element 7: (1, (12, 1), ['', '%', '%', '.'], [(15, 9), (13, 7), (10, 9)], [False, True, True, False], 86, False, [False, False, False, True], 4203, 'East', (13, 1))
Element 8: (1, (13, 1), ['', '%', '.', '.'], [(14, 9), (14, 7), (9, 9)], [False, True, False, False], 84, False, [False, False, True, True], 4242, 'East', (14, 1))
Element 9: (1, (14, 1), ['', '%', '%', '%'], [(13, 9), (14, 8), (8, 9)], [False, True, True, True], 82, False, [False, False, False, False], 4281, 'West', (13, 1))
Element 10: (1, (13, 1), ['', '%', '.', ''], [(12, 9), (13, 8), (7, 9)], [False, True, False, False], 80, False, [False, False, True, False], 4310, 'North', (13, 2))
Element 11: (1, (13, 2), ['%', '', '.', '%'], [(11, 9), (12, 8), (6, 9)], [True, False, False, True], 78, False, [False, False, True, False], 4339, 'North', (13, 3))
Element 12: (1, (13, 3), ['.', '', '.', '.'], [(11, 8), (12, 9), (6, 8)], [False, False, False, False], 76, False, [True, False, True, True], 4358, 'East', (14, 3))
Element 13: (1, (14, 3), ['', '%', '.', ''], [(12, 8), (13, 9), (6, 7)], [False, True, False, False], 74, False, [False, False, True, False], 4377, 'North', (14, 4))
Element 14: (1, (14, 4), ['.', '', '.', ''], [(13, 8), (14, 9), (6, 6)], [False, False, False, False], 72, False, [True, False, True, False], 4396, 'North', (14, 5))
Element 15: (1, (14, 5), ['.', '', '.', ''], [(14, 8), (15, 9), (7, 6)], [False, False, False, False], 70, False, [True, False, True, False], 4415, 'North', (14, 6))
Element 16: (1, (14, 6), ['.', '', 'G', ''], [(14, 7), (15, 8), (8, 6)], [False, False, False, False], 68, False, [True, False, False, False], 4434, 'West', (13, 6))
Element 17: (1, (13, 6), ['.', '.', '', 'G'], [(14, 6), (15, 7), (9, 6)], [False, False, False, False], 66, False, [True, True, False, False], 4453, 'South', (13, 5))
Element 18: (1, (13, 5), ['.', '.', '', 'G'], [(14, 5), (15, 6), (10, 6)], [False, False, False, False], 64, False, [True, True, False, False], 4472, 'South', (13, 4))
Element 19: (1, (13, 4), ['.', '', '', 'G'], [(14, 4), (15, 5), (11, 6)], [False, False, False, False], 62, False, [True, False, False, False], 4491, 'West', (12, 4))
Element 20: (1, (12, 4), ['F', '.', '.', ''], [(14, 3), (15, 4), (12, 6)], [False, False, False, False], 60, False, [False, True, True, False], 4510, 'West', (11, 4))
Element 21: (1, (11, 4), ['F', '.', '.', ''], [(13, 3), (15, 3), (12, 5)], [False, False, False, False], 58, False, [False, True, True, False], 5519, 'West', (10, 4))
Element 22: #1#
