Element 1: (0, (18, 1), ['.', '%', '%', '%'], [(1, 3), (1, 9), (4, 5)], [False, True, True, True], 98, False, [True, False, False, False], 0, 'West', (17, 1))
Element 2: (0, (17, 1), ['.', '%', '%', ''], [(1, 4), (1, 8), (5, 5)], [False, True, True, False], 96, False, [True, False, False, False], 39, 'West', (16, 1))
Element 3: (0, (16, 1), ['%', '%', '%', ''], [(1, 5), (1, 7), (6, 5)], [True, True, True, False], 94, False, [False, False, False, False], 78, 'East', (17, 1))
Element 4: (0, (17, 1), ['', '%', '%', ''], [(1, 6), (1, 8), (7, 5)], [False, True, True, False], 92, False, [False, False, False, False], 97, 'East', (18, 1))
Element 5: (0, (18, 1), ['', '%', '%', '%'], [(1, 7), (1, 9), (8, 5)], [False, True, True, True], 90, False, [False, False, False, False], 106, 'Stop', (18, 1))
Element 6: (0, (18, 1), ['', '%', '%', '%'], [(1, 8), (1, 9), (9, 5)], [False, True, True, True], 88, False, [False, False, False, False], 115, 'West', (17, 1))
Element 7: (0, (17, 1), ['', '%', '%', ''], [(1, 7), (1, 8), (10, 5)], [False, True, True, False], 86, False, [False, False, False, False], 124, 'West', (16, 1))
Element 8: (0, (16, 1), ['%', '%', '%', ''], [(1, 6), (1, 7), (10, 4)], [True, True, True, False], 84, False, [False, False, False, False], 1123, 'East', (17, 1))
Element 9: (0, (17, 1), ['', '%', '%', ''], [(1, 5), (1, 6), (11, 4)], [False, True, True, False], 82, False, [False, False, False, False], 2122, 'East', (18, 1))
Element 10: (0, (18, 1), ['', '%', '%', '%'], [(1, 4), (1, 5), (12, 4)], [False, True, True, True], 80, False, [False, False, False, False], 2131, 'Stop', (18, 1))
Element 11: (0, (18, 1), ['', '%', '%', '%'], [(1, 3), (1, 4), (13, 4)], [False, True, True, True], 78, False, [False, False, False, False], 2140, 'West', (17, 1))
Element 12: (0, (17, 1), ['', '%', '%', ''], [(1, 2), (1, 3), (14, 4)], [False, True, True, False], 76, False, [False, False, False, False], 2159, 'West', (16, 1))
Element 13: (0, (16, 1), ['%', '%', '%', ''], [(1, 1), (1, 2), (15, 4)], [True, True, True, False], 74, False, [False, False, False, False], 2178, 'East', (17, 1))
Element 14: (0, (17, 1), ['', '%', '%', ''], [(2, 1), (1, 1), (15, 5)], [False, True, True, False], 72, False, [False, False, False, False], 2197, 'East', (18, 1))
Element 15: (0, (18, 1), ['', '%', '%', '%'], [(3, 1), (2, 1), (15, 6)], [False, True, True, True], 70, False, [False, False, False, False], 2216, 'Stop', (18, 1))
Element 16: (0, (18, 1), ['', '%', '%', '%'], [(4, 1), (3, 1), (15, 7)], [False, True, True, True], 68, False, [False, False, False, False], 2235, 'West', (17, 1))
Element 17: (0, (17, 1), ['', '%', '%', ''], [(4, 2), (4, 1), (15, 8)], [False, True, True, False], 66, False, [False, False, False, False], 2254, 'West', (16, 1))
Element 18: (0, (16, 1), ['%', '%', '%', ''], [(4, 3), (4, 2), (15, 9)], [True, True, True, False], 64, False, [False, False, False, False], 2273, 'East', (17, 1))
Element 19: (0, (17, 1), ['', '%', '%', ''], [(5, 3), (4, 3), (14, 9)], [False, True, True, False], 62, False, [False, False, False, False], 2292, 'East', (18, 1))
Element 20: (0, (18, 1), ['', '%', '%', '%'], [(6, 3), (4, 4), (14, 8)], [False, True, True, True], 60, False, [False, False, False, False], 2321, 'Stop', (18, 1))
Element 21: (0, (18, 1), ['', '%', '%', '%'], [(7, 3), (5, 4), (14, 7)], [False, True, True, True], 58, False, [False, False, False, False], 2350, 'West', (17, 1))
Element 22: (0, (17, 1), ['', '%', '%', ''], [(8, 3), (6, 4), (14, 6)], [False, True, True, False], 56, False, [False, False, False, False], 2379, 'West', (16, 1))
Element 23: (0, (16, 1), ['%', '%', '%', ''], [(9, 3), (7, 4), (14, 5)], [True, True, True, False], 54, False, [False, False, False, False], 2408, 'East', (17, 1))
Element 24: (0, (17, 1), ['', '%', '%', ''], [(10, 3), (8, 4), (13, 5)], [False, True, True, False], 52, False, [False, False, False, False], 2437, 'East', (18, 1))
Element 25: (0, (18, 1), ['', '%', '%', '%'], [(11, 3), (9, 4), (13, 6)], [False, True, True, True], 50, False, [False, False, False, False], 2466, 'Stop', (18, 1))
Element 26: (0, (18, 1), ['', '%', '%', '%'], [(12, 3), (10, 4), (13, 7)], [False, True, True, True], 48, False, [False, False, False, False], 2485, 'West', (17, 1))
Element 27: (0, (17, 1), ['', '%', '%', ''], [(13, 3), (11, 4), (13, 8)], [False, True, True, False], 46, False, [False, False, False, False], 2504, 'West', (16, 1))
Element 28: (0, (16, 1), ['%', '%', '%', ''], [(14, 3), (11, 5), (13, 9)], [True, True, True, False], 44, False, [False, False, False, False], 2533, 'East', (17, 1))
Element 29: (0, (17, 1), ['', '%', '%', ''], [(15, 3), (12, 5), (12, 9)], [False, True, True, False], 42, False, [False, False, False, False], 2562, 'East', (18, 1))
Element 30: (0, (18, 1), ['', '%', '%', '%'], [(15, 2), (12, 6), (11, 9)], [False, True, True, True], 40, False, [False, False, False, False], 3581, 'Stop', (18, 1))
Element 31: (0, (18, 1), ['', '%', '%', '%'], [(15, 3), (12, 7), (11, 8)], [False, True, True, True], 38, False, [False, False, False, False], 4590, 'West', (17, 1))
Element 32: (0, (17, 1), ['', '%', '%', ''], [(15, 4), (12, 8), (10, 8)], [False, True, True, False], 36, False, [False, False, False, False], 5599, 'West', (16, 1))
Element 33: #1#
