Element 1: (1, (11, 1), ['.', '%', '%', '.'], [(4, 3), (15, 3), (15, 7)], [False, True, True, False], 98, False, [True, False, False, True], 9, 'East', (12, 1))
Element 2: (1, (12, 1), ['', '%', '%', '.'], [(5, 3), (15, 4), (15, 8)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (13, 1))
Element 3: (1, (13, 1), ['', '%', '.', '.'], [(6, 3), (15, 5), (15, 9)], [False, True, False, False], 94, False, [False, False, True, True], 87, 'East', (14, 1))
Element 4: (1, (14, 1), ['', '%', '%', '%'], [(7, 3), (15, 6), (14, 9)], [False, True, True, True], 92, False, [False, False, False, False], 126, 'West', (13, 1))
Element 5: (1, (13, 1), ['', '%', '.', ''], [(8, 3), (14, 6), (14, 8)], [False, True, False, False], 90, False, [False, False, True, False], 155, 'North', (13, 2))
Element 6: (1, (13, 2), ['%', '', '.', '%'], [(9, 3), (14, 7), (13, 8)], [True, False, False, True], 88, False, [False, False, True, False], 194, 'North', (13, 3))
Element 7: (1, (13, 3), ['.', '', '.', '.'], [(10, 3), (13, 7), (13, 9)], [False, False, False, False], 86, False, [True, False, True, True], 233, 'East', (14, 3))
Element 8: (1, (14, 3), ['', '%', '.', ''], [(10, 4), (13, 6), (12, 9)], [False, True, False, False], 84, False, [False, False, True, False], 1262, 'North', (14, 4))
Element 9: (1, (14, 4), ['.', '', '.', ''], [(11, 4), (13, 5), (11, 9)], [False, False, False, False], 82, False, [True, False, True, False], 3281, 'North', (14, 5))
Element 10: (1, (14, 5), ['', '', '', ''], [(12, 4), (13, 4), (11, 8)], [False, False, False, False], 80, False, [False, False, False, False], 4310, 'East', (15, 5))
Element 11: (1, (15, 5), ['', '', '', '%'], [(12, 5), (14, 4), (10, 8)], [False, False, False, True], 78, False, [False, False, False, False], 5319, 'North', (15, 6))
Element 12: #1#
