Element 1: (1, (6, 1), ['%', '%', '.', '.'], [(11, 6), (8, 9), (15, 8)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (7, 1))
Element 2: (1, (7, 1), ['', '%', '.', '.'], [(12, 6), (9, 9), (15, 9)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (8, 1))
Element 3: (1, (8, 1), ['', '%', '.', '.'], [(13, 6), (10, 9), (14, 9)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (9, 1))
Element 4: (1, (9, 1), ['', '%', '.', '.'], [(14, 6), (11, 9), (14, 8)], [False, True, False, False], 92, False, [False, False, True, True], 2106, 'East', (10, 1))
Element 5: (1, (10, 1), ['', '%', '.', '.'], [(15, 6), (11, 8), (14, 7)], [False, True, False, False], 90, False, [False, False, True, True], 3135, 'East', (11, 1))
Element 6: (1, (11, 1), ['', '%', '%', '.'], [(15, 5), (10, 8), (15, 7)], [False, True, True, False], 88, False, [False, False, False, True], 4164, 'East', (12, 1))
Element 7: (1, (12, 1), ['', '%', '%', '.'], [(15, 4), (10, 7), (15, 6)], [False, True, True, False], 86, False, [False, False, False, True], 4193, 'East', (13, 1))
Element 8: (1, (13, 1), ['', '%', '.', '.'], [(15, 3), (11, 7), (15, 5)], [False, True, False, False], 84, False, [False, False, True, True], 4222, 'East', (14, 1))
Element 9: (1, (14, 1), ['', '%', '%', '%'], [(15, 2), (12, 7), (14, 5)], [False, True, True, True], 82, False, [False, False, False, False], 4261, 'West', (13, 1))
Element 10: (1, (13, 1), ['', '%', '.', ''], [(15, 3), (13, 7), (14, 4)], [False, True, False, False], 80, False, [False, False, True, False], 4280, 'North', (13, 2))
Element 11: (1, (13, 2), ['%', '', '.', '%'], [(15, 2), (13, 8), (14, 3)], [True, False, False, True], 78, False, [False, False, True, False], 4309, 'North', (13, 3))
Element 12: (1, (13, 3), ['.', '', '.', ''], [(15, 2), (13, 9), (15, 3)], [False, False, False, False], 76, False, [True, False, True, False], 4328, 'North', (13, 4))
Element 13: (1, (13, 4), ['.', '', '.', ''], [(15, 3), (12, 9), (15, 4)], [False, False, False, False], 74, False, [True, False, True, False], 4347, 'North', (13, 5))
Element 14: (1, (13, 5), ['.', '', '', ''], [(14, 3), (12, 8), (14, 4)], [False, False, False, False], 72, False, [True, False, False, False], 4366, 'West', (12, 5))
Element 15: (1, (12, 5), ['.', '.', '', ''], [(14, 4), (12, 9), (13, 4)], [False, False, False, False], 70, False, [True, True, False, False], 4375, 'South', (12, 4))
Element 16: (1, (12, 4), ['F', '.', '', ''], [(14, 5), (13, 9), (13, 5)], [False, False, False, False], 68, False, [False, True, False, False], 4384, 'West', (11, 4))
Element 17: (1, (11, 4), ['F', '.', '.', ''], [(13, 5), (14, 9), (13, 6)], [False, False, False, False], 66, False, [False, True, True, False], 5383, 'West', (10, 4))
Element 18: #1#
