Element 1: (0, (1, 5), ['%', '.', '.', '%'], [(1, 1), (12, 4), (14, 7)], [True, False, False, True], 98, False, [False, True, True, False], 0, 'North', (1, 6))
Element 2: (0, (1, 6), ['%', '', '.', '%'], [(2, 1), (11, 4), (15, 7)], [True, False, False, True], 96, False, [False, False, True, False], 1029, 'North', (1, 7))
Element 3: (0, (1, 7), ['%', '', '.', '%'], [(3, 1), (10, 4), (15, 8)], [True, False, False, True], 94, False, [False, False, True, False], 2058, 'North', (1, 8))
Element 4: (0, (1, 8), ['%', '', '.', '%'], [(4, 1), (10, 5), (15, 9)], [True, False, False, True], 92, False, [False, False, True, False], 2097, 'North', (1, 9))
Element 5: (0, (1, 9), ['%', '', '%', '%'], [(4, 2), (11, 5), (14, 9)], [True, False, True, True], 90, False, [False, False, False, False], 2136, 'South', (1, 8))
Element 6: (0, (1, 8), ['%', '', '', '%'], [(4, 3), (12, 5), (14, 8)], [True, False, False, True], 88, False, [False, False, False, False], 2165, 'South', (1, 7))
Element 7: (0, (1, 7), ['%', '', '', '%'], [(5, 3), (13, 5), (13, 8)], [True, False, False, True], 86, False, [False, False, False, False], 2194, 'South', (1, 6))
Element 8: (0, (1, 6), ['%', '', '', '%'], [(6, 3), (14, 5), (13, 9)], [True, False, False, True], 84, False, [False, False, False, False], 2223, 'South', (1, 5))
Element 9: (0, (1, 5), ['%', '.', '', '%'], [(7, 3), (15, 5), (12, 9)], [True, False, False, True], 82, False, [False, True, False, False], 2252, 'South', (1, 4))
Element 10: (0, (1, 4), ['%', '.', '', '%'], [(8, 3), (15, 6), (11, 9)], [True, False, False, True], 80, False, [False, True, False, False], 3281, 'South', (1, 3))
Element 11: (0, (1, 3), ['%', '.', '', '%'], [(9, 3), (14, 6), (11, 8)], [True, False, False, True], 78, False, [False, True, False, False], 4310, 'South', (1, 2))
Element 12: (0, (1, 2), ['%', '', '', '%'], [(10, 3), (13, 6), (10, 8)], [True, False, False, True], 76, False, [False, False, False, False], 5339, 'South', (1, 1))
Element 13: #1#
