Element 1: (0, (8, 5), ['.', '.', '.', '.'], [(1, 8), (4, 7), (15, 2)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (9, 5))
Element 2: (0, (9, 5), ['', '.', '.', '.'], [(1, 9), (5, 7), (15, 3)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (10, 5))
Element 3: (0, (10, 5), ['', 'F', '.', '.'], [(1, 8), (6, 7), (15, 4)], [False, False, False, False], 94, False, [False, False, True, True], 68, 'South', (10, 4))
Element 4: (0, (10, 4), ['.', '.', '', 'F'], [(1, 7), (7, 7), (15, 5)], [False, False, False, False], 92, False, [True, True, False, False], 1097, 'East', (11, 4))
Element 5: (0, (11, 4), ['', '.', '.', '.'], [(1, 6), (8, 7), (15, 6)], [False, False, False, False], 90, False, [False, True, True, True], 2126, 'East', (12, 4))
Element 6: (0, (12, 4), ['', '.', '.', '.'], [(1, 5), (9, 7), (15, 7)], [False, False, False, False], 88, False, [False, True, True, True], 2165, 'East', (13, 4))
Element 7: (0, (13, 4), ['', '.', '.', '.'], [(1, 4), (10, 7), (15, 8)], [False, False, False, False], 86, False, [False, True, True, True], 2204, 'East', (14, 4))
Element 8: (0, (14, 4), ['', '.', '.', ''], [(1, 3), (10, 8), (15, 9)], [False, False, False, False], 84, False, [False, True, True, False], 3233, 'North', (14, 5))
Element 9: (0, (14, 5), ['.', '', '.', ''], [(1, 2), (11, 8), (14, 9)], [False, False, False, False], 82, False, [True, False, True, False], 4262, 'North', (14, 6))
Element 10: (0, (14, 6), ['.', '', '.', ''], [(1, 1), (11, 9), (14, 8)], [False, False, False, False], 80, False, [True, False, True, False], 5291, 'North', (14, 7))
Element 11: #1#
