Element 1: (3, (14, 3), ['.', '%', '.', '.'], [(15, 9), (4, 6), (6, 7)], [False, True, False, False], 98, False, [True, False, True, True], 29, 'East', (15, 3))
Element 2: (3, (15, 3), ['', '.', '.', '%'], [(15, 8), (5, 6), (7, 7)], [False, False, False, True], 96, False, [False, True, True, False], 68, 'North', (15, 4))
Element 3: (3, (15, 4), ['.', '', '.', '%'], [(15, 7), (6, 6), (8, 7)], [False, False, False, True], 94, False, [True, False, True, False], 107, 'North', (15, 5))
Element 4: (3, (15, 5), ['.', '', 'G', '%'], [(15, 6), (7, 6), (9, 7)], [False, False, False, True], 92, False, [True, False, False, False], 146, 'West', (14, 5))
Element 5: (3, (14, 5), ['.', '.', 'G', ''], [(14, 6), (8, 6), (10, 7)], [False, False, False, False], 90, False, [True, True, False, False], 185, 'South', (14, 4))
Element 6: (3, (14, 4), ['.', '', '', ''], [(14, 7), (9, 6), (10, 8)], [False, False, False, False], 88, False, [True, False, False, False], 1214, 'West', (13, 4))
Element 7: (3, (13, 4), ['.', '.', '.', ''], [(14, 8), (10, 6), (11, 8)], [False, False, False, False], 86, False, [True, True, True, False], 2243, 'North', (13, 5))
Element 8: (3, (13, 5), ['.', '', '.', ''], [(13, 8), (11, 6), (11, 9)], [False, False, False, False], 84, False, [True, False, True, False], 3272, 'North', (13, 6))
Element 9: (3, (13, 6), ['G', '', '.', ''], [(13, 9), (12, 6), (10, 9)], [False, False, False, False], 82, False, [False, False, True, False], 4301, 'North', (13, 7))
Element 10: (3, (13, 7), ['G', '', '', ''], [(12, 9), (12, 7), (9, 9)], [False, False, False, False], 80, False, [False, False, False, False], 4340, 'East', (14, 7))
Element 11: (3, (14, 7), ['', '', '', ''], [(12, 8), (11, 7), (9, 8)], [False, False, False, False], 78, False, [False, False, False, False], 4369, 'East', (15, 7))
Element 12: (3, (15, 7), ['', '', '', '%'], [(12, 7), (11, 8), (8, 8)], [False, False, False, True], 76, False, [False, False, False, False], 4378, 'North', (15, 8))
Element 13: (3, (15, 8), ['', '', '', '%'], [(13, 7), (12, 8), (8, 9)], [False, False, False, True], 74, False, [False, False, False, False], 4387, 'North', (15, 9))
Element 14: (3, (15, 9), ['', '', '%', '%'], [(13, 6), (13, 8), (7, 9)], [False, False, True, True], 72, False, [False, False, False, False], 4396, 'West', (14, 9))
Element 15: (3, (14, 9), ['', 'G', '%', ''], [(13, 5), (14, 8), (7, 8)], [False, False, True, False], 70, False, [False, False, False, False], 4405, 'West', (13, 9))
Element 16: (3, (13, 9), ['', '', '%', ''], [(12, 5), (15, 8), (6, 8)], [False, False, True, False], 68, False, [False, False, False, False], 4424, 'South', (13, 8))
Element 17: (3, (13, 8), ['', '', '', ''], [(12, 4), (15, 9), (6, 9)], [False, False, False, False], 66, False, [False, False, False, False], 4443, 'East', (14, 8))
Element 18: (3, (14, 8), ['', '', 'G', ''], [(11, 4), (14, 9), (5, 9)], [False, False, False, False], 64, False, [False, False, False, False], 5452, 'West', (13, 8))
Element 19: #1#
