Element 1: (3, (16, 1), ['%', '%', '%', '.'], [(15, 6), (4, 6), (4, 3)], [True, True, True, False], 98, False, [False, False, False, True], 29, 'East', (17, 1))
Element 2: (3, (17, 1), ['', '%', '%', '.'], [(15, 7), (5, 6), (5, 3)], [False, True, True, False], 96, False, [False, False, False, True], 68, 'East', (18, 1))
Element 3: (3, (18, 1), ['', '%', '%', '%'], [(15, 8), (6, 6), (6, 3)], [False, True, True, True], 94, False, [False, False, False, False], 107, 'West', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', ''], [(15, 9), (7, 6), (7, 3)], [False, True, True, False], 92, False, [False, False, False, False], 136, 'West', (16, 1))
Element 5: (3, (16, 1), ['%', '%', '%', ''], [(14, 9), (8, 6), (8, 3)], [True, True, True, False], 90, False, [False, False, False, False], 165, 'Stop', (16, 1))
Element 6: (3, (16, 1), ['%', '%', '%', ''], [(14, 8), (9, 6), (9, 3)], [True, True, True, False], 88, False, [False, False, False, False], 194, 'East', (17, 1))
Element 7: (3, (17, 1), ['', '%', '%', ''], [(14, 7), (10, 6), (10, 3)], [False, True, True, False], 86, False, [False, False, False, False], 223, 'East', (18, 1))
Element 8: (3, (18, 1), ['', '%', '%', '%'], [(13, 7), (11, 6), (10, 4)], [False, True, True, True], 84, False, [False, False, False, False], 1242, 'West', (17, 1))
Element 9: (3, (17, 1), ['', '%', '%', ''], [(13, 8), (12, 6), (11, 4)], [False, True, True, False], 82, False, [False, False, False, False], 2261, 'West', (16, 1))
Element 10: (3, (16, 1), ['%', '%', '%', ''], [(13, 9), (13, 6), (12, 4)], [True, True, True, False], 80, False, [False, False, False, False], 2290, 'Stop', (16, 1))
Element 11: (3, (16, 1), ['%', '%', '%', ''], [(12, 9), (13, 5), (13, 4)], [True, True, True, False], 78, False, [False, False, False, False], 2319, 'East', (17, 1))
Element 12: (3, (17, 1), ['', '%', '%', ''], [(11, 9), (14, 5), (14, 4)], [False, True, True, False], 76, False, [False, False, False, False], 3338, 'East', (18, 1))
Element 13: (3, (18, 1), ['', '%', '%', '%'], [(11, 8), (15, 5), (15, 4)], [False, True, True, True], 74, False, [False, False, False, False], 4357, 'West', (17, 1))
Element 14: (3, (17, 1), ['', '%', '%', ''], [(10, 8), (15, 6), (15, 3)], [False, True, True, False], 72, False, [False, False, False, False], 5366, 'West', (16, 1))
Element 15: #1#
