Element 1: (2, (8, 6), ['.', '.', '.', '.'], [(17, 1), (4, 3), (13, 8)], [False, False, False, False], 98, False, [True, True, True, True], 19, 'East', (9, 6))
Element 2: (2, (9, 6), ['', '.', '.', '.'], [(18, 1), (5, 3), (14, 8)], [False, False, False, False], 96, False, [False, True, True, True], 58, 'East', (10, 6))
Element 3: (2, (10, 6), ['', '.', '.', '.'], [(17, 1), (6, 3), (15, 8)], [False, False, False, False], 94, False, [False, True, True, True], 87, 'East', (11, 6))
Element 4: (2, (11, 6), ['', '.', '.', '.'], [(16, 1), (7, 3), (15, 9)], [False, False, False, False], 92, False, [False, True, True, True], 116, 'East', (12, 6))
Element 5: (2, (12, 6), ['', '.', '.', '.'], [(16, 1), (8, 3), (14, 9)], [False, False, False, False], 90, False, [False, True, True, True], 145, 'East', (13, 6))
Element 6: (2, (13, 6), ['', '.', '.', '.'], [(17, 1), (9, 3), (13, 9)], [False, False, False, False], 88, False, [False, True, True, True], 174, 'East', (14, 6))
Element 7: (2, (14, 6), ['', '.', '.', '.'], [(18, 1), (10, 3), (12, 9)], [False, False, False, False], 86, False, [False, True, True, True], 203, 'East', (15, 6))
Element 8: (2, (15, 6), ['', '.', '.', '%'], [(17, 1), (10, 4), (11, 9)], [False, False, False, True], 84, False, [False, True, True, False], 2212, 'North', (15, 7))
Element 9: (2, (15, 7), ['.', '', '', '%'], [(16, 1), (11, 4), (11, 8)], [False, False, False, True], 82, False, [True, False, False, False], 4221, 'West', (14, 7))
Element 10: (2, (14, 7), ['.', '', '', ''], [(16, 1), (12, 4), (10, 8)], [False, False, False, False], 80, False, [True, False, False, False], 5240, 'West', (13, 7))
Element 11: #1#
