Element 1: (2, (11, 1), ['.', '%', '%', '.'], [(15, 9), (5, 7), (14, 5)], [False, True, True, False], 98, False, [True, False, False, True], 19, 'East', (12, 1))
Element 2: (2, (12, 1), ['', '%', '%', '.'], [(15, 8), (6, 7), (15, 5)], [False, True, True, False], 96, False, [False, False, False, True], 58, 'East', (13, 1))
Element 3: (2, (13, 1), ['', '%', '.', '.'], [(15, 7), (7, 7), (15, 6)], [False, True, False, False], 94, False, [False, False, True, True], 97, 'East', (14, 1))
Element 4: (2, (14, 1), ['', '%', '%', '%'], [(14, 7), (8, 7), (14, 6)], [False, True, True, True], 92, False, [False, False, False, False], 136, 'West', (13, 1))
Element 5: (2, (13, 1), ['', '%', '.', ''], [(14, 8), (9, 7), (13, 6)], [False, True, False, False], 90, False, [False, False, True, False], 165, 'North', (13, 2))
Element 6: (2, (13, 2), ['%', '', '.', '%'], [(13, 8), (10, 7), (13, 7)], [True, False, False, True], 88, False, [False, False, True, False], 204, 'North', (13, 3))
Element 7: (2, (13, 3), ['.', '', '.', '.'], [(13, 9), (10, 8), (12, 7)], [False, False, False, False], 86, False, [True, False, True, True], 1233, 'East', (14, 3))
Element 8: (2, (14, 3), ['', '%', '.', '.'], [(12, 9), (11, 8), (12, 8)], [False, True, False, False], 84, False, [False, False, True, True], 2262, 'East', (15, 3))
Element 9: (2, (15, 3), ['', '.', '.', '%'], [(11, 9), (11, 7), (13, 8)], [False, False, False, True], 82, False, [False, True, True, False], 3281, 'North', (15, 4))
Element 10: (2, (15, 4), ['.', '', '', '%'], [(10, 9), (11, 6), (14, 8)], [False, False, False, True], 80, False, [True, False, False, False], 4300, 'West', (14, 4))
Element 11: (2, (14, 4), ['.', '', '', ''], [(9, 9), (12, 6), (15, 8)], [False, False, False, False], 78, False, [True, False, False, False], 4329, 'West', (13, 4))
Element 12: (2, (13, 4), ['.', '', '.', ''], [(9, 8), (12, 5), (15, 9)], [False, False, False, False], 76, False, [True, False, True, False], 4358, 'North', (13, 5))
Element 13: (2, (13, 5), ['', '', '', ''], [(8, 8), (12, 4), (14, 9)], [False, False, False, False], 74, False, [False, False, False, False], 4387, 'East', (14, 5))
Element 14: (2, (14, 5), ['', '', '', ''], [(8, 9), (11, 4), (13, 9)], [False, False, False, False], 72, False, [False, False, False, False], 5396, 'East', (15, 5))
Element 15: #1#
