Element 1: (2, (8, 8), ['.', '.', 'G', '.'], [(8, 9), (6, 6), (12, 1)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'East', (9, 8))
Element 2: (2, (9, 8), ['', '.', 'G', 'F'], [(9, 9), (7, 6), (13, 1)], [False, False, False, False], 96, False, [False, True, False, False], 58, 'East', (10, 8))
Element 3: (2, (10, 8), ['', '.', 'G', 'F'], [(10, 9), (8, 6), (14, 1)], [False, False, False, False], 94, False, [False, True, False, False], 2077, 'East', (11, 8))
Element 4: (2, (11, 8), ['', '.', 'G', '.'], [(11, 9), (9, 6), (13, 1)], [False, False, False, False], 92, False, [False, True, False, True], 4086, 'East', (12, 8))
Element 5: (2, (12, 8), ['', '.', 'G', '.'], [(12, 9), (10, 6), (13, 2)], [False, False, False, False], 90, False, [False, True, False, True], 4125, 'East', (13, 8))
Element 6: (2, (13, 8), ['', '.', 'G', '.'], [(13, 9), (11, 6), (13, 3)], [False, False, False, False], 88, False, [False, True, False, True], 4164, 'East', (14, 8))
Element 7: (2, (14, 8), ['', '.', 'G', '.'], [(14, 9), (12, 6), (14, 3)], [False, False, False, False], 86, False, [False, True, False, True], 4203, 'East', (15, 8))
Element 8: (2, (15, 8), ['', '.', 'G', '%'], [(15, 9), (13, 6), (15, 3)], [False, False, False, True], 84, False, [False, True, False, False], 4242, 'South', (15, 7))
Element 9: (2, (15, 7), ['.', '.', 'G', '%'], [(15, 8), (14, 6), (15, 4)], [False, False, False, True], 82, False, [True, True, False, False], 4271, 'South', (15, 6))
Element 10: (2, (15, 6), ['', 'G', 'G', '%'], [(15, 7), (14, 7), (15, 5)], [False, False, False, True], 80, False, [False, False, False, False], 4300, 'West', (14, 6))
Element 11: (2, (14, 6), ['', 'G', '', 'G'], [(15, 6), (13, 7), (14, 5)], [False, False, False, False], 78, False, [False, False, False, False], 4319, 'North', (14, 7))
Element 12: (2, (14, 7), ['', '', '', ''], [(15, 5), (12, 7), (14, 4)], [False, False, False, False], 76, False, [False, False, False, False], 4338, 'West', (13, 7))
Element 13: (2, (13, 7), ['', '', '', ''], [(15, 4), (11, 7), (13, 4)], [False, False, False, False], 74, False, [False, False, False, False], 4357, 'South', (13, 6))
Element 14: (2, (13, 6), ['', 'G', '', ''], [(15, 3), (10, 7), (13, 5)], [False, False, False, False], 72, False, [False, False, False, False], 4376, 'West', (12, 6))
Element 15: (2, (12, 6), ['', 'G', '', ''], [(15, 2), (9, 7), (12, 5)], [False, False, False, False], 70, False, [False, False, False, False], 4405, 'North', (12, 7))
Element 16: (2, (12, 7), ['', '', '', ''], [(15, 3), (8, 7), (12, 4)], [False, False, False, False], 68, False, [False, False, False, False], 4424, 'West', (11, 7))
Element 17: (2, (11, 7), ['', '', '', ''], [(14, 3), (7, 7), (11, 4)], [False, False, False, False], 66, False, [False, False, False, False], 5433, 'South', (11, 6))
Element 18: #1#
