Element 1: (1, (1, 7), ['%', '.', '.', '%'], [(17, 1), (12, 1), (14, 9)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (1, 8))
Element 2: (1, (1, 8), ['%', '', '.', '%'], [(18, 1), (13, 1), (15, 9)], [True, False, False, True], 96, False, [False, False, True, False], 48, 'North', (1, 9))
Element 3: (1, (1, 9), ['%', '', '%', '%'], [(17, 1), (14, 1), (15, 8)], [True, False, True, True], 94, False, [False, False, False, False], 77, 'South', (1, 8))
Element 4: (1, (1, 8), ['%', '', '', '%'], [(16, 1), (13, 1), (15, 7)], [True, False, False, True], 92, False, [False, False, False, False], 86, 'South', (1, 7))
Element 5: (1, (1, 7), ['%', '.', '', '%'], [(16, 1), (13, 2), (15, 6)], [True, False, False, True], 90, False, [False, True, False, False], 105, 'South', (1, 6))
Element 6: (1, (1, 6), ['%', '.', '', '%'], [(17, 1), (13, 3), (15, 5)], [True, False, False, True], 88, False, [False, True, False, False], 134, 'South', (1, 5))
Element 7: (1, (1, 5), ['%', '.', '', '%'], [(18, 1), (14, 3), (15, 4)], [True, False, False, True], 86, False, [False, True, False, False], 163, 'South', (1, 4))
Element 8: (1, (1, 4), ['%', '.', '', '%'], [(17, 1), (15, 3), (14, 4)], [True, False, False, True], 84, False, [False, True, False, False], 192, 'South', (1, 3))
Element 9: (1, (1, 3), ['%', '.', '', '%'], [(16, 1), (15, 2), (14, 5)], [True, False, False, True], 82, False, [False, True, False, False], 221, 'South', (1, 2))
Element 10: (1, (1, 2), ['%', '.', '', '%'], [(16, 1), (15, 3), (14, 6)], [True, False, False, True], 80, False, [False, True, False, False], 240, 'South', (1, 1))
Element 11: (1, (1, 1), ['%', '%', '', '.'], [(17, 1), (15, 4), (14, 7)], [True, True, False, False], 78, False, [False, False, False, True], 259, 'East', (2, 1))
Element 12: (1, (2, 1), ['', '%', '%', '.'], [(18, 1), (15, 5), (14, 8)], [False, True, True, False], 76, False, [False, False, False, True], 278, 'East', (3, 1))
Element 13: (1, (3, 1), ['', '%', '%', '.'], [(17, 1), (15, 6), (13, 8)], [False, True, True, False], 74, False, [False, False, False, True], 297, 'East', (4, 1))
Element 14: (1, (4, 1), ['', '%', '.', '%'], [(16, 1), (15, 7), (13, 9)], [False, True, False, True], 72, False, [False, False, True, False], 316, 'North', (4, 2))
Element 15: (1, (4, 2), ['%', '', '.', '%'], [(16, 1), (15, 8), (12, 9)], [True, False, False, True], 70, False, [False, False, True, False], 335, 'North', (4, 3))
Element 16: (1, (4, 3), ['.', '', '.', '.'], [(17, 1), (15, 9), (11, 9)], [False, False, False, False], 68, False, [True, False, True, True], 1344, 'East', (5, 3))
Element 17: (1, (5, 3), ['', '%', '.', '.'], [(18, 1), (14, 9), (11, 8)], [False, True, False, False], 66, False, [False, False, True, True], 2353, 'East', (6, 3))
Element 18: (1, (6, 3), ['', '.', '.', '.'], [(17, 1), (14, 8), (10, 8)], [False, False, False, False], 64, False, [False, True, True, True], 3362, 'East', (7, 3))
Element 19: (1, (7, 3), ['', '.', '.', '.'], [(16, 1), (14, 7), (10, 9)], [False, False, False, False], 62, False, [False, True, True, True], 4371, 'East', (8, 3))
Element 20: (1, (8, 3), ['', '.', '.', '.'], [(16, 1), (13, 7), (9, 9)], [False, False, False, False], 60, False, [False, True, True, True], 4400, 'East', (9, 3))
Element 21: (1, (9, 3), ['', '.', '.', '.'], [(17, 1), (13, 6), (9, 8)], [False, False, False, False], 58, False, [False, True, True, True], 4429, 'East', (10, 3))
Element 22: (1, (10, 3), ['', '.', 'F', '.'], [(18, 1), (13, 5), (9, 7)], [False, False, False, False], 56, False, [False, True, False, True], 4458, 'North', (10, 4))
Element 23: (1, (10, 4), ['.', '', '.', 'F'], [(17, 1), (13, 4), (10, 7)], [False, False, False, False], 54, False, [True, False, True, False], 5477, 'East', (11, 4))
Element 24: #1#
