Element 1: (0, (13, 8), ['.', '.', '.', '.'], [(8, 7), (8, 9), (11, 6)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (14, 8))
Element 2: (0, (14, 8), ['', '.', '.', '.'], [(9, 7), (9, 9), (12, 6)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (15, 8))
Element 3: (0, (15, 8), ['', '.', '.', '%'], [(10, 7), (10, 9), (13, 6)], [False, False, False, True], 94, False, [False, True, True, False], 1068, 'North', (15, 9))
Element 4: (0, (15, 9), ['.', '', '%', '%'], [(10, 8), (11, 9), (14, 6)], [False, False, True, True], 92, False, [True, False, False, False], 3087, 'West', (14, 9))
Element 5: (0, (14, 9), ['.', '', '%', ''], [(11, 8), (12, 9), (15, 6)], [False, False, True, False], 90, False, [True, False, False, False], 4116, 'West', (13, 9))
Element 6: (0, (13, 9), ['', '', '%', ''], [(12, 8), (11, 9), (15, 7)], [False, False, True, False], 88, False, [False, False, False, False], 4145, 'West', (12, 9))
Element 7: (0, (12, 9), ['', '', '%', ''], [(12, 7), (10, 9), (14, 7)], [False, False, True, False], 86, False, [False, False, False, False], 4164, 'South', (12, 8))
Element 8: (0, (12, 8), ['', '', '', ''], [(13, 7), (9, 9), (14, 8)], [False, False, False, False], 84, False, [False, False, False, False], 4173, 'South', (12, 7))
Element 9: (0, (12, 7), ['.', '', '', ''], [(14, 7), (9, 8), (15, 8)], [False, False, False, False], 82, False, [True, False, False, False], 4182, 'West', (11, 7))
Element 10: (0, (11, 7), ['', '', '', ''], [(15, 7), (8, 8), (15, 9)], [False, False, False, False], 80, False, [False, False, False, False], 4201, 'North', (11, 8))
Element 11: (0, (11, 8), ['', '', '', ''], [(15, 8), (7, 8), (14, 9)], [False, False, False, False], 78, False, [False, False, False, False], 4210, 'North', (11, 9))
Element 12: (0, (11, 9), ['', '', '%', ''], [(15, 9), (7, 9), (13, 9)], [False, False, True, False], 76, False, [False, False, False, False], 4219, 'West', (10, 9))
Element 13: (0, (10, 9), ['', '', '%', ''], [(14, 9), (6, 9), (13, 8)], [False, False, True, False], 74, False, [False, False, False, False], 4228, 'South', (10, 8))
Element 14: (0, (10, 8), ['', '', '', ''], [(14, 8), (6, 8), (13, 7)], [False, False, False, False], 72, False, [False, False, False, False], 4237, 'South', (10, 7))
Element 15: (0, (10, 7), ['', '.', '', ''], [(13, 8), (6, 7), (12, 7)], [False, False, False, False], 70, False, [False, True, False, False], 4246, 'South', (10, 6))
Element 16: (0, (10, 6), ['.', '.', '', ''], [(13, 9), (7, 7), (12, 8)], [False, False, False, False], 68, False, [True, True, False, False], 4265, 'South', (10, 5))
Element 17: (0, (10, 5), ['.', 'F', '', '.'], [(12, 9), (7, 6), (11, 8)], [False, False, False, False], 66, False, [True, False, False, True], 4284, 'South', (10, 4))
Element 18: (0, (10, 4), ['.', '.', '', 'F'], [(11, 9), (8, 6), (11, 7)], [False, False, False, False], 64, False, [True, True, False, False], 5293, 'East', (11, 4))
Element 19: #1#
