Element 1: (2, (12, 3), ['.', '%', '.', '.'], [(11, 8), (10, 8), (13, 7)], [False, True, False, False], 98, False, [True, False, True, True], 1999, 'East', (13, 3))
Element 2: (2, (13, 3), ['', '.', '.', '.'], [(11, 9), (10, 9), (14, 7)], [False, False, False, False], 96, False, [False, True, True, True], 4018, 'East', (14, 3))
Element 3: (2, (14, 3), ['', '%', '.', '.'], [(12, 9), (9, 9), (15, 7)], [False, True, False, False], 94, False, [False, False, True, True], 4057, 'East', (15, 3))
Element 4: (2, (15, 3), ['', '.', '.', '%'], [(13, 9), (8, 9), (15, 8)], [False, False, False, True], 92, False, [False, True, True, False], 4096, 'North', (15, 4))
Element 5: (2, (15, 4), ['.', '', '.', '%'], [(14, 9), (8, 8), (15, 9)], [False, False, False, True], 90, False, [True, False, True, False], 4135, 'North', (15, 5))
Element 6: (2, (15, 5), ['.', '', '.', '%'], [(14, 8), (8, 7), (15, 8)], [False, False, False, True], 88, False, [True, False, True, False], 4164, 'North', (15, 6))
Element 7: (2, (15, 6), ['.', '', 'G', '%'], [(13, 8), (9, 7), (15, 7)], [False, False, False, True], 86, False, [True, False, False, False], 4193, 'West', (14, 6))
Element 8: (2, (14, 6), ['.', '.', '', ''], [(12, 8), (10, 7), (15, 8)], [False, False, False, False], 84, False, [True, True, False, False], 4222, 'South', (14, 5))
Element 9: (2, (14, 5), ['.', '.', '', ''], [(12, 7), (10, 6), (15, 7)], [False, False, False, False], 82, False, [True, True, False, False], 4251, 'South', (14, 4))
Element 10: (2, (14, 4), ['.', '', '', ''], [(12, 6), (11, 6), (15, 6)], [False, False, False, False], 80, False, [True, False, False, False], 4280, 'West', (13, 4))
Element 11: (2, (13, 4), ['.', '', '.', ''], [(13, 6), (11, 5), (15, 5)], [False, False, False, False], 78, False, [True, False, True, False], 4309, 'North', (13, 5))
Element 12: (2, (13, 5), ['.', '', '', ''], [(14, 6), (11, 4), (15, 4)], [False, False, False, False], 76, False, [True, False, False, False], 5318, 'West', (12, 5))
Element 13: #1#
