Element 1: (2, (3, 5), ['%', '.', '.', '.'], [(1, 8), (1, 3), (5, 3)], [True, False, False, False], 98, False, [False, True, True, True], 19, 'East', (4, 5))
Element 2: (2, (4, 5), ['', '.', '.', '.'], [(1, 9), (1, 4), (6, 3)], [False, False, False, False], 96, False, [False, True, True, True], 58, 'East', (5, 5))
Element 3: (2, (5, 5), ['', '.', '.', '.'], [(1, 8), (1, 5), (7, 3)], [False, False, False, False], 94, False, [False, True, True, True], 87, 'East', (6, 5))
Element 4: (2, (6, 5), ['', '.', '.', '.'], [(1, 7), (1, 6), (8, 3)], [False, False, False, False], 92, False, [False, True, True, True], 116, 'East', (7, 5))
Element 5: (2, (7, 5), ['', '.', '.', '.'], [(1, 8), (1, 7), (9, 3)], [False, False, False, False], 90, False, [False, True, True, True], 135, 'East', (8, 5))
Element 6: (2, (8, 5), ['', '.', '.', '.'], [(1, 9), (1, 8), (10, 3)], [False, False, False, False], 88, False, [False, True, True, True], 154, 'East', (9, 5))
Element 7: (2, (9, 5), ['', '.', '.', '.'], [(1, 9), (1, 7), (10, 4)], [False, False, False, False], 86, False, [False, True, True, True], 1163, 'East', (10, 5))
Element 8: (2, (10, 5), ['', '', '.', '.'], [(1, 8), (1, 6), (11, 4)], [False, False, False, False], 84, False, [False, False, True, True], 2172, 'East', (11, 5))
Element 9: (2, (11, 5), ['', '', '.', '.'], [(1, 7), (1, 5), (12, 4)], [False, False, False, False], 82, False, [False, False, True, True], 2191, 'East', (12, 5))
Element 10: (2, (12, 5), ['', '', '.', '.'], [(1, 6), (1, 4), (13, 4)], [False, False, False, False], 80, False, [False, False, True, True], 2210, 'East', (13, 5))
Element 11: (2, (13, 5), ['', '', '.', '.'], [(1, 5), (1, 3), (14, 4)], [False, False, False, False], 78, False, [False, False, True, True], 2229, 'East', (14, 5))
Element 12: (2, (14, 5), ['', '', '.', '.'], [(1, 4), (1, 2), (15, 4)], [False, False, False, False], 76, False, [False, False, True, True], 2248, 'East', (15, 5))
Element 13: (2, (15, 5), ['', '', '.', '%'], [(1, 3), (1, 1), (15, 3)], [False, False, False, True], 74, False, [False, False, True, False], 2277, 'North', (15, 6))
Element 14: (2, (15, 6), ['.', '', '.', '%'], [(1, 2), (2, 1), (15, 2)], [False, False, False, True], 72, False, [True, False, True, False], 2306, 'North', (15, 7))
Element 15: (2, (15, 7), ['.', '', '.', '%'], [(1, 1), (3, 1), (15, 3)], [False, False, False, True], 70, False, [True, False, True, False], 2325, 'North', (15, 8))
Element 16: (2, (15, 8), ['.', '', '.', '%'], [(2, 1), (4, 1), (14, 3)], [False, False, False, True], 68, False, [True, False, True, False], 2354, 'North', (15, 9))
Element 17: (2, (15, 9), ['.', '', '%', '%'], [(3, 1), (4, 2), (13, 3)], [False, False, True, True], 66, False, [True, False, False, False], 2383, 'West', (14, 9))
Element 18: (2, (14, 9), ['.', '.', '%', ''], [(4, 1), (4, 3), (13, 2)], [False, False, True, False], 64, False, [True, True, False, False], 2412, 'South', (14, 8))
Element 19: (2, (14, 8), ['.', '.', '', ''], [(4, 2), (4, 4), (13, 1)], [False, False, False, False], 62, False, [True, True, False, False], 2441, 'South', (14, 7))
Element 20: (2, (14, 7), ['.', '.', '', ''], [(4, 3), (5, 4), (14, 1)], [False, False, False, False], 60, False, [True, True, False, False], 2470, 'South', (14, 6))
Element 21: (2, (14, 6), ['.', '', '', ''], [(3, 3), (6, 4), (13, 1)], [False, False, False, False], 58, False, [True, False, False, False], 2499, 'West', (13, 6))
Element 22: (2, (13, 6), ['.', '', '.', ''], [(3, 4), (7, 4), (12, 1)], [False, False, False, False], 56, False, [True, False, True, False], 2538, 'North', (13, 7))
Element 23: (2, (13, 7), ['.', '', '.', ''], [(4, 4), (8, 4), (11, 1)], [False, False, False, False], 54, False, [True, False, True, False], 2567, 'North', (13, 8))
Element 24: (2, (13, 8), ['.', '', '.', ''], [(5, 4), (9, 4), (10, 1)], [False, False, False, False], 52, False, [True, False, True, False], 2596, 'North', (13, 9))
Element 25: (2, (13, 9), ['.', '', '%', ''], [(6, 4), (10, 4), (10, 2)], [False, False, True, False], 50, False, [True, False, False, False], 2615, 'West', (12, 9))
Element 26: (2, (12, 9), ['F', '.', '%', ''], [(7, 4), (11, 4), (9, 2)], [False, False, True, False], 48, False, [False, True, False, False], 2634, 'West', (11, 9))
Element 27: (2, (11, 9), ['F', 'F', '%', ''], [(8, 4), (11, 3), (9, 1)], [False, False, True, False], 46, False, [False, False, False, False], 3653, 'South', (11, 8))
Element 28: (2, (11, 8), ['F', '.', '', '.'], [(9, 4), (12, 3), (8, 1)], [False, False, False, False], 44, False, [False, True, False, True], 4672, 'West', (10, 8))
Element 29: (2, (10, 8), ['.', '.', 'F', ''], [(10, 4), (13, 3), (8, 2)], [False, False, False, False], 42, False, [True, True, False, False], 5681, 'North', (10, 9))
Element 30: #1#
