Element 1: (3, (18, 1), ['.', '%', '%', '%'], [(15, 4), (10, 5), (15, 9)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (17, 1))
Element 2: (3, (17, 1), ['.', '%', '%', ''], [(15, 5), (10, 4), (15, 8)], [False, True, True, False], 96, False, [True, False, False, False], 1058, 'West', (16, 1))
Element 3: (3, (16, 1), ['%', '%', '%', ''], [(15, 6), (11, 4), (15, 7)], [True, True, True, False], 94, False, [False, False, False, False], 2087, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', ''], [(14, 6), (12, 4), (14, 7)], [False, True, True, False], 92, False, [False, False, False, False], 2116, 'East', (18, 1))
Element 5: (3, (18, 1), ['', '%', '%', '%'], [(14, 5), (13, 4), (14, 8)], [False, True, True, True], 90, False, [False, False, False, False], 2145, 'Stop', (18, 1))
Element 6: (3, (18, 1), ['', '%', '%', '%'], [(13, 5), (13, 3), (13, 8)], [False, True, True, True], 88, False, [False, False, False, False], 2174, 'West', (17, 1))
Element 7: (3, (17, 1), ['', '%', '%', ''], [(13, 6), (14, 3), (13, 9)], [False, True, True, False], 86, False, [False, False, False, False], 2203, 'West', (16, 1))
Element 8: (3, (16, 1), ['%', '%', '%', ''], [(13, 7), (15, 3), (12, 9)], [True, True, True, False], 84, False, [False, False, False, False], 2232, 'East', (17, 1))
Element 9: (3, (17, 1), ['', '%', '%', ''], [(12, 7), (15, 2), (11, 9)], [False, True, True, False], 82, False, [False, False, False, False], 3251, 'East', (18, 1))
Element 10: (3, (18, 1), ['', '%', '%', '%'], [(12, 8), (15, 3), (11, 8)], [False, True, True, True], 80, False, [False, False, False, False], 4260, 'Stop', (18, 1))
Element 11: (3, (18, 1), ['', '%', '%', '%'], [(13, 8), (15, 4), (10, 8)], [False, True, True, True], 78, False, [False, False, False, False], 5259, 'West', (17, 1))
Element 12: #1#
