Element 1: (2, (1, 3), ['%', '.', '.', '%'], [(1, 8), (2, 1), (4, 9)], [True, False, False, True], 98, False, [False, True, True, False], 19, 'North', (1, 4))
Element 2: (2, (1, 4), ['%', '', '.', '%'], [(1, 9), (3, 1), (5, 9)], [True, False, False, True], 96, False, [False, False, True, False], 58, 'North', (1, 5))
Element 3: (2, (1, 5), ['%', '', '.', '%'], [(1, 8), (4, 1), (6, 9)], [True, False, False, True], 94, False, [False, False, True, False], 87, 'North', (1, 6))
Element 4: (2, (1, 6), ['%', '', 'G', '%'], [(1, 7), (4, 2), (7, 9)], [True, False, False, True], 92, False, [False, False, False, False], 116, 'South', (1, 5))
Element 5: (2, (1, 5), ['%', '', 'G', '%'], [(1, 6), (4, 3), (8, 9)], [True, False, False, True], 90, False, [False, False, False, False], 135, 'South', (1, 4))
Element 6: (2, (1, 4), ['%', '', 'G', '%'], [(1, 5), (5, 3), (9, 9)], [True, False, False, True], 88, False, [False, False, False, False], 154, 'South', (1, 3))
Element 7: (2, (1, 3), ['%', '.', 'G', '%'], [(1, 4), (6, 3), (10, 9)], [True, False, False, True], 86, False, [False, True, False, False], 1163, 'South', (1, 2))
Element 8: (2, (1, 2), ['%', '', 'G', '%'], [(1, 3), (7, 3), (11, 9)], [True, False, False, True], 84, False, [False, False, False, False], 2182, 'South', (1, 1))
Element 9: (2, (1, 1), ['%', '%', 'G', ''], [(1, 2), (8, 3), (11, 8)], [True, True, False, False], 82, False, [False, False, False, False], 3191, 'East', (2, 1))
Element 10: (2, (2, 1), ['G', '%', '%', ''], [(1, 1), (9, 3), (10, 8)], [False, True, True, False], 80, False, [False, False, False, False], 4200, 'East', (3, 1))
Element 11: (2, (3, 1), ['G', '%', '%', ''], [(2, 1), (10, 3), (10, 7)], [False, True, True, False], 78, False, [False, False, False, False], 4219, 'East', (4, 1))
Element 12: (2, (4, 1), ['G', '%', '', '%'], [(3, 1), (10, 4), (11, 7)], [False, True, False, True], 76, False, [False, False, False, False], 5228, 'North', (4, 2))
Element 13: #1#
