Element 1: (3, (18, 1), ['.', '%', '%', '%'], [(4, 8), (4, 1), (11, 9)], [False, True, True, True], 98, False, [True, False, False, False], 1019, 'West', (17, 1))
Element 2: (3, (17, 1), ['.', '%', '%', ''], [(5, 8), (4, 2), (11, 8)], [False, True, True, False], 96, False, [True, False, False, False], 2048, 'West', (16, 1))
Element 3: (3, (16, 1), ['%', '%', '%', ''], [(6, 8), (4, 3), (10, 8)], [True, True, True, False], 94, False, [False, False, False, False], 3077, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', ''], [(7, 8), (5, 3), (10, 9)], [False, True, True, False], 92, False, [False, False, False, False], 4096, 'East', (18, 1))
Element 5: (3, (18, 1), ['', '%', '%', '%'], [(8, 8), (6, 3), (9, 9)], [False, True, True, True], 90, False, [False, False, False, False], 4125, 'Stop', (18, 1))
Element 6: (3, (18, 1), ['', '%', '%', '%'], [(9, 8), (7, 3), (8, 9)], [False, True, True, True], 88, False, [False, False, False, False], 4154, 'West', (17, 1))
Element 7: (3, (17, 1), ['', '%', '%', ''], [(9, 7), (8, 3), (7, 9)], [False, True, True, False], 86, False, [False, False, False, False], 4183, 'West', (16, 1))
Element 8: (3, (16, 1), ['%', '%', '%', ''], [(10, 7), (9, 3), (6, 9)], [True, True, True, False], 84, False, [False, False, False, False], 4212, 'East', (17, 1))
Element 9: (3, (17, 1), ['', '%', '%', ''], [(11, 7), (10, 3), (5, 9)], [False, True, True, False], 82, False, [False, False, False, False], 4241, 'East', (18, 1))
Element 10: (3, (18, 1), ['', '%', '%', '%'], [(12, 7), (10, 4), (4, 9)], [False, True, True, True], 80, False, [False, False, False, False], 5260, 'Stop', (18, 1))
Element 11: #1#
